block,timestamp,amount0,amount1,total_supply,price,tick
23693484,1770436295,25.000000,0.012039275000000000,12039275000000000,0.000481571805593190,199935
23703484,0,26.354992,0.011493403031948846,12039275000000000,0.000480185671425871,199906
23713484,0,26.085684,0.011608087334221253,12039275000000000,0.000493478857603548,200179
23723484,0,29.557941,0.009897305071926201,12039275000000000,0.000490776558490107,200125
23733484,0,26.250277,0.011528079029327868,12039275000000000,0.000495291619506314,200216
23743484,0,28.570402,0.010472951796129722,12039275000000000,0.000483717231493426,199980
23753484,0,26.847832,0.011286173797718530,12039275000000000,0.000477874632921958,199858
23763484,0,26.395712,0.011491601318694672,12039275000000000,0.000480308647732861,199909
23773484,0,26.336692,0.011520992028195993,12039275000000000,0.000478116342384139,199863
23783484,0,26.043405,0.011659673607065423,12039275000000000,0.000481432259840983,199932
23793484,1770536295,26.223267,0.011564849616584112,12039275000000000,0.000481205205335338,199928
23803484,0,24.606494,0.012324535829340077,12039275000000000,0.000479314162934597,199888
23813484,0,38.455909,0.017243121927532617,17807616876145477,0.000471186038006205,199717
23823484,0,33.753324,0.019464490994436843,17807616876145477,0.000474402679785142,199785
23833484,0,42.318702,0.015413683592913672,17807616876145477,0.000473102651050471,199758
23843484,0,41.010258,0.016033541739806725,17807616876145477,0.000474372162418352,199785
23853484,0,37.800537,0.017579613741898769,17807616876145477,0.000479376104891128,199889
23863484,0,37.150407,0.017891468112683752,17807616876145477,0.000479983595819038,199902
23873484,0,38.574319,0.017232140008474828,17807616876145477,0.000478302122756451,199867
23883484,0,31.545394,0.020636430626685003,17807616876145477,0.000488516444422497,200078
23893484,1770636295,38.625364,0.017182126548813008,17807616876145477,0.000493127611683350,200172
23903484,0,31.312639,0.020795890387119351,17807616876145477,0.000497158114191304,200254
23913484,0,39.529089,0.016756487135325585,17807616876145477,0.000477774821279812,199856
23923484,0,38.808359,0.017065569652369710,17807616876145477,0.000469712903255481,199686
23933484,0,34.693738,0.019015883841337705,17807616876145477,0.000472418947797241,199743
23943484,0,41.693045,0.015705194465694117,17807616876145477,0.000474021106162126,199777
23953484,0,26.716140,0.022858128106023883,17807616876145477,0.000484004457572354,199986
23963484,0,25.905620,0.023381377820730964,17807616876145477,0.000499969587700221,200310
23973484,0,37.834813,0.017448668788975441,17807616876145477,0.000495113257520623,200212
23983484,0,36.964509,0.017887149067326635,17807616876145477,0.000496501542944274,200240
