vault,event_type,block,tx_hash,tick_lower,tick_upper,amount0,amount1
steer-competitor-usdc-eth,Burn,18372895,0x4f9f42b2bf0e5d97436f86ee229308a3d05f705534637faf9f59307185b02f7f,193480,197540,7827.09180900,4.773788443165280171
steer-competitor-usdc-eth,Burn,18561878,0x1a4a0322434aa15b22ed4579717f55e323525e349de8053a8b8631d688480769,193910,197970,16301.75492800,2.084541941279301813
steer-competitor-usdc-eth,Burn,18675693,0xf8a0050746afa85319453d3a36f3973546caad6df3c0f30965cbaae822a878e4,192860,196920,164.28051600,0.085480816901886761
steer-competitor-usdc-eth,Burn,18730144,0x44ec38c534a3ed8d10b0a07863fc0b88577b3523742a531e9e1fa3a4cdd00f65,192860,196920,2.48107300,0.001738735140083871
steer-competitor-usdc-eth,Burn,18737915,0xb84e08ee8de1542f78ac650861d362a7d17822e78f483240712ed94eba40c953,192860,196920,7427.82512300,4.613565171490693118
steer-competitor-usdc-eth,Burn,18915028,0x6c89224a74a9b1f46e232c518a714affba2cada25d1de482c28e9fe0b3a111c8,193380,197440,8406.10615900,4.322894689030603921
steer-competitor-usdc-eth,Burn,19088194,0x94a18415f34d9c37cab5e9d03286b7726d29eba3a5486c92e1b1173e984bae8e,193660,197730,6672.42445300,4.917825163265314714
steer-competitor-usdc-eth,Burn,19146397,0x54e4a00391487fe8e849eb7121c047e8e2ce56572d7f688d62ea1b087536aa61,194270,198330,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19159656,0x68245931e36fd6f4dd0fea1f497bdbfd4c8acaae1975d57985498aba0433cf33,194270,198330,10038.60035000,3.775799350805137067
steer-competitor-usdc-eth,Burn,19185046,0xc7fc1eebaea56dbcd673f935c17dd181043d32a4a4b0e6af60d885ea597cef81,194170,198240,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19208495,0x9e12b4fdf1aa9f12c9f1b32e71805e97a262a7599807e42a38db6f62ab85dc41,194170,198240,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19246057,0x2edefb9a69a3939f9976080a669fffde19ab9b4c577ef97daac3a9ed12b8c556,194170,198240,12987.53674100,7.629533207689763508
steer-competitor-usdc-eth,Burn,19265857,0xd686c6d44951cb9959013a59debc7de520b27a75bb92f0e1a3eda4b21d1107df,194510,198570,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19325671,0xb925d6adecb13d383f7967f097c6c80f26f6d4b371c22672363ca5b32d73d2cf,194510,198570,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19326132,0x9db36332079e45daff8b1835fcb1130fefbd6dc530f7f2d0469e79f3f5b01a1b,194510,198570,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19331579,0xd76d2dc5fdbe5ea232099502518a8add38320b562acff23a0bb5f5e3d92fa093,194510,198570,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19332450,0xd631fccc245e259f6fb30e0383a155d209e6761e9a5ddec97a5cac62a2c61708,194510,198570,18357.03840500,5.972902080506157674
steer-competitor-usdc-eth,Burn,19335463,0x1ce18c4ae7145e6377c9a8874ba425e5540a368a597fbef74b5370fc14f6e101,194220,198290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19335729,0x16f3a2a2bf383957e2c226a81787583765c70fa5d04bcc76122c6bd8d45c33e3,194220,198290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19335806,0x345c733c39461add25e1856fe0c9b22cea360bbdcf11a94942aa24f103b9b30d,194220,198290,13419.88673400,9.442438596172893384
steer-competitor-usdc-eth,Burn,19336043,0x4e06e7cbe587b0eeb76664dd78524ba3bc3d8397ed7827d469c5730ef4bb2c38,194660,198720,18814.09876200,8.196268085460015840
steer-competitor-usdc-eth,Burn,19367792,0x403d80504a7787df786f6e1b5f42443053b4416a703ba6fa0890e7c298b9fa92,194700,198770,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19367814,0xcf8936899f373a2b80e40c3e615cc685b74e430984a14ebd482907101b91b8e6,194700,198770,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19392200,0x6c818bf7fa9c96772be03a1b26a5d16ff6d28a6e397b5214706f36d960607e57,194700,198770,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19419101,0x49a6507caefa53b3d92fc2d38816bb9120c1b2bc131680bf2caf7050d60425e5,194700,198770,26153.71699100,5.678870171560764568
steer-competitor-usdc-eth,Burn,19419651,0xefb203059668ee659a8b9c3f961424152a3cbf6fff0afe58ab4bedde943efa72,194080,198140,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19420052,0x8b3c43da2b8f26366c02c8c03f04b234874a3ad3a1001fd137fc4f925853e108,194080,198140,20187.79930900,8.341026469014627409
steer-competitor-usdc-eth,Burn,19446031,0xe9ac0cc2e2b5122acdb5fc5d58b6cc931352d1e42d2f53ad7bef7f5a40c434f7,194080,198150,50.25665600,0.020614693426669887
steer-competitor-usdc-eth,Burn,19446290,0x68b1c1b44ccd142c38064d8939acad08961d7385017ee2a66d3f088d75ea181c,194080,198150,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19446323,0xd602a540c626265fbb66782e1d4cd2587ffac4a00b5fa9a2caa609b8628a9973,194080,198150,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19505486,0x8748fec86a2fa260925c14a419a09df7d50ca5fa3a00c1b16c95bbc0f9858b70,194080,198150,21226.20536900,8.772799182146268748
steer-competitor-usdc-eth,Burn,19509144,0xb9923178b6b7d98f7d796500f4c8585fb36bd9da36b8af038fa0a83bab1ac349,194100,198160,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19509322,0x47df5b00b3b8b4308cc8d656bb1d4c2d4c6ebfdab81691d64eea5107ce91e4a6,194100,198160,21532.62574900,8.707100280110878998
steer-competitor-usdc-eth,Burn,19573761,0xd727e877a80b67a0d8499d3426e9f17e3a23849917f6f12bbf9fea8a226aa022,194090,198160,52.43928800,0.019892804177356907
steer-competitor-usdc-eth,Burn,19598424,0x4c7bc72403ce0f7caa714986b742e452cfd5216bc452817d0866ff73b0d3a823,194090,198160,251.03195200,0.103202256034351333
steer-competitor-usdc-eth,Burn,19653374,0x20dfdb8f6b7589b4a38f29a31d24dd580d01761eace237f5e8ce1f176344b59f,194090,198160,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19678769,0xcfee9beb42a80f69f7c5873134b2485768d42bf498c0a767b2b38f9a5899e163,194090,198160,23797.90889700,7.765377838444895708
steer-competitor-usdc-eth,Burn,19689009,0xa52d9e41fcbd7782c3e736b72d2b9360cc5ff0e363ba60817fe5ba62183bf8a9,193870,197940,22.83111400,0.011062786666084647
steer-competitor-usdc-eth,Burn,19742843,0xdd807289c90c6886cce446d624b8a4ebd278de14907dc0bbdced8181c2bb6600,193870,197940,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19765168,0x803563381feac32bff765fa16af2f20c8ef161c9c521b43923adcf622537be7c,193870,197940,17600.21754700,9.818235621855963657
steer-competitor-usdc-eth,Burn,19790540,0x9e852e556991a6f6b267d8196982ba4180d29bf17436a0c622eb101150bba192,194190,198250,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19804629,0xaf30420d0696da34787632c36f15cce1fe431ec07135075d89cd473029fcf6cf,194190,198250,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19851807,0xc02ae3f22446bb76f1889ab0e19bcf4d64eda07575860889f916b7aa60335c4a,194190,198250,20782.70959700,8.749692910531990719
steer-competitor-usdc-eth,Burn,19889442,0xc9cb86a19e3e329b385404000d4d764d115c0befb5ecb4d3b9bfe6574a31b407,194220,198290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19889490,0xd0c4ecff1201a62965bb6250989d0634b31aa015cc7cc25d101fcf3ffe090222,194220,198290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19889532,0x4a1da66e7153bad33aca7ce90666c18dcbe7c523deb2e87f24579dae60b76aaa,194220,198290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,19915992,0x68c5a2e4c0cc0bc05e77fb23aa19ec53cda5bac9c78aa70fc3eee5c07adeaaa1,194220,198290,29.35431200,0.012959757514440383
steer-competitor-usdc-eth,Burn,19938207,0x05c12048845586012741438a7841a8614e511d123a011baf6881335f106ef021,194220,198290,21766.98516700,8.405259280766484764
steer-competitor-usdc-eth,Burn,19985732,0x8c584ee480e849e67c8188b048156e547ef91b409f73d26938b403cfb467c2bc,194160,198230,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20024605,0x65e28a8f30318a7a10ebd8502b9bf544dab1e342ef3f766638c8a290537f6fa7,194160,198230,19574.38028700,9.154204588934684139
steer-competitor-usdc-eth,Burn,20077939,0xbec016c4e674d6dbe9d91b2d6b0d081fd579d8a145b8a76d7f107fd91c6f7668,194160,198230,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20077961,0x495e411b16db8e6fbc2ecf406262b60e963155ffec6b6b280255cab17a29e914,194160,198230,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20104447,0x9e9a97286baa8c4c128c4aa9a3a15539e10ab99c0f440d89d683bda94b19d256,194160,198230,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20111007,0xb69eb4a4ba4d046a2160187c16a2ce4970cfc2b619bdd44fc62f66bd2b970876,194160,198230,19662.93074200,9.150981726899708235
steer-competitor-usdc-eth,Burn,20111772,0x11c07a5e7cc9a3510cc2e0e4ed9a213035253fc6958672372d3d6e0936a452d1,194280,198350,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20111966,0x2d707105ac9f10aeba53fc4ee0bbd8b1910ff43489aec1d73a5f6cfb53e1c435,194280,198350,20935.67086600,8.781922099968648254
steer-competitor-usdc-eth,Burn,20119227,0x60916380940b1b2efd6150310424074fe1969e8bb8ab1b93d3c1c588f1c9f3b7,194290,198360,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20119711,0xeda2b402fc771afdcf5a06ff769970b966f5bf4f7caa08ff56a71b483b3bcb52,194290,198360,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20126427,0x40e34705d56eaee9dbbb6bbb1672b3d06ee556acb53e914a901f49711fc07060,194290,198360,6319.27672200,2.525907760543343095
steer-competitor-usdc-eth,Burn,20165714,0xad158085f33d4f4e7f01a7281b3a286e99b28ee6527f2684014492f50113feda,194290,198360,119.47516000,0.046539378450971045
steer-competitor-usdc-eth,Burn,20197408,0x78db3534faf2ae3e72756eec797b1b08d8220ac186890a1ff9c53fa6698e5ad3,194290,198360,15550.66170600,5.944670151353621534
steer-competitor-usdc-eth,Burn,20281547,0x72175a111dc4672c802f989bbdbf7bc401f110de4f4f669ffe5fe815ba575b96,194210,198280,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20281601,0x217e9be4a93c1fccdd0f83f267b27ba364a5ef43fd5f2e7b911e760f5497ae78,194210,198280,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20283813,0x1f92df54fb0d69f23bf24eb3b02ebbbd1598b18fe202e322d4700703fb5997c1,194210,198280,15015.66638700,6.450007437759118112
steer-competitor-usdc-eth,Burn,20300777,0x9b7b985e22efa281b09a829d95cdf74d0803a83aa57a0f320085198700ca2c3e,194250,198320,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20300795,0x451c00414ff71286fd5726fb5e1e8bb512050831558617de67ab25efe5cb696d,194250,198320,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20370212,0x04b34ea3b851b413e6d857f03ba95f263eedd5893727b2f640427c9552a0c9c6,194250,198320,16865.05125500,5.948297466272265410
steer-competitor-usdc-eth,Burn,20390618,0xf9a49cb3561d879aae6d3ccf3f71f00f126b8ed13a6628bdc74d928488a768b8,194100,198160,446.51666500,0.187609250910466152
steer-competitor-usdc-eth,Burn,20400496,0x1f30ec1f314ea7ddb7d17fc3ee5fee11e7bcf41833e39f0dcc9016f20cf7b362,194100,198160,85.90926200,0.036787643733111060
steer-competitor-usdc-eth,Burn,20407810,0xd2ed30232206e93a93946126e8a751cb719b9ef5a0188750565919ded78eb208,194100,198160,25.33628900,0.010244537536658186
steer-competitor-usdc-eth,Burn,20420335,0xb334b9ec58967cd7b7b8614d4b28545a35f0c94343c7abfda2e9463110e8c133,194100,198160,200.71767700,0.082619139073270800
steer-competitor-usdc-eth,Burn,20440001,0x0cf4d11c3541f8b9cb79c1fd965eab59d5d7e7a9ee1671dcf6e4c58a0a662e9e,194100,198160,52.24744000,0.019961781356900903
steer-competitor-usdc-eth,Burn,20448337,0x97e747e68cf7748603d2564d968774e9ab6bd05e63f7125487f8011481bf523a,194100,198160,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20448523,0x6c8942bb9bee5437378730306d51764681bd639863dd6ef36d892bc7dcbbaa4b,194100,198160,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20456855,0x85234dcf09127a2ee68f607e3543a814f1f2c8f8dfa24077281f851d2ae77fe9,194100,198160,14554.23502200,6.116085634468974241
steer-competitor-usdc-eth,Burn,20474943,0xe76b77e015582a948b76bac0429140696398410b0839bfd8d8b0ac0ff4e711eb,194140,198200,97.19230200,0.037821689012598622
steer-competitor-usdc-eth,Burn,20535430,0x923c5fefddcc83f8d25d8527e3ef6560d585c48ad9c104fba6e88f049bc22234,194140,198200,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20543268,0x0b07df1cae23315b0c489bd54fbfb9ac9f171436a9c7cbddd9adc54be9e9e486,194140,198200,15218.05567100,5.899348343717050192
steer-competitor-usdc-eth,Burn,20667781,0xd1569814e6ab84f6bc4864d7114491e742a3af6be005202a5f2959b7170c5a93,194090,198150,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20668287,0x8813ea0b973da2651c7d95ebc2f59642d6c8e8b446b3187362a6ec4decd6ff36,194090,198150,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20668590,0x2e741d77086114eee066813a3df19fd03917042aa462393ffaa130cbab8317bc,194090,198150,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20668783,0x1f6a369a832a69c472e55ad8ee88812085254ad8c982186fd5f4508e43bfe071,194090,198150,367.73465800,0.092586600724209336
steer-competitor-usdc-eth,Burn,20692976,0xd185af2562a25b1ddc39e38b96863db797f1a2de9ecd60dea1e4b923b86b0e1f,194090,198150,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20716301,0x1335e2b32e959783b83f8a01b6e9501e1cf0b4f9f19d6696713e1d0c62a4321d,194090,198150,18037.78504400,4.764956564473800782
steer-competitor-usdc-eth,Burn,20814123,0xe146b20444deb1172292a0bf04e6640f7f64b209f598c4316dde0d18a820f31e,193670,197740,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20822686,0x4d7e300a49f078a81d9694c19f1ed2d70cd058b6d90cad708488d22be7a786da,193670,197740,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20876764,0x7a37ec5b04156e9c77c12ed51eb7000dc6629d8a30441cab27ab90f831725bd0,193670,197740,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20876787,0x549c41c7171d4c6834723b7ec1d411c640e7c9a51059d0916f5a74676123e516,193670,197740,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20889341,0x0714b473cb3d93881a3fe737fef7552ebbe91e3351004f2d7090604f4f2ded68,193670,197740,19064.89140400,5.784820699027156898
steer-competitor-usdc-eth,Burn,20912247,0xe7fac8fb43aed802f137b787b6706beda33f0c8410818b119084fe7f5c704d4c,193430,197490,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20915338,0x2d91ef4fcc72a3d3c6b91197bc4d74fa1be44cb8715c835a6ff0b2b2301b6a48,193430,197490,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,20919573,0x745af730d82b24dd7471e7ccc0bb0e65dc8abe901cf70505af272e850348e2a8,193430,197490,913.81921700,0.304315067814792228
steer-competitor-usdc-eth,Burn,20975746,0xcd5661729735c2f7256b0f2ea7f31aab1aac42ebe6677f99cb4a43c7971924bd,193430,197490,18097.35322300,5.619608775044472537
steer-competitor-usdc-eth,Burn,21072118,0x2de7ea186715f6b7b696bbc418709f44c9c800ce1f80cd772504f116e5f8381d,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21072151,0x0781cb0410acf0a31f2a767aae65a6d120ce915945c2f20e2d76a0b6f226dc14,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21103645,0x9beb69d878d6f00390ddb7de509807866e918ab8eb009302ed0183d97fd2656a,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21103665,0xebfe69d1c2611a29c817e0a193954ce2f313872aa63243750015b70bb0e43b22,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21136686,0x18f4c9af4bde11898abbbf73e13eae9bb0e123402dbc1223e663735e3f4d0cb8,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21140246,0xc3e518d431ebff0c5bb7f30008643266ee5918e3af02fc67ef4c51fd4649a91d,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21140266,0xc0359e5e799159508fc90e89572ebaa0615f55d55033bcd6f13c5a9106d1e156,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21140522,0x5b2a2e9be5ff19cf2340089db82cb0892b58e905d2d427af46dab4422523a30c,193220,197290,336.37903000,0.232356756445463747
steer-competitor-usdc-eth,Burn,21142273,0x98f7cc883246dfe401b4076e39d118f30d869906378d72baa9c253dd322b2561,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21142303,0x78058b5f56e163cde5c664d5029ca759f9a2e04e899f0b27810999a8cc19be50,193220,197290,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21148781,0x85022130885e9b34e771309d61452ecb79a41e335fb2a1584a5118fc136a60c2,193220,197290,12872.25656600,7.525227405259009572
steer-competitor-usdc-eth,Burn,21151862,0x5e791427730dddd75b514dce76f2a03de0c632dfd6676ef0e3af901e8facfafb,193650,197710,811.87734300,0.303518033775080243
steer-competitor-usdc-eth,Burn,21234543,0x7f5b22fd24b368a7a08fdf729198ffa6e8b4ebc1672e32ed4eb504a4279fee57,193650,197710,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21235172,0x47f8fa01496d0bd73d5e76560de0fee68c6c30f1b5d114a37f357911b3214842,193650,197710,17877.45128500,6.535069064940929984
steer-competitor-usdc-eth,Burn,21265230,0x690735c8ada4782dcde32694812e0ab560dcb25507f758664c4d9dd9623678f9,193590,197650,425.91191800,0.193449496998794740
steer-competitor-usdc-eth,Burn,21265314,0x4043043c6709bf25389da78827034b080284c65dc3fece2887e18c3c0388366e,193590,197650,35.51656200,0.016113044199634399
steer-competitor-usdc-eth,Burn,21266452,0xfdd05140a4e4fc40908babd44dc3df05d1f9fed14d9bf7357ad4b3d4ec44c27a,193590,197650,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21266804,0x865eacbf849824ea3938204922a751d33d76431509c68dac944d11244c96f20b,193590,197650,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21266833,0xb9215476d2f9db7bd0c6834bf51b0cd7e1821cff475ed4d43bc494e58909c1af,193590,197650,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21320944,0x91e539eabaf9c24b563d83555155fef9b59f7787d3101c3b48f7be887b75e8bf,193590,197650,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21321568,0x4f89c9e75280840c45cae84a8a0666e30599a2e219a5150364f56e7e6461bcb3,193590,197650,15705.64075900,6.944952562895259973
steer-competitor-usdc-eth,Burn,21322128,0x545d4c26773322d2f369b699b8e6899e82357db7c00aca763d25052a5addbf35,193710,197780,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21322288,0x12b1adfa71bf884d298edd9d9b4f13902bb42d97adc37707622857686b82c6b4,193710,197780,16891.31204600,6.620513736798679716
steer-competitor-usdc-eth,Burn,21416978,0x66c63c26fa4f2864c72f8a91338cf19172ccf153ad9d7e9ae3056d6e6f8c622e,193710,197780,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21418739,0x655e94e4771f0adb5cbb3e5465b3c203a8728c62429a75e2f0b64d2fc51a564c,193710,197780,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21419004,0xedca4c40df6f16aefd931215b744ec8296903c89f6dee5303fef50e824e67958,193710,197780,17828.46448100,6.415529209797901977
steer-competitor-usdc-eth,Burn,21593978,0x50e51f5446d195bc102c9d9861ac8f4251200d9a5fbadcb7c64c104850703ca7,193630,197700,19620.31964200,5.978313066255902974
steer-competitor-usdc-eth,Burn,21698953,0x6d9626ca21f374da32a4047799592e6fa852ac43bf332fbf5ce2e73f4857fa66,193390,197460,289.76746100,0.072020912660387640
steer-competitor-usdc-eth,Burn,21747807,0x7eacee3e2ec03755e040492696115fc47954cd4288423ab8b1877e46ea022bc5,193390,197460,1061.43048200,0.254906160416847438
steer-competitor-usdc-eth,Burn,21751723,0x93cae15cccee3084f024cc83a165052210ff982606d730cd29c37690c357c86c,193390,197460,74.92072100,0.019320973218215531
steer-competitor-usdc-eth,Burn,21767649,0x98e14b11333af6548677ca14ead3d98af57b97227763cb965c1cf2436138e62f,193390,197460,19048.74972700,5.385025621438687793
steer-competitor-usdc-eth,Burn,21787642,0x91b532d152bd7d30044b859ab839dbc983f2d716b08d62aed8ea20a237ced69c,193130,197190,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,21941712,0x4c2736d3be354d69fee7b4caf4f44c2f27ddefbc30289afa5202ddd3b1fa2ee6,193130,197190,17654.49016200,5.823272414332918423
steer-competitor-usdc-eth,Burn,21964462,0xa00c516aaa96d6a821e3e53d6da6e5efd0bd7a2e1da7cb96ac1644dbb7943409,193020,197080,320.93260400,0.117292954568321645
steer-competitor-usdc-eth,Burn,21968148,0x43aaf33eac4b01c8c59e51bfccbd56bd7b808e82c249c8c134dc0ab47e73c370,193020,197080,79.49104700,0.029547209447547643
steer-competitor-usdc-eth,Burn,21974385,0xd68b1f1e322ea7e8a8ff929263dee1a68bde7dea392c57a58f9afa4ddc1acda2,193020,197080,53.43904500,0.019563821162117603
steer-competitor-usdc-eth,Burn,22115085,0xc1f2aa72513e382598d40e1756f89d36e49ab99836dceaf4875ca2bca2c528fa,193020,197080,13364.36009400,6.865435058909597821
steer-competitor-usdc-eth,Burn,22115987,0x50fbafc4dcf5299986b4a3476f72186a278f4f2f4564df3164e48878de3efec7,193340,197400,90.61454500,0.034175382000208525
steer-competitor-usdc-eth,Burn,22262251,0xcb7b1ae180eed8306d9ec25a40ce588efc950ab58bb4687ff3d224fc88ae5c20,193340,197400,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22262831,0xb7d90b1a49a7eb6a019d962e34348cf8e39dc0e46dfc2ea036908b689d74cfe9,193340,197400,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22263080,0x78c964b02b860001cd73f7499f17fb498311a7b95bf910e225bca46ce2375bf3,193340,197400,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22288566,0x136c2ff0918edd771c9b02a1859a6255b0f75e9964ed2d90881e3a93b7b101a2,193340,197400,10737.53379100,7.672037734405310339
steer-competitor-usdc-eth,Burn,22321371,0x59b67ff30e88bf4ad1576fb28f6b196d76e41ae7a179d2c2efe5f0eb0a69de60,193920,197980,2374.39432800,0.999310047597256612
steer-competitor-usdc-eth,Burn,22334997,0x4adbfb33dc019fdf9b2bbbd3c4eaac00101f291ef348491ccbf67c516577b03c,193920,197980,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22335243,0x3b27cc67a816f37bab3e5123bf369f2be42886a049243392b743b03645c808e6,193920,197980,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22392881,0xba488ab9a3913a11d206de1c27471e39a186935a77ecce128225590fc4eabf4e,193920,197980,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22392918,0xd046ea41f5a0c451162c9ef470aca58f2686f986ffdd52bcd4d189a41480f1fd,193920,197980,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22462128,0x9ae4504a746a3788cebbfb62dff1b6768a1ae0e8cfb3962c5b2be5498522e433,193920,197980,16546.73194400,9.053393179588125506
steer-competitor-usdc-eth,Burn,22498475,0x1814a21cfc8614d21e37f0942c7d4e1b9c134e4a8c5fddfce347a3c948a8042b,194210,198280,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22499703,0xcd15f6693c9bb3c5a5f68c97495e5d03060d746b575825d7089a0d12ff709a8c,194210,198280,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22635636,0x0ba717ff9386474d7bb66180b45226fa52932d8e987914500efef1b7c76b477b,194210,198280,16860.07755800,11.142690513802932628
steer-competitor-usdc-eth,Burn,22786754,0x3e82948f933c0155b0ca129f5aeb05a7ae1f480598a5a25a8105b77f0f9bc09d,194650,198710,0.00000000,0.000000000000000000
steer-competitor-usdc-eth,Burn,22809342,0x3cb8a8ec121165b10edc8df2c4d7c40fb7db5564adbaad99c6c83d2a1bf55070,194650,198710,31311.13314500,6.714527794989525233
