pool,block_start,block_end,num_swaps,vol_token0,vol_token1
USDC-ETH,19170322,19180321,846,526873.35782200,178.68174210
USDC-ETH,19180322,19190321,509,225714.05678100,76.36775447
USDC-ETH,19190322,19200321,635,361130.81309100,122.07645990
USDC-ETH,19200322,19210321,680,371376.90421100,126.62444078
USDC-ETH,19210322,19220321,433,225944.23703100,76.91177072
USDC-ETH,19220322,19230321,511,279922.10070100,95.75110045
USDC-ETH,19230322,19240321,1110,881255.59086900,300.98732479
USDC-ETH,19240322,19250321,4869,3982149.30022900,1356.55681484
USDC-ETH,19250322,19260321,1276,804544.50801900,284.48357422
USDC-ETH,19260322,19270321,569,420149.74239900,148.70246674
USDC-ETH,19270322,19280321,513,270669.68000600,95.65650707
USDC-ETH,19280322,19290321,498,306286.86627900,108.03280041
USDC-ETH,19290322,19300321,461,163122.17630700,57.61354645
USDC-ETH,19300322,19310321,677,225005.65213700,79.02769644
USDC-ETH,19310322,19320321,467,337406.45038600,117.77147158
USDC-ETH,19320322,19330321,4417,3249340.60385700,1103.24207978
USDC-ETH,19330322,19340321,3410,2372787.33909400,828.83030262
USDC-ETH,19340322,19350321,1737,1290162.87092600,459.65855942
USDC-ETH,19350322,19360321,812,488337.99220500,172.79147472
USDC-ETH,19360322,19370321,895,435792.37744200,154.33863391
USDC-ETH,19370322,19380321,2470,1352708.97799000,466.88776694
USDC-ETH,19380322,19390321,1297,679774.05477900,230.33802931
USDC-ETH,19390322,19400321,492,293612.48137700,99.44716058
USDC-ETH,19400322,19410321,772,489546.46784500,165.42374717
USDC-ETH,19410322,19420321,2890,2518407.77279300,846.74458998
USDC-ETH,19420322,19430321,1560,1171739.99318600,395.23744175
USDC-ETH,19430322,19440321,722,417554.66510000,139.77026753
USDC-ETH,19440322,19450321,520,117835.09597200,39.55439441
USDC-ETH,19450322,19460321,256,112238.28823200,37.62947078
USDC-ETH,19460322,19470321,203,88453.45215000,29.64590344
USDC-ETH,19470322,19480321,266,90746.84586400,30.42803318
USDC-ETH,19480322,19490321,201,85280.78972700,28.58853666
USDC-ETH,19490322,19500321,337,222196.20193500,74.67684487
USDC-ETH,19500322,19510321,243,90761.49420300,30.50602857
USDC-ETH,19510322,19520321,126,45662.19550300,15.32712912
USDC-ETH,19520322,19530321,656,47521.30155200,15.95509824
USDC-ETH,19530322,19540321,467,105052.36697300,35.37216347
USDC-ETH,19540322,19550321,279,94988.37155700,32.00302677
USDC-ETH,19550322,19560321,109,19400.90266200,6.51966953
USDC-ETH,19560322,19570321,556,313487.97570500,104.68575329
USDC-ETH,19570322,19580321,662,363370.75979700,121.84498287
USDC-ETH,19580322,19590321,1011,614978.13023000,207.65395704
USDC-ETH,19590322,19600321,431,237982.76253900,79.92181917
USDC-ETH,19600322,19610321,355,149652.41335100,50.07340355
USDC-ETH,19610322,19620321,1187,806833.74902500,267.59528834
USDC-ETH,19620322,19630321,1582,983288.74868100,326.28637293
USDC-ETH,19630322,19640321,606,314000.31023800,103.67267202
USDC-ETH,19640322,19650321,540,314998.89567400,103.73043905
USDC-ETH,19650322,19660321,539,263232.72206700,86.70219389
USDC-ETH,19660322,19670321,857,480432.86784700,157.23788708
USDC-ETH,19670322,19680321,1978,1434125.46400800,470.70457727
USDC-ETH,19680322,19690321,1240,636993.36048400,211.44143345
USDC-ETH,19690322,19700321,974,481595.44854500,161.59961426
USDC-ETH,19700322,19710321,664,362124.40214300,120.12601763
USDC-ETH,19710322,19720321,991,487369.94750100,162.54484601
USDC-ETH,19720322,19730321,842,478620.37017000,161.37849750
USDC-ETH,19730322,19740321,487,220262.83558000,74.38559744
USDC-ETH,19740322,19750321,423,190539.66123400,64.26823383
USDC-ETH,19750322,19760321,1764,1100268.97423600,375.23521995
USDC-ETH,19760322,19770321,1548,870465.71984900,296.17397652
USDC-ETH,19770322,19780321,1161,590200.74752200,200.04847003
USDC-ETH,19780322,19790321,817,409922.82178500,138.31377692
USDC-ETH,19790322,19800321,561,262542.81330900,88.61562437
USDC-ETH,19800322,19810321,816,353943.78819200,120.51043620
USDC-ETH,19810322,19820321,594,283760.04184600,96.81199105
USDC-ETH,19820322,19830321,521,287619.15286900,98.26794368
USDC-ETH,19830322,19840321,414,166891.40066000,56.94169326
USDC-ETH,19840322,19850321,1526,882482.89430400,302.79630538
USDC-ETH,19850322,19860321,814,414703.09060900,141.12932393
USDC-ETH,19860322,19870321,217,98406.78502700,33.41620983
USDC-ETH,19870322,19880321,430,173698.03818800,58.86258868
USDC-ETH,19880322,19890321,320,138080.24685800,46.87798332
USDC-ETH,19890322,19900321,179,66824.63839600,22.71503221
USDC-ETH,19900322,19910321,400,194064.56252500,66.24024218
USDC-ETH,19910322,19920321,359,140449.33998200,48.09172142
USDC-ETH,19920322,19930321,334,141893.14181300,48.47151553
USDC-ETH,19930322,19940321,913,448429.58058000,151.85434368
USDC-ETH,19940322,19950321,299,168739.20329600,57.12358845
USDC-ETH,19950322,19960321,487,246203.85214400,83.98855503
USDC-ETH,19960322,19970321,1008,611675.29852300,210.39793945
USDC-ETH,19970322,19980321,1484,817702.15835500,275.65432353
USDC-ETH,19980322,19990321,346,139728.42739300,47.02532163
USDC-ETH,19990322,20000321,664,320565.38166000,107.97414930
USDC-ETH,20000322,20010321,223,92999.41075600,31.33990661
USDC-ETH,20010322,20020321,1731,1107359.23298800,377.90422081
USDC-ETH,20020322,20030321,864,459226.95204600,157.24924852
USDC-ETH,20030322,20040321,345,148238.25073500,50.67357537
USDC-ETH,20040322,20050321,311,90825.46500000,31.02915539
USDC-ETH,20050322,20060321,126,56883.15913100,19.44569491
USDC-ETH,20060322,20070321,155,51507.25052700,17.58537521
USDC-ETH,20070322,20080321,138,32924.02121300,11.22681998
USDC-ETH,20080322,20090321,284,119550.42618300,40.83578929
USDC-ETH,20090322,20100321,205,61558.70502900,21.02404386
USDC-ETH,20100322,20110321,315,49906.58776300,17.06298333
USDC-ETH,20110322,20120321,161,43717.57485700,14.95514396
USDC-ETH,20120322,20130321,172,66441.35965200,22.67238796
USDC-ETH,20130322,20140321,614,320368.15676700,108.85501107
USDC-ETH,20140322,20150321,282,60277.68400400,20.47368654
USDC-ETH,20150322,20160321,224,98143.34541500,33.42545280
USDC-ETH,20160322,20170321,254,87773.83028900,29.85136219
USDC-ETH,20170322,20180321,227,93978.00136900,31.98371077
USDC-ETH,20180322,20190321,279,117852.36373500,40.03579119
USDC-ETH,20190322,20200321,403,160147.59661700,54.30661538
USDC-ETH,20200322,20210321,431,225364.55188500,76.83458820
USDC-ETH,20210322,20220321,389,192907.60903600,65.63769154
USDC-ETH,20220322,20230321,966,471591.97619500,159.24687489
USDC-ETH,20230322,20240321,1432,862177.85338600,285.71605232
USDC-ETH,20240322,20250321,740,315778.55023600,104.20372299
USDC-ETH,20250322,20260321,1120,642374.62478200,215.20973460
USDC-ETH,20260322,20270321,1160,703991.53820600,239.62931772
USDC-ETH,20270322,20280321,1549,882293.74961100,300.35261198
USDC-ETH,20280322,20290321,796,407995.20541600,139.05270862
USDC-ETH,20290322,20300321,703,366994.27842900,125.33274229
USDC-ETH,20300322,20310321,347,158179.83174400,53.89635019
USDC-ETH,20310322,20320321,511,249036.36488500,84.98795404
USDC-ETH,20320322,20330321,565,239540.26827000,81.50032766
USDC-ETH,20330322,20340321,915,501215.59787800,168.64436001
USDC-ETH,20340322,20350321,662,276621.05985400,92.93147157
USDC-ETH,20350322,20360321,676,177944.78040600,59.71717191
USDC-ETH,20360322,20370321,1880,1230918.18894500,413.13872674
USDC-ETH,20370322,20380321,698,474851.93448500,160.03864935
USDC-ETH,20380322,20390321,257,145647.79357800,49.13527929
USDC-ETH,20390322,20400321,289,232767.84821700,78.44846133
USDC-ETH,20400322,20410321,392,233214.00167100,78.41857216
USDC-ETH,20410322,20420321,167,65795.64427100,22.14471149
USDC-ETH,20420322,20430321,185,106308.48811100,35.80709966
USDC-ETH,20430322,20440321,364,259118.27090900,86.68555703
USDC-ETH,20440322,20450321,882,549941.49260100,183.47305880
USDC-ETH,20450322,20460321,1014,705791.56587500,237.18862145
USDC-ETH,20460322,20470321,372,202308.50423000,68.05662620
USDC-ETH,20470322,20480321,324,169380.08744100,57.01363614
USDC-ETH,20480322,20490321,241,111258.14764600,37.37600593
USDC-ETH,20490322,20500321,120,68146.58725100,22.90012563
USDC-ETH,20500322,20510321,110,55498.58989100,18.64830594
USDC-ETH,20510322,20520321,136,87679.97958800,29.43825804
USDC-ETH,20520322,20530321,134,69686.13224500,23.35349350
USDC-ETH,20530322,20540321,318,174471.14435600,58.50130735
USDC-ETH,20540322,20550321,410,252132.57001900,84.39833504
USDC-ETH,20550322,20560321,129,97242.45248400,32.53666966
USDC-ETH,20560322,20570321,341,232269.57376200,77.55337724
USDC-ETH,20570322,20580321,263,247611.92683200,82.52959738
USDC-ETH,20580322,20590321,496,386104.22113400,128.03646936
USDC-ETH,20590322,20600321,427,261826.14588800,86.59590717
USDC-ETH,20600322,20610321,853,600546.35625400,197.08403355
USDC-ETH,20610322,20620321,514,352382.77165200,115.60213578
USDC-ETH,20620322,20630321,2958,2499572.23076900,813.43285400
USDC-ETH,20630322,20640321,667,628489.63911500,201.61424458
USDC-ETH,20640322,20650321,305,271459.40953900,86.88232571
USDC-ETH,20650322,20660321,309,180522.17946400,57.71290579
USDC-ETH,20660322,20670321,190,100776.62559300,32.27430333
USDC-ETH,20670322,20680321,342,170152.69570200,54.71384414
USDC-ETH,20680322,20690321,651,488612.33634900,158.12810194
USDC-ETH,20690322,20700321,151,137995.98002100,44.55661180
USDC-ETH,20700322,20710321,180,175055.91033800,56.45787774
USDC-ETH,20710322,20720321,208,96339.62140300,31.06030394
USDC-ETH,20720322,20730321,132,68032.06473400,21.87772035
USDC-ETH,20730322,20740321,261,151344.05338400,48.52238181
USDC-ETH,20740322,20750321,678,489858.62315000,155.78878723
USDC-ETH,20750322,20760321,321,153761.61528000,48.90949944
USDC-ETH,20760322,20770321,366,250465.17023000,79.64605019
USDC-ETH,20770322,20780321,379,238952.20326500,76.23581896
USDC-ETH,20780322,20790321,320,145550.35677800,46.40120653
USDC-ETH,20790322,20800321,361,218771.07924100,69.88407078
USDC-ETH,20800322,20810321,311,159066.75961200,50.80406403
USDC-ETH,20810322,20820321,291,206986.08016600,66.03947714
USDC-ETH,20820322,20830321,576,520141.08113500,165.40048002
USDC-ETH,20830322,20840321,1108,914301.78700900,287.25646408
USDC-ETH,20840322,20850321,592,349222.48835200,110.26677070
USDC-ETH,20850322,20860321,504,277878.31726300,88.10892682
USDC-ETH,20860322,20870321,658,426039.00009000,134.45968520
USDC-ETH,20870322,20880321,606,407304.39786900,128.82190453
USDC-ETH,20880322,20890321,2134,1706766.24736500,538.45038089
USDC-ETH,20890322,20900321,1312,905021.97246900,282.93150368
USDC-ETH,20900322,20910321,1005,571497.17237100,176.37913974
USDC-ETH,20910322,20920321,718,508912.32933100,157.86162849
USDC-ETH,20920322,20930321,538,310800.30179000,96.44527194
USDC-ETH,20930322,20940321,545,298955.47230000,92.49815482
USDC-ETH,20940322,20950321,645,356763.66618700,110.77479191
USDC-ETH,20950322,20960321,377,118237.79211100,36.58655391
USDC-ETH,20960322,20970321,1594,1142412.90447300,348.96018700
USDC-ETH,20970322,20980321,2228,1765523.13570700,544.90342415
USDC-ETH,20980322,20990321,680,535350.03517700,165.94291021
USDC-ETH,20990322,21000321,1182,933646.39861800,285.09043951
USDC-ETH,21000322,21010321,1016,772954.17774600,236.97510280
USDC-ETH,21010322,21020321,506,375895.04723700,115.21995579
USDC-ETH,21020322,21030321,437,307751.30073000,94.57887882
USDC-ETH,21030322,21040321,1091,779785.65945100,241.70939511
USDC-ETH,21040322,21050321,576,427744.52099700,133.01595841
USDC-ETH,21050322,21060321,2321,2278011.62355100,717.14942996
USDC-ETH,21060322,21070321,1364,1024133.06411800,324.83593711
USDC-ETH,21070322,21080321,824,574099.28438100,182.98786282
USDC-ETH,21080322,21090321,1033,845893.85356600,267.68552307
USDC-ETH,21090322,21100321,857,605343.09631800,191.19566178
USDC-ETH,21100322,21110321,836,582622.27182400,185.50812888
USDC-ETH,21110322,21120321,952,800435.43931400,256.95353712
USDC-ETH,21120322,21130321,793,536140.62464200,172.20885753
USDC-ETH,21130322,21140321,1150,919878.30661300,297.81655712
USDC-ETH,21140322,21150321,1976,1821028.04510200,588.64192047
USDC-ETH,21150322,21160321,1088,748938.94323300,240.26860919
USDC-ETH,21160322,21170321,743,451595.96445600,145.23179672
USDC-ETH,21170322,21180321,917,849513.85869200,272.88375473
USDC-ETH,21180322,21190321,668,461901.62977400,148.39212187
USDC-ETH,21190322,21200321,314,125216.36105700,40.17446013
USDC-ETH,21200322,21210321,966,629770.97792700,203.74427824
USDC-ETH,21210322,21220321,635,222970.52319700,72.11893824
USDC-ETH,21220322,21230321,2278,2031782.91781600,656.51682857
USDC-ETH,21230322,21240321,1905,1434095.77591100,460.03367808
USDC-ETH,21240322,21250321,914,763783.64306100,247.93304922
USDC-ETH,21250322,21260321,498,298558.34706700,96.84864258
USDC-ETH,21260322,21270321,329,143939.36178300,46.64757054
USDC-ETH,21270322,21280321,306,107806.69110000,34.98150377
USDC-ETH,21280322,21290321,335,110253.29784400,35.71637694
USDC-ETH,21290322,21300321,270,132286.16808800,42.75423484
USDC-ETH,21300322,21310321,217,104934.99610500,33.89365010
USDC-ETH,21310322,21320321,312,109380.83954300,35.38466894
USDC-ETH,21320322,21330321,160,51596.70919100,16.68175791
USDC-ETH,21330322,21340321,211,72814.16309500,23.58442400
USDC-ETH,21340322,21350321,396,212301.16475800,68.83380775
USDC-ETH,21350322,21360321,139,56507.31437900,18.27816086
USDC-ETH,21360322,21370321,286,144946.47817300,46.82930747
USDC-ETH,21370322,21380321,237,136119.34420600,43.95831814
USDC-ETH,21380322,21390321,215,99539.96719500,32.07609710
USDC-ETH,21390322,21400321,228,127169.65125500,40.89339371
USDC-ETH,21400322,21410321,861,526763.21582200,168.57904286
USDC-ETH,21410322,21420321,437,277240.41635100,88.96373339
USDC-ETH,21420322,21430321,556,388232.94032200,124.93621727
USDC-ETH,21430322,21440321,1367,1022382.37358700,328.06389339
USDC-ETH,21440322,21450321,1095,771084.19519200,244.79093640
USDC-ETH,21450322,21460321,466,251028.97663300,79.55328614
USDC-ETH,21460322,21470321,1136,841054.53661500,269.56859126
USDC-ETH,21470322,21480321,446,242854.58496600,78.03561452
USDC-ETH,21480322,21490321,1765,1511031.95212900,487.34410977
USDC-ETH,21490322,21500321,1490,1297795.02209400,416.47430106
USDC-ETH,21500322,21510321,786,576627.00116500,185.64678667
USDC-ETH,21510322,21520321,652,501644.21692100,162.07684782
USDC-ETH,21520322,21530321,517,294838.76074800,95.09543316
USDC-ETH,21530322,21540321,576,489403.86311500,156.79522862
USDC-ETH,21540322,21550321,440,284033.61862400,90.80360152
USDC-ETH,21550322,21560321,688,380309.71133400,121.30242793
USDC-ETH,21560322,21570321,1043,772158.84541700,245.84392979
USDC-ETH,21570322,21580321,2294,1753887.19498700,554.89978142
USDC-ETH,21580322,21590321,1235,817546.68318800,256.34228436
USDC-ETH,21590322,21600321,1752,956205.16199700,294.89934427
USDC-ETH,21600322,21610321,1447,762673.59150700,229.49982281
USDC-ETH,21610322,21620321,863,480509.34687300,144.20601237
USDC-ETH,21620322,21630321,821,451828.45063200,135.58763207
USDC-ETH,21630322,21640321,477,200909.85876200,60.28500030
USDC-ETH,21640322,21650321,822,593606.06322600,179.66986301
USDC-ETH,21650322,21660321,1462,1078915.50237300,325.35023323
USDC-ETH,21660322,21670321,2229,1406729.76576900,418.68645357
USDC-ETH,21670322,21680321,1858,1740796.78342200,519.14449663
USDC-ETH,21680322,21690321,949,703067.09864200,208.98921138
USDC-ETH,21690322,21700321,1141,919538.64924200,275.75463964
USDC-ETH,21700322,21710321,1539,1259792.92147600,381.13628592
USDC-ETH,21710322,21720321,730,572836.52502600,172.72357216
USDC-ETH,21720322,21730321,1113,814260.47769500,243.27617971
USDC-ETH,21730322,21740321,745,543259.29725600,161.77420458
USDC-ETH,21740322,21750321,2887,3022035.06674100,905.54766679
USDC-ETH,21750322,21760321,1970,1713134.18989800,517.35812620
USDC-ETH,21760322,21770321,1312,1027125.36865100,312.11690559
USDC-ETH,21770322,21780321,710,591931.06771100,178.86334702
USDC-ETH,21780322,21790321,803,627363.47533900,189.66812814
USDC-ETH,21790322,21800321,780,743408.72832900,225.66763007
USDC-ETH,21800322,21810321,500,371892.68963900,112.32534921
USDC-ETH,21810322,21820321,391,372177.83815800,112.69908583
USDC-ETH,21820322,21830321,664,543898.94476500,164.54493393
USDC-ETH,21830322,21840321,2113,2605423.73305300,792.99017527
USDC-ETH,21840322,21850321,808,677361.26264700,206.68981392
USDC-ETH,21850322,21860321,587,593180.52689000,180.61606288
USDC-ETH,21860322,21870321,306,214480.21897400,65.15510358
USDC-ETH,21870322,21880321,331,268355.89896000,81.71874634
USDC-ETH,21880322,21890321,218,123492.06486700,37.53753014
USDC-ETH,21890322,21900321,180,160234.92811100,48.63970622
USDC-ETH,21900322,21910321,318,189003.54765000,57.29016943
USDC-ETH,21910322,21920321,223,190130.21152900,57.46761720
USDC-ETH,21920322,21930321,777,624295.17583000,188.00863394
USDC-ETH,21930322,21940321,200,121542.75468800,36.63768869
USDC-ETH,21940322,21950321,403,361730.11853500,109.43706079
USDC-ETH,21950322,21960321,518,316752.89228500,95.86274371
USDC-ETH,21960322,21970321,318,268721.76400600,81.25662715
USDC-ETH,21970322,21980321,284,197466.49516000,59.61390861
USDC-ETH,21980322,21990321,343,254458.39198000,76.73535814
USDC-ETH,21990322,22000321,254,193832.08505800,58.38123448
USDC-ETH,22000322,22010321,769,754017.56163700,226.39201170
USDC-ETH,22010322,22020321,646,712466.82651300,212.82008996
USDC-ETH,22020322,22030321,532,431699.80297400,128.99119464
USDC-ETH,22030322,22040321,3246,4082892.72870100,1251.74121733
USDC-ETH,22040322,22050321,1217,1154026.80429900,359.56315442
USDC-ETH,22050322,22060321,605,524602.24447300,163.56964349
USDC-ETH,22060322,22070321,828,790128.27869500,246.42962554
USDC-ETH,22070322,22080321,530,519573.04402200,161.58804772
USDC-ETH,22080322,22090321,712,685966.86248500,213.07515200
USDC-ETH,22090322,22100321,709,636593.87336700,197.97905002
USDC-ETH,22100322,22110321,536,427865.29670900,133.01462492
USDC-ETH,22110322,22120321,628,701199.87035800,218.47359621
USDC-ETH,22120322,22130321,1006,916461.15313800,287.44413541
USDC-ETH,22130322,22140321,487,564397.35016200,176.95977450
USDC-ETH,22140322,22150321,1256,921543.06563700,292.65110142
USDC-ETH,22150322,22160321,939,807703.62300900,259.82390702
USDC-ETH,22160322,22170321,471,311466.05974200,100.27416395
USDC-ETH,22170322,22180321,2354,1606785.26757300,525.31650991
USDC-ETH,22180322,22190321,1285,1255340.13517000,416.31961171
USDC-ETH,22190322,22200321,922,812622.46519200,271.21820588
USDC-ETH,22200322,22210321,900,646182.72917400,218.25673058
USDC-ETH,22210322,22220321,1003,865457.63036000,292.70575806
USDC-ETH,22220322,22230321,393,351585.40517200,118.21384998
USDC-ETH,22230322,22240321,675,610901.81059300,204.97213432
USDC-ETH,22240322,22250321,665,621470.85071200,209.70014047
USDC-ETH,22250322,22260321,1264,1420807.91756700,485.00706539
USDC-ETH,22260322,22270321,2824,3722143.58314100,1250.06494032
USDC-ETH,22270322,22280321,2968,4063098.47320000,1400.36929977
USDC-ETH,22280322,22290321,2578,3001081.04299700,996.86597769
USDC-ETH,22290322,22300321,1230,1605900.79554100,534.71862253
USDC-ETH,22300322,22310321,1122,1489477.76083700,493.32803001
USDC-ETH,22310322,22320321,793,839971.23187600,278.51340595
USDC-ETH,22320322,22330321,567,673708.08199400,224.26710177
USDC-ETH,22330322,22340321,587,723564.42957500,241.35638651
USDC-ETH,22340322,22350321,1540,2127080.17508600,714.88429522
USDC-ETH,22350322,22360321,2201,2861208.31458400,972.46821136
USDC-ETH,22360322,22370321,1187,1667217.36556000,564.73005252
USDC-ETH,22370322,22380321,755,927241.53420700,314.90323362
USDC-ETH,22380322,22390321,375,373704.87878400,126.53802221
USDC-ETH,22390322,22400321,576,589875.81532200,198.91996149
USDC-ETH,22400322,22410321,835,995773.60622600,336.61434631
USDC-ETH,22410322,22420321,823,883307.63839900,301.58544151
USDC-ETH,22420322,22430321,542,549334.55334000,187.34656501
USDC-ETH,22430322,22440321,1544,1723401.88903400,590.35736241
USDC-ETH,22440322,22450321,2586,2533809.81343300,853.75112903
USDC-ETH,22450322,22460321,1456,1760387.69107800,594.07404936
USDC-ETH,22460322,22470321,463,491734.97744500,166.58949439
USDC-ETH,22470322,22480321,175,149576.08617400,50.64244277
USDC-ETH,22480322,22490321,211,172279.31144200,58.17302357
USDC-ETH,22490322,22500321,126,108677.98094200,36.75776088
USDC-ETH,22500322,22510321,113,75201.04374200,25.42177967
USDC-ETH,22510322,22520321,100,62276.10291400,21.04032996
USDC-ETH,22520322,22530321,362,435659.62695800,147.44465895
USDC-ETH,22530322,22540321,256,220682.42574000,74.57071348
USDC-ETH,22540322,22550321,148,209644.85441500,70.96938989
USDC-ETH,22550322,22560321,135,103059.68550000,34.87279197
USDC-ETH,22560322,22570321,186,226193.44770900,76.75264641
USDC-ETH,22570322,22580321,189,238569.11346600,81.15266769
USDC-ETH,22580322,22590321,373,368957.63760000,125.83067577
USDC-ETH,22590322,22600321,364,300476.14846400,102.27779344
USDC-ETH,22600322,22610321,424,501132.32490200,170.79892235
USDC-ETH,22610322,22620321,1099,1519294.23744600,524.57807331
USDC-ETH,22620322,22630321,1644,1519844.14143800,534.60325842
USDC-ETH,22630322,22640321,1171,1153815.47961700,411.03112172
USDC-ETH,22640322,22650321,1807,2099045.12778700,735.92519764
USDC-ETH,22650322,22660321,850,828838.94658200,289.31386153
USDC-ETH,22660322,22670321,902,1040650.11160200,360.63543336
USDC-ETH,22670322,22680321,986,1189828.32677100,409.98585696
USDC-ETH,22680322,22690321,607,636797.23223700,219.66877842
USDC-ETH,22690322,22700321,2893,3876144.01065700,1332.99019519
USDC-ETH,22700322,22710321,2106,2892387.96636500,995.95306849
USDC-ETH,22710322,22720321,1064,1186834.11117900,407.04043570
USDC-ETH,22720322,22730321,999,1050467.81750900,359.21799093
USDC-ETH,22730322,22740321,711,725146.96992000,247.77886882
USDC-ETH,22740322,22750321,566,359451.11321400,122.36134578
USDC-ETH,22750322,22760321,386,391551.68317600,133.73254702
USDC-ETH,22760322,22770321,399,477727.16686900,164.08179697
USDC-ETH,22770322,22780321,652,627094.10212100,215.20128649
USDC-ETH,22780322,22790321,2390,2886235.28150200,985.26839964
USDC-ETH,22790322,22800321,2259,2507859.97225200,850.76073860
USDC-ETH,22800322,22810321,1234,830351.86146000,276.57527027
USDC-ETH,22810322,22820321,485,377216.64778000,125.10675654
USDC-ETH,22820322,22830321,532,521687.17521000,173.59192133
USDC-ETH,22830322,22840321,486,549158.07161400,183.11161926
USDC-ETH,22840322,22850321,619,639386.75516900,213.45158506
USDC-ETH,22850322,22860321,808,681015.65001200,225.52679253
USDC-ETH,22860322,22870321,1153,1224051.46961100,405.69750777
USDC-ETH,22870322,22880321,1670,2089005.29334300,696.28573272
USDC-ETH,22880322,22890321,1917,2975071.60059900,988.57653189
USDC-ETH,22890322,22900321,958,1232406.91713200,409.50700700
USDC-ETH,22900322,22910321,964,1401622.47665000,467.61658384
USDC-ETH,22910322,22920321,1473,1736945.42341900,586.64977560
USDC-ETH,22920322,22930321,444,460974.63288200,156.05585361
USDC-ETH,22930322,22940321,568,647356.59569700,219.31932415
USDC-ETH,22940322,22950321,662,739755.68816700,252.22519796
USDC-ETH,22950322,22960321,2442,2146324.26332800,752.14587057
USDC-ETH,22960322,22970321,2155,2416073.91621100,856.72836023
USDC-ETH,22970322,22980321,1042,1381845.27470000,494.41660581
USDC-ETH,22980322,22990321,472,553015.45537200,196.37957406
USDC-ETH,22990322,23000321,2343,2515839.83078400,913.96724134
USDC-ETH,23000322,23010321,839,885934.78671400,321.72629138
USDC-ETH,23010322,23020321,1489,1518262.35671600,556.38711411
USDC-ETH,23020322,23030321,797,736038.73210500,270.15393450
USDC-ETH,23030322,23040321,1253,1430529.52234700,521.99817226
USDC-ETH,23040322,23050321,2824,3494245.73178800,1279.35633630
USDC-ETH,23050322,23060321,3078,3827191.80126000,1406.59447767
USDC-ETH,23060322,23070321,2045,2266776.34093400,840.32451888
USDC-ETH,23070322,23080321,396,347981.43322300,128.70830123
USDC-ETH,23080322,23090321,586,462925.24716600,171.65005376
USDC-ETH,23090322,23100321,410,402309.65201600,149.33272707
USDC-ETH,23100322,23110321,1163,1480411.09146300,559.39617376
USDC-ETH,23110322,23120321,507,553468.19760100,209.62688452
USDC-ETH,23120322,23130321,2381,1985068.63794800,771.28900998
USDC-ETH,23130322,23140321,3455,3480190.94474300,1410.81289866
USDC-ETH,23140322,23150321,3938,2543840.40652100,1073.53358721
USDC-ETH,23150322,23160321,2313,1902019.81898500,787.06887648
USDC-ETH,23160322,23170321,1561,1166057.87347600,476.60940183
USDC-ETH,23170322,23180321,1033,656047.81025900,268.28517216
USDC-ETH,23180322,23190321,1270,1001191.93016200,414.00935557
USDC-ETH,23190322,23200321,1159,944211.07979800,391.38317137
USDC-ETH,23200322,23210321,1378,962180.44100300,401.27057972
USDC-ETH,23210322,23220321,3646,3052192.21155800,1305.43186243
USDC-ETH,23220322,23230321,2417,2631889.49105500,1127.81713669
USDC-ETH,23230322,23240321,1688,2081636.54114500,898.37074776
USDC-ETH,23240322,23250321,3530,3270164.93941700,1431.07072725
USDC-ETH,23250322,23260321,3100,2888975.74545800,1277.61705046
USDC-ETH,23260322,23270321,3279,2843143.96645000,1284.94353699
USDC-ETH,23270322,23280321,2766,2362123.33369900,1062.45076514
USDC-ETH,23280322,23290321,2042,1516562.95255500,665.00140152
USDC-ETH,23290322,23300321,2552,2144016.94400500,924.96172294
USDC-ETH,23300322,23310321,3421,2917359.08353500,1238.26287731
USDC-ETH,23310322,23320321,1719,1317846.66021800,562.20343168
USDC-ETH,23320322,23330321,1253,731530.39015400,313.86653687
USDC-ETH,23330322,23340321,1128,763196.18466300,325.68873992
USDC-ETH,23340322,23350321,1898,1276751.65116200,550.25359898
USDC-ETH,23350322,23360321,1425,1095973.82207900,471.80460551
USDC-ETH,23360322,23370321,1956,1645489.54291300,714.27753996
USDC-ETH,23370322,23380321,1522,1035241.41122600,453.28988919
USDC-ETH,23380322,23390321,2987,2512859.92354100,1099.26685467
USDC-ETH,23390322,23400321,3673,2867147.04559500,1282.73718703
USDC-ETH,23400322,23410321,4840,3951541.76107700,1770.18999815
USDC-ETH,23410322,23420321,2506,2034348.54331400,900.44710938
USDC-ETH,23420322,23430321,1956,1371696.27676200,607.57271024
USDC-ETH,23430322,23440321,1435,1003925.31192300,441.90278996
USDC-ETH,23440322,23450321,1267,964857.77862000,424.53803381
USDC-ETH,23450322,23460321,1110,969655.33811500,428.31505217
USDC-ETH,23460322,23470321,1771,1144104.87377500,511.82457193
USDC-ETH,23470322,23480321,4164,3080449.22505400,1415.65340484
USDC-ETH,23480322,23490321,4188,2604598.74539700,1220.90726873
USDC-ETH,23490322,23500321,2220,1706862.36958100,792.76508150
USDC-ETH,23500322,23510321,2316,1960324.00325800,914.15817255
USDC-ETH,23510322,23520321,3172,2678058.55334100,1252.96036673
USDC-ETH,23520322,23530321,2971,1956642.74134400,933.02505595
USDC-ETH,23530322,23540321,2233,1401247.57752700,664.47614606
USDC-ETH,23540322,23550321,1941,1366700.10693300,650.86199183
USDC-ETH,23550322,23560321,3354,2386522.47982500,1153.22988920
USDC-ETH,23560322,23570321,5337,3930916.12805000,1985.57479234
USDC-ETH,23570322,23580321,3581,2182078.26505000,1127.43681219
