vault,block_start,block_end,num_swaps,vol_token0,vol_token1
WBTC-USDC,23548958,23558957,993,18.75073174,1306439.77941900
WBTC-USDC,23558958,23568957,1890,28.88068875,1987517.09888600
WBTC-USDC,23568958,23578957,1445,24.79532354,1651115.62249900
WBTC-USDC,23578958,23588957,1730,11.58001782,735837.59099800
WBTC-USDC,23588958,23598957,1730,11.65622322,716888.28053400
WBTC-USDC,23598958,23608957,956,3.48467766,225096.84252300
WBTC-USDC,23608958,23618957,939,6.21217478,408294.72385800
WBTC-USDC,23618958,23628957,774,3.00665308,194973.59906200
WBTC-USDC,23628958,23638957,496,4.49280162,296655.55687700
WBTC-USDC,23638958,23648957,1449,27.92872767,1879635.91310700
WBTC-USDC,23648958,23658957,1460,28.12065751,1950046.78111900
WBTC-USDC,23658958,23668957,849,20.47962700,1430219.46373000
WBTC-USDC,23668958,23678957,585,12.77624226,899368.95135500
WBTC-USDC,23678958,23688957,474,12.57079816,879376.83406100
WBTC-USDC,23688958,23698957,511,9.43616176,665157.48324500
WBTC-USDC,23698958,23708957,962,23.82365838,1639809.81168400
WBTC-USDC,23708958,23718957,388,9.00391870,613550.43960700
WBTC-USDC,23718958,23728957,685,15.32135270,1054162.39944200
WBTC-USDC,23728958,23738957,1061,27.98517333,1932432.38621900
WBTC-USDC,23738958,23748957,539,8.53164358,587993.62330600
WBTC-USDC,23748958,23758957,166,2.90566643,201034.44145900
WBTC-USDC,23758958,23768957,256,5.94642273,410040.29448600
WBTC-USDC,23768958,23778957,230,4.90743482,339087.95024900
WBTC-USDC,23778958,23788957,157,2.85737942,197194.48392600
WBTC-USDC,23788958,23798957,325,5.57394309,388131.32562500
WBTC-USDC,23798958,23808957,307,3.89687383,273323.73463400
WBTC-USDC,23808958,23818957,270,2.49419514,176552.77929400
WBTC-USDC,23818958,23828957,359,3.71535651,262354.00461300
WBTC-USDC,23828958,23838957,257,2.81536081,199313.14359400
WBTC-USDC,23838958,23848957,194,2.51314016,177376.86012900
WBTC-USDC,23848958,23858957,651,5.99405490,423393.91478700
WBTC-USDC,23858958,23868957,313,3.66031927,258819.44151900
WBTC-USDC,23868958,23878957,175,1.44557632,101913.56100200
WBTC-USDC,23878958,23888957,269,1.64940404,114895.32842400
WBTC-USDC,23888958,23898957,346,1.56572401,107471.16812100
WBTC-USDC,23898958,23908957,711,3.66508834,252323.29217700
WBTC-USDC,23908958,23918957,700,4.04621498,283028.18897900
WBTC-USDC,23918958,23928957,408,3.41496179,240439.27376700
WBTC-USDC,23928958,23938957,278,1.62128906,113626.05942800
WBTC-USDC,23938958,23948957,246,1.70837292,119463.42998800
WBTC-USDC,23948958,23958957,205,1.36782842,94974.92886000
WBTC-USDC,23958958,23968957,369,1.59923090,110155.94718400
WBTC-USDC,23968958,23978957,194,1.02184839,70376.68431100
WBTC-USDC,23978958,23988957,259,1.35047571,92594.86019900
WBTC-USDC,23988958,23998957,726,4.57505565,314737.89559300
WBTC-USDC,23998958,24008957,430,4.07944559,281727.83627900
WBTC-USDC,24008958,24018957,278,2.12237901,145560.33815100
WBTC-USDC,24018958,24028957,191,1.10685536,75968.15133700
WBTC-USDC,24028958,24038957,249,1.71774464,117699.45781500
WBTC-USDC,24038958,24048957,402,3.26824534,219959.75630200
WBTC-USDC,24048958,24058957,297,2.35772862,157281.97678700
WBTC-USDC,24058958,24068957,205,1.28906925,85887.07339000
WBTC-USDC,24068958,24078957,674,7.34724353,494835.71849500
WBTC-USDC,24078958,24088957,847,8.90379348,590164.80539200
WBTC-USDC,24088958,24098957,531,7.44708093,499217.19093700
WBTC-USDC,24098958,24108957,416,5.17250200,349096.42827800
WBTC-USDC,24108958,24118957,312,4.10649245,275759.98391500
WBTC-USDC,24118958,24128957,209,2.14358998,144146.91713200
WBTC-USDC,24128958,24138957,229,2.41182218,161259.24041800
WBTC-USDC,24138958,24148957,190,1.48873960,99818.78143800
WBTC-USDC,24148958,24158957,264,2.48177051,167895.94527500
WBTC-USDC,24158958,24168957,713,9.77762077,660272.15581200
WBTC-USDC,24168958,24178957,701,6.82415001,450932.25130200
WBTC-USDC,24178958,24188957,241,1.42187625,93247.17397600
WBTC-USDC,24188958,24198957,257,1.81473754,119814.10983800
WBTC-USDC,24198958,24208957,220,2.26683638,149956.16241700
WBTC-USDC,24208958,24218957,163,1.28599725,85307.19247400
WBTC-USDC,24218958,24228957,168,1.81893297,120311.52617800
WBTC-USDC,24228958,24238957,266,2.17570457,144933.88592500
WBTC-USDC,24238958,24248957,283,3.07220925,205819.02316700
WBTC-USDC,24248958,24258957,837,10.92221075,741068.45068200
WBTC-USDC,24258958,24268957,223,2.18164715,149914.38678000
WBTC-USDC,24268958,24278957,170,1.41888344,97229.51460000
WBTC-USDC,24278958,24288957,134,0.60594888,41530.86123400
WBTC-USDC,24288958,24298957,87,0.14308142,9818.06537300
WBTC-USDC,24298958,24308957,62,0.23774027,16296.14536900
WBTC-USDC,24308958,24318957,157,0.89993499,62094.28076000
WBTC-USDC,24318958,24328957,286,2.53414071,177020.83300300
WBTC-USDC,24328958,24338957,259,2.49941528,173051.69470100
WBTC-USDC,24338958,24348957,175,1.24154946,86062.09047000
WBTC-USDC,24348958,24358957,188,1.09677580,76214.63799200
WBTC-USDC,24358958,24368957,118,1.11777187,77866.43703900
WBTC-USDC,24368958,24378957,132,1.32151582,91634.13462700
WBTC-USDC,24378958,24388957,217,2.11761479,147095.07014400
WBTC-USDC,24388958,24398957,154,0.93110169,65249.88516000
WBTC-USDC,24398958,24408957,188,1.00898259,70729.42181600
WBTC-USDC,24408958,24418957,206,1.88104719,130718.49224200
WBTC-USDC,24418958,24428957,206,2.45152177,168514.95819200
WBTC-USDC,24428958,24438957,365,3.29666483,225284.09488300
WBTC-USDC,24438958,24448957,318,2.47640933,168529.34115400
WBTC-USDC,24448958,24458957,309,2.35956195,161373.27261200
WBTC-USDC,24458958,24468957,172,1.54207620,105433.63729900
WBTC-USDC,24468958,24478957,143,1.08824959,74221.15417000
WBTC-USDC,24478958,24488957,157,1.02130705,69707.77019500
WBTC-USDC,24488958,24498957,157,1.54910111,106031.34017400
WBTC-USDC,24498958,24508957,537,7.48225994,513735.56035500
WBTC-USDC,24508958,24518957,403,4.82094909,326266.97843000
WBTC-USDC,24518958,24528957,140,1.27458422,86270.20871700
WBTC-USDC,24528958,24538957,222,1.88868379,128798.17497800
WBTC-USDC,24538958,24548957,181,1.69636597,116215.63623600
WBTC-USDC,24548958,24558957,198,2.10846259,144523.00785500
WBTC-USDC,24558958,24568957,186,1.47998763,100689.12499800
WBTC-USDC,24568958,24578957,268,1.09584634,74508.98344100
WBTC-USDC,24578958,24588957,206,1.45350103,98367.56284300
WBTC-USDC,24588958,24598957,540,5.85863855,394202.09113100
WBTC-USDC,24598958,24608957,616,6.77321659,454970.19299800
WBTC-USDC,24608958,24618957,340,3.37794317,228073.43354900
WBTC-USDC,24618958,24628957,147,1.25780248,84758.05871800
WBTC-USDC,24628958,24638957,198,1.32331106,88702.90318800
WBTC-USDC,24638958,24648957,156,1.11823935,75332.17908800
WBTC-USDC,24648958,24658957,255,1.13325238,76548.93602500
WBTC-USDC,24658958,24668957,264,1.11496338,75647.70791900
WBTC-USDC,24668958,24678957,247,2.38586915,160348.63780000
WBTC-USDC,24678958,24688957,456,5.55967636,373404.48314300
WBTC-USDC,24688958,24698957,257,2.66585825,177996.25338700
WBTC-USDC,24698958,24708957,143,1.53497606,101484.30650500
WBTC-USDC,24708958,24718957,43,0.57790922,38292.04782000
WBTC-USDC,24718958,24728957,105,1.01481248,67503.16999800
WBTC-USDC,24728958,24738957,63,0.59662608,39756.45375100
WBTC-USDC,24738958,24748957,90,0.86318622,57663.09853300
WBTC-USDC,24748958,24758957,98,0.83051652,55374.20523900
WBTC-USDC,24758958,24768957,237,1.55146206,102530.35339700
WBTC-USDC,24768958,24778957,453,4.91669861,325514.52885400
WBTC-USDC,24778958,24788957,240,3.28623520,218873.55692800
WBTC-USDC,24788958,24798957,73,0.96532805,64422.08287400
WBTC-USDC,24798958,24808957,127,0.99951911,66915.45186500
WBTC-USDC,24808958,24818957,95,0.67963704,45567.38575200
WBTC-USDC,24818958,24828957,147,1.50374073,101339.50261800
WBTC-USDC,24828958,24838957,117,1.00217111,67785.99418300
WBTC-USDC,24838958,24848957,213,2.29292232,154572.32222500
WBTC-USDC,24848958,24858957,677,10.10545356,675902.14970300
WBTC-USDC,24858958,24868957,422,6.80940344,457165.43984800
WBTC-USDC,24868958,24878957,263,3.15372290,212608.34794000
WBTC-USDC,24878958,24888957,190,1.46206997,98867.40116700
WBTC-USDC,24888958,24898957,64,0.30688443,20754.49408100
WBTC-USDC,24898958,24908957,69,0.63795432,43029.73164700
WBTC-USDC,24908958,24918957,39,0.22108496,14932.87045600
WBTC-USDC,24918958,24928957,85,0.50284815,34069.73561300
WBTC-USDC,24928958,24938957,103,0.60443410,40972.03052600
WBTC-USDC,24938958,24948957,230,1.87310087,127497.67974900
WBTC-USDC,24948958,24958957,80,0.72033138,49068.61394200
WBTC-USDC,24958958,24968957,102,0.63057017,42920.45018600
WBTC-USDC,24968958,24978957,78,0.97462884,66027.04972500
WBTC-USDC,24978958,24988957,75,0.89854457,60828.90504200
WBTC-USDC,24988958,24998957,39,0.36458592,24682.90561400
WBTC-USDC,24998958,25008957,54,0.24803112,16796.41909800
WBTC-USDC,25008958,25018957,45,0.26006463,17640.38322200
WBTC-USDC,25018958,25028957,129,1.27115012,85693.03777900
WBTC-USDC,25028958,25038957,92,1.36860976,92031.34519100
WBTC-USDC,25038958,25048957,21,0.36397309,24408.17964500
WBTC-USDC,25048958,25058957,71,0.68823918,46306.24454600
WBTC-USDC,25058958,25068957,571,5.88133478,386838.73480100
WBTC-USDC,25068958,25078957,280,2.24819178,145447.91084800
WBTC-USDC,25078958,25088957,304,1.78261665,116458.83942400
WBTC-USDC,25088958,25098957,157,1.30917420,86359.50079900
WBTC-USDC,25098958,25108957,124,1.38734809,91681.93096700
WBTC-USDC,25108958,25118957,289,3.84905389,253370.01364900
WBTC-USDC,25118958,25128957,514,3.24980636,211186.92129500
WBTC-USDC,25128958,25138957,464,2.44453407,157534.99419800
WBTC-USDC,25138958,25148957,217,1.23299527,79921.55234700
WBTC-USDC,25148958,25158957,371,3.62553895,233142.42377600
WBTC-USDC,25158958,25168957,365,4.26321998,270022.10074900
WBTC-USDC,25168958,25178957,191,2.41989924,152941.71808400
WBTC-USDC,25178958,25188957,152,1.09727524,69389.42141700
WBTC-USDC,25188958,25198957,143,1.71183656,107874.93531300
WBTC-USDC,25198958,25208957,737,7.77334630,494510.82234100
WBTC-USDC,25208958,25218957,426,3.31192811,212763.94821700
WBTC-USDC,25218958,25228957,128,1.03503239,66385.76543800
WBTC-USDC,25228958,25238957,72,0.93425186,59784.35172300
WBTC-USDC,25238958,25248957,582,7.83142308,513071.34173700
WBTC-USDC,25248958,25258957,210,1.95710744,127179.95354900
WBTC-USDC,25258958,25268957,179,1.84271564,119667.93095900
WBTC-USDC,25268958,25278957,146,1.60775529,104817.11437000
WBTC-USDC,25278958,25288957,420,4.82902054,319050.10459100
WBTC-USDC,25288958,25298957,534,4.97768163,334841.25713400
WBTC-USDC,25298958,25308957,271,3.05359582,209431.20392500
WBTC-USDC,25308958,25318957,352,4.32679382,296582.55151700
WBTC-USDC,25318958,25328957,305,3.89764428,264321.79102900
WBTC-USDC,25328958,25338957,198,2.11553339,143741.35617400
WBTC-USDC,25338958,25348957,137,1.45069092,98668.26435500
WBTC-USDC,25348958,25358957,150,1.61159092,109428.68863100
WBTC-USDC,25358958,25368957,90,1.08608558,73747.66551100
WBTC-USDC,25368958,25378957,580,9.38895040,631372.12146200
WBTC-USDC,25378958,25388957,406,5.02250640,335101.10938300
WBTC-USDC,25388958,25398957,238,2.08260821,140125.35319800
WBTC-USDC,25398958,25408957,94,1.07670219,72402.47810100
WBTC-USDC,25408958,25418957,196,1.67733458,112298.64216600
WBTC-USDC,25418958,25428957,185,1.47362698,99478.00309500
WBTC-USDC,25428958,25438957,149,1.14400282,77188.34767200
WBTC-USDC,25438958,25448957,311,3.15485857,210956.42356100
WBTC-USDC,25448958,25458957,316,3.46556364,228130.46967800
WBTC-USDC,25458958,25468957,350,5.14513963,338565.96579600
WBTC-USDC,25468958,25478957,176,2.22946689,145425.50236100
WBTC-USDC,25478958,25488957,160,1.49087566,97202.81008800
WBTC-USDC,25488958,25498957,169,1.12524776,73676.89397100
WBTC-USDC,25498958,25508957,76,0.46786293,30715.04709700
WBTC-USDC,25508958,25518957,333,3.57129016,230181.60541600
WBTC-USDC,25518958,25528957,400,3.90841908,248475.53156100
WBTC-USDC,25528958,25538957,109,1.17136672,74802.27598300
WBTC-USDC,25538958,25548957,323,4.27861768,276225.45915300
WBTC-USDC,25548958,25558957,155,1.99111647,129058.70485600
WBTC-USDC,25558958,25568957,380,3.49574698,230873.20920700
WBTC-USDC,25568958,25578957,351,4.15773144,277794.30842300
WBTC-USDC,25578958,25588957,432,4.89555759,327730.55344400
WBTC-USDC,25588958,25598957,157,1.88869187,127207.45495000
WBTC-USDC,25598958,25608957,146,1.33639098,89319.84235100
WBTC-USDC,25608958,25618957,238,2.74619972,182577.55036600
WBTC-USDC,25618958,25628957,196,1.11793324,73982.94664100
WBTC-USDC,25628958,25638957,356,4.17044168,278330.21227500
WBTC-USDC,25638958,25648957,341,4.37785231,289001.64545800
WBTC-USDC,25648958,25658957,280,2.17448222,142343.95257600
WBTC-USDC,25658958,25668957,449,5.36470412,351716.59776200
WBTC-USDC,25668958,25678957,428,4.35839352,288730.18159600
WBTC-USDC,25678958,25688957,230,2.03466275,135403.21704000
WBTC-USDC,25688958,25698957,361,2.72036455,178844.09584200
WBTC-USDC,25698958,25708957,245,2.51336348,166008.66535800
WBTC-USDC,25708958,25718957,240,2.41351942,158385.82326100
WBTC-USDC,25718958,25728957,974,10.08699235,686060.69820600
WBTC-USDC,25728958,25738957,327,4.52672659,311214.57088100
WBTC-USDC,25738958,25748957,231,2.96498597,204083.83208900
WBTC-USDC,25748958,25758957,230,3.38388479,232530.71901200
WBTC-USDC,25758958,25768957,220,2.34275991,160013.16650000
WBTC-USDC,25768958,25778957,226,2.71568560,184259.07856800
WBTC-USDC,25778958,25788957,304,3.54470051,237955.58665400
WBTC-USDC,25788958,25798957,227,3.61471184,241870.59586900
WBTC-USDC,25798958,25808957,561,10.11033628,673926.02655500
WBTC-USDC,25808958,25818957,774,11.36916252,769930.56098500
WBTC-USDC,25818958,25828957,338,4.69096232,319096.74782700
WBTC-USDC,25828958,25838957,238,2.35031753,159758.92062600
WBTC-USDC,25838958,25848957,262,3.54385136,240924.73419800
WBTC-USDC,25848958,25858957,374,4.27895291,289017.21463600
WBTC-USDC,25858958,25868957,267,2.68992187,183776.85813900
WBTC-USDC,25868958,25878957,497,4.35434143,306639.26504300
WBTC-USDC,25878958,25888957,192,2.53251989,179121.62979400
WBTC-USDC,25888958,25898957,493,5.07743941,364680.37581200
WBTC-USDC,25898958,25908957,231,2.23125102,162521.41670000
WBTC-USDC,25908958,25918957,214,2.58736267,188809.75131600
WBTC-USDC,25918958,25928957,197,3.38381231,244991.25856000
WBTC-USDC,25928958,25938957,246,3.04895552,220670.04723900
WBTC-USDC,25938958,25948957,232,2.99799957,216517.15824600
WBTC-USDC,25948958,25958957,212,2.87666301,206717.63552400
WBTC-USDC,25958958,25968957,268,2.88527673,209296.38223400
WBTC-USDC,25968958,25978957,383,4.72727155,341480.44721800
WBTC-USDC,25978958,25988957,550,7.95504188,567641.29528400
WBTC-USDC,25988958,25998957,233,3.56376390,251954.44131700
WBTC-USDC,25998958,26008957,145,1.93365762,137144.97054900
WBTC-USDC,26008958,26018957,162,1.82471208,128825.27293700
WBTC-USDC,26018958,26028957,145,1.45380205,102971.84079200
WBTC-USDC,26028958,26038957,186,2.43310087,170862.64080200
WBTC-USDC,26038958,26048957,200,1.64706000,116017.44246600
WBTC-USDC,26048958,26058957,215,1.77466346,124028.40066800
WBTC-USDC,26058958,26068957,552,7.96794496,548672.52693100
WBTC-USDC,26068958,26078957,235,3.79740062,258907.71399500
WBTC-USDC,26078958,26088957,134,1.44225582,98009.07509100
WBTC-USDC,26088958,26098957,118,0.61891504,42038.56166700
WBTC-USDC,26098958,26108957,53,0.51782586,35199.94084800
WBTC-USDC,26108958,26118957,80,0.68035507,46213.40268200
WBTC-USDC,26118958,26128957,80,0.65695501,44395.93937800
WBTC-USDC,26128958,26138957,45,0.42949631,29081.05439800
WBTC-USDC,26138958,26148957,64,0.61077279,41414.13623000
WBTC-USDC,26148958,26158957,69,0.74069645,50102.85907500
WBTC-USDC,26158958,26168957,82,0.68990137,46483.51421800
WBTC-USDC,26168958,26178957,137,0.68507579,45960.48261800
WBTC-USDC,26178958,26188957,47,0.59461046,39897.10753500
WBTC-USDC,26188958,26198957,88,0.98861040,66239.22496000
WBTC-USDC,26198958,26208957,56,0.82920673,55389.53060700
WBTC-USDC,26208958,26218957,98,0.75792774,50971.73898800
WBTC-USDC,26218958,26228957,226,3.17446465,214262.46307800
WBTC-USDC,26228958,26238957,247,2.75195068,184136.32426400
WBTC-USDC,26238958,26248957,137,1.14029508,76241.86635700
WBTC-USDC,26248958,26258957,154,1.83444143,122669.42467600
WBTC-USDC,26258958,26268957,420,3.99352528,264334.58074800
WBTC-USDC,26268958,26278957,335,4.47584476,296020.30620900
WBTC-USDC,26278958,26288957,318,3.74254568,250077.94899700
WBTC-USDC,26288958,26298957,276,3.17538943,213471.42906000
WBTC-USDC,26298958,26308957,332,2.94628929,199145.29202700
WBTC-USDC,26308958,26318957,252,2.38775994,161510.64073900
WBTC-USDC,26318958,26328957,315,4.84948755,332876.93269300
WBTC-USDC,26328958,26338957,232,3.25347944,222767.36997900
WBTC-USDC,26338958,26348957,257,3.09755099,212678.67617700
WBTC-USDC,26348958,26358957,182,1.15183831,78938.72473700
WBTC-USDC,26358958,26368957,178,2.20474775,152310.80032200
WBTC-USDC,26368958,26378957,145,1.65771455,115309.43514900
WBTC-USDC,26378958,26388957,126,1.53045126,106956.75338500
WBTC-USDC,26388958,26398957,242,1.34444396,94788.16605900
WBTC-USDC,26398958,26408957,203,3.18940793,222862.36471600
WBTC-USDC,26408958,26418957,370,4.51045233,317899.00592200
WBTC-USDC,26418958,26428957,372,6.28805415,440619.41994600
WBTC-USDC,26428958,26438957,197,2.10592191,146504.33242100
WBTC-USDC,26438958,26448957,175,1.67211287,116324.12898100
WBTC-USDC,26448958,26458957,193,2.12273583,147575.08975200
WBTC-USDC,26458958,26468957,301,4.29722092,298690.02628000
WBTC-USDC,26468958,26478957,151,1.45659440,101094.69418600
WBTC-USDC,26478958,26488957,166,1.67889095,116154.23399000
WBTC-USDC,26488958,26498957,692,12.93835700,904433.36976300
WBTC-USDC,26498958,26508957,429,7.35730312,515451.44749200
WBTC-USDC,26508958,26518957,202,1.79886629,126431.80633600
WBTC-USDC,26518958,26528957,195,1.68664708,118512.68260600
WBTC-USDC,26528958,26538957,136,1.55031986,108302.08471900
WBTC-USDC,26538958,26548957,137,1.45288816,100586.42420300
WBTC-USDC,26548958,26558957,110,1.24400806,86123.41503300
WBTC-USDC,26558958,26568957,205,1.96004775,136504.06229600
WBTC-USDC,26568958,26578957,211,1.67123532,117126.69183000
WBTC-USDC,26578958,26588957,548,7.59355108,529712.71273100
WBTC-USDC,26588958,26598957,303,2.87707000,201161.76939900
WBTC-USDC,26598958,26608957,290,2.05271562,143530.32344900
WBTC-USDC,26608958,26618957,445,2.70944484,190792.23121200
WBTC-USDC,26618958,26628957,260,2.08076762,148164.86357500
WBTC-USDC,26628958,26638957,163,1.36691323,97095.13819900
WBTC-USDC,26638958,26648957,225,1.47684423,105295.32374000
WBTC-USDC,26648958,26658957,173,1.12919941,81034.19684600
WBTC-USDC,26658958,26668957,243,1.94771168,141466.98997200
WBTC-USDC,26668958,26678957,456,4.80664212,345878.88758300
WBTC-USDC,26678958,26688957,285,3.00877266,213599.17857800
WBTC-USDC,26688958,26698957,131,1.48239480,104992.84192800
WBTC-USDC,26698958,26708957,156,0.89247502,62946.00034400
WBTC-USDC,26708958,26718957,88,1.11421931,78626.64370800
WBTC-USDC,26718958,26728957,97,1.01813733,71806.62541800
WBTC-USDC,26728958,26738957,80,0.84862432,59674.93061500
WBTC-USDC,26738958,26748957,87,0.53001547,37264.66480800
WBTC-USDC,26748958,26758957,132,0.55735033,39277.39182100
WBTC-USDC,26758958,26768957,110,0.28480541,20024.52390100
WBTC-USDC,26768958,26778957,81,0.13870919,9771.20599400
WBTC-USDC,26778958,26788957,136,0.45079487,31830.94978400
WBTC-USDC,26788958,26798957,91,0.89459282,63344.04814700
WBTC-USDC,26798958,26808957,51,0.61205271,43515.30248600
WBTC-USDC,26808958,26818957,78,0.43281726,30835.11496000
WBTC-USDC,26818958,26828957,95,0.38157987,27240.60032700
WBTC-USDC,26828958,26838957,147,0.78794645,56145.16735300
WBTC-USDC,26838958,26848957,134,0.68393814,48673.57157500
WBTC-USDC,26848958,26858957,138,0.75443487,53788.17017000
WBTC-USDC,26858958,26868957,205,1.15470025,82512.08385300
WBTC-USDC,26868958,26878957,307,3.15525975,228069.69212200
WBTC-USDC,26878958,26888957,139,1.23220538,89043.31319500
WBTC-USDC,26888958,26898957,273,2.92062498,214385.40879100
WBTC-USDC,26898958,26908957,202,1.89130906,138416.44810700
WBTC-USDC,26908958,26918957,168,0.89149517,65171.42237600
WBTC-USDC,26918958,26928957,291,2.93272928,215832.40703200
WBTC-USDC,26928958,26938957,338,3.19629617,233917.32602000
WBTC-USDC,26938958,26948957,205,1.69444536,124780.69894000
WBTC-USDC,26948958,26958957,212,1.66754495,123478.72784200
WBTC-USDC,26958958,26968957,196,2.23197141,166625.51163700
WBTC-USDC,26968958,26978957,162,1.89441772,141235.60685200
WBTC-USDC,26978958,26988957,118,1.85115723,136691.45540500
WBTC-USDC,26988958,26998957,165,1.50353584,111111.30254500
WBTC-USDC,26998958,27008957,187,2.02420257,148824.92165100
WBTC-USDC,27008958,27018957,361,4.16086596,306134.17463100
WBTC-USDC,27018958,27028957,206,2.08196448,153627.90633600
WBTC-USDC,27028958,27038957,120,1.15421945,85699.69121000
WBTC-USDC,27038958,27048957,255,1.18085630,87409.22267200
WBTC-USDC,27048958,27058957,119,0.99487759,73263.08448900
WBTC-USDC,27058958,27068957,91,0.71350940,52796.35567100
WBTC-USDC,27068958,27078957,57,0.77879940,57326.97303400
WBTC-USDC,27078958,27088957,63,0.47752312,35205.37429700
WBTC-USDC,27088958,27098957,423,5.50680051,399305.56596800
WBTC-USDC,27098958,27108957,513,5.02103159,359435.86388200
WBTC-USDC,27108958,27118957,273,3.38551861,241730.78771800
WBTC-USDC,27118958,27128957,222,1.49762624,106277.25675300
WBTC-USDC,27128958,27138957,113,0.53584034,38103.87668800
WBTC-USDC,27138958,27148957,117,0.88214587,62826.40199400
WBTC-USDC,27148958,27158957,121,0.64284430,45540.04285500
WBTC-USDC,27158958,27168957,339,1.87591782,131607.53844400
WBTC-USDC,27168958,27178957,110,0.76501072,53858.34495500
WBTC-USDC,27178958,27188957,350,2.81254570,195958.16786200
WBTC-USDC,27188958,27198957,354,2.91218548,202459.45801100
WBTC-USDC,27198958,27208957,218,2.21104174,155153.90055500
WBTC-USDC,27208958,27218957,143,0.89194051,62831.63936000
WBTC-USDC,27218958,27228957,96,1.09706412,77017.73495400
WBTC-USDC,27228958,27238957,292,1.50887256,106466.26964500
WBTC-USDC,27238958,27248957,303,1.68107963,118608.74163200
WBTC-USDC,27248958,27258957,361,1.93461873,136891.80147000
WBTC-USDC,27258958,27268957,361,2.11248121,148954.81583700
WBTC-USDC,27268958,27278957,516,4.54814152,318688.58021000
WBTC-USDC,27278958,27288957,193,2.01528090,140871.67199600
WBTC-USDC,27288958,27298957,316,2.63861165,184718.40967100
WBTC-USDC,27298958,27308957,316,1.46835375,103690.56749100
WBTC-USDC,27308958,27318957,224,0.84458866,59637.96212000
WBTC-USDC,27318958,27328957,111,0.38501679,27224.21494100
WBTC-USDC,27328958,27338957,94,0.30083428,21261.50101400
WBTC-USDC,27338958,27348957,150,0.47645652,33638.65597100
WBTC-USDC,27348958,27358957,35,0.07563362,5343.42799500
WBTC-USDC,27358958,27368957,247,1.21609235,85906.30340100
WBTC-USDC,27368958,27378957,53,0.38001091,26728.61730500
WBTC-USDC,27378958,27388957,21,0.19723701,13880.36690800
WBTC-USDC,27388958,27398957,448,2.99175052,206808.31118200
WBTC-USDC,27398958,27408957,137,1.08635349,75224.03680300
WBTC-USDC,27408958,27418957,28,0.25901051,17970.86155300
WBTC-USDC,27418958,27428957,111,0.97754284,67360.33081100
WBTC-USDC,27428958,27438957,156,0.62210654,42707.52581400
WBTC-USDC,27438958,27448957,109,1.34984902,92850.38202800
WBTC-USDC,27448958,27458957,70,0.84192535,58047.77608600
WBTC-USDC,27458958,27468957,130,0.92122383,63168.05834800
WBTC-USDC,27468958,27478957,316,3.86555704,262886.02382500
WBTC-USDC,27478958,27488957,214,3.37523550,229407.25128900
WBTC-USDC,27488958,27498957,156,1.24808460,85241.65028000
WBTC-USDC,27498958,27508957,401,3.19478655,218218.94749600
WBTC-USDC,27508958,27518957,424,3.39085690,231967.25056000
WBTC-USDC,27518958,27522192,347,4.23356824,296847.76520600
USDC-ETH,23693484,23703483,1790,1175464.82411100,562.97928671
USDC-ETH,23703484,23713483,2778,2333072.00253700,1150.82171852
USDC-ETH,23713484,23723483,1610,1066053.16626300,528.94235709
USDC-ETH,23723484,23733483,2159,1538510.88081500,753.02813356
USDC-ETH,23733484,23743483,4017,8553737.42711300,4161.95826023
USDC-ETH,23743484,23753483,1115,592238.57801500,284.13179511
USDC-ETH,23753484,23763483,550,330662.89594100,157.90772409
USDC-ETH,23763484,23773483,707,415210.12781200,199.24933501
USDC-ETH,23773484,23783483,902,437869.47264300,210.06189134
USDC-ETH,23783484,23793483,718,329699.96523400,158.59831639
USDC-ETH,23793484,23803483,1268,577149.04653300,275.19613886
USDC-ETH,23803484,23813483,1192,434171.25946100,205.19315327
USDC-ETH,23813484,23823483,863,464912.00321400,219.66695643
USDC-ETH,23823484,23833483,1116,546032.73581000,260.53103451
USDC-ETH,23833484,23843483,638,261242.86454700,123.69626696
USDC-ETH,23843484,23853483,1527,1023601.66985400,487.12219648
USDC-ETH,23853484,23863483,1484,868483.25386200,418.05474609
USDC-ETH,23863484,23873483,857,407277.78888800,194.83123987
USDC-ETH,23873484,23883483,1080,553473.61417700,267.69912036
USDC-ETH,23883484,23893483,1048,545863.85010300,268.32437692
USDC-ETH,23893484,23903483,1067,487215.83988900,239.86901004
USDC-ETH,23903484,23913483,2845,1766319.56419100,860.65849981
USDC-ETH,23913484,23923483,1821,1049704.38817300,496.40811251
USDC-ETH,23923484,23933483,1384,760081.99949500,358.95859038
USDC-ETH,23933484,23943483,938,491346.53511300,233.17444793
USDC-ETH,23943484,23953483,1114,676163.08849900,323.15936926
USDC-ETH,23953484,23963483,1077,577888.81747800,282.43040532
USDC-ETH,23963484,23973483,1033,520771.38567900,259.04756941
USDC-ETH,23973484,23983483,810,297913.45300700,148.06118963
USDC-ETH,23983484,23993483,1675,957668.90987500,475.70606912
USDC-ETH,23993484,24003483,1889,918477.64067100,453.47600085
USDC-ETH,24003484,24013483,1335,633721.50864700,314.81878191
USDC-ETH,24013484,24023483,783,333131.90357100,165.74497014
USDC-ETH,24023484,24033483,637,221904.26065800,109.71875286
USDC-ETH,24033484,24043483,1294,627309.56245000,314.55431533
USDC-ETH,24043484,24053483,1323,607760.86878000,310.70893407
USDC-ETH,24053484,24063483,1058,405045.59163600,208.24886805
USDC-ETH,24063484,24073483,1012,386912.61253200,198.47256136
