block,sqrtPriceX96,tick,price
21356958,,68069,90377.40
21358958,,68069,90378.24
21360958,,68075,90437.72
21362958,,68076,90444.03
21364958,,68080,90483.85
21366958,,68082,90497.64
21368958,,68082,90498.54
21370958,,68075,90437.26
21372958,,68075,90437.26
21374958,,68075,90437.34
21376958,,68075,90437.34
21378958,,68076,90440.47
21380958,,68091,90575.28
21382958,,68091,90575.57
21384958,,68091,90575.57
21386958,,68091,90575.57
21388958,,68091,90575.58
21390958,,68093,90593.71
21392958,,68102,90676.54
21394958,,68102,90682.77
21396958,,68102,90682.77
21398958,,68102,90682.77
21400958,,68123,90869.26
21402958,,68111,90759.70
21404958,,68100,90662.80
21406958,,68127,90906.56
21408958,,68124,90876.78
21410958,,68115,90792.74
21412958,,68114,90790.99
21414958,,68107,90724.39
21416958,,68110,90747.14
21418958,,68084,90516.65
21420958,,68071,90395.80
21422958,,68083,90504.30
21424958,,68083,90504.32
21426958,,68076,90443.59
21428958,,68084,90516.60
21430958,,68103,90690.18
21432958,,68103,90690.24
21434958,,68120,90845.56
21436958,,68150,91111.64
21438958,,68134,90971.36
21440958,,68161,91214.87
21442958,,68196,91538.91
21444958,,68251,92039.81
21446958,,68219,91743.72
21448958,,68214,91702.81
21450958,,68233,91876.49
21452958,,68233,91878.23
21454958,,68226,91813.21
21456958,,68215,91711.84
21458958,,68207,91635.29
21460958,,68189,91470.68
21462958,,68164,91243.86
21464958,,68061,90306.97
21466958,,68101,90669.32
21468958,,68094,90605.92
21470958,,68074,90428.72
21472958,,68062,90318.42
21474958,,68091,90575.55
21476958,,68084,90517.49
21478958,,68089,90562.91
21480958,,68081,90487.89
21482958,,68082,90494.24
21484958,,68054,90242.82
21486958,,68106,90719.60
21488958,,68140,91024.60
21490958,,68192,91499.73
21492958,,68230,91847.81
21494958,,68234,91883.37
21496958,,68147,91087.03
21498958,,68187,91455.91
21500958,,68182,91409.44
21502958,,68187,91448.58
21504958,,68193,91505.08
21506958,,68199,91559.81
21508958,,68167,91268.11
21510958,,68161,91218.56
21512958,,68142,91040.50
21514958,,68152,91134.07
21516958,,68136,90990.67
21518958,,68143,91052.97
21520958,,68155,91160.03
21522958,,68156,91167.67
21524958,,68156,91167.70
21526958,,68137,90993.30
21528958,,68151,91128.80
21530958,,68142,91044.94
21532958,,68161,91219.45
21534958,,68162,91220.58
21536958,,68164,91242.70
21538958,,68229,91837.74
21540958,,68227,91816.30
21542958,,68228,91824.81
21544958,,68237,91909.87
21546958,,68229,91841.97
21548958,,68225,91803.01
21550958,,68231,91856.93
21552958,,68254,92068.16
21554958,,68234,91879.89
21556958,,68238,91921.77
21558958,,68229,91842.16
21560958,,68234,91879.90
21562958,,68229,91842.20
21564958,,68228,91826.94
21566958,,68225,91800.28
21568958,,68240,91943.07
21570958,,68225,91803.19
21572958,,68286,92362.47
21574958,,68257,92097.52
21576958,,68346,92921.88
21578958,,68340,92860.49
21580958,,68365,93093.16
21582958,,68355,93005.69
21584958,,68365,93096.58
21586958,,68381,93247.63
21588958,,68384,93270.16
21590958,,68422,93630.95
21592958,,68451,93900.34
21594958,,68457,93951.27
21596958,,68464,94020.02
21598958,,68446,93851.99
21600958,,68559,94918.55
21602958,,68597,95276.02
21604958,,68558,94913.49
21606958,,68579,95111.86
21608958,,68565,94980.30
21610958,,68573,95053.17
21612958,,68558,94913.37
21614958,,68574,95061.26
21616958,,68570,95019.09
21618958,,68577,95092.80
21620958,,68584,95157.61
21622958,,68580,95113.80
21624958,,68564,94962.54
21626958,,68550,94833.84
21628958,,68523,94581.42
21630958,,68522,94572.59
21632958,,68537,94706.00
21634958,,68551,94841.78
21636958,,68551,94846.87
21638958,,68540,94741.94
21640958,,68548,94814.62
21642958,,68551,94842.26
21644958,,68545,94783.25
21646958,,68529,94638.34
21648958,,68533,94673.69
21650958,,68543,94766.23
21652958,,68543,94768.53
21654958,,68550,94829.40
21656958,,68568,95000.81
21658958,,68618,95480.09
21660958,,68697,96236.81
21662958,,68683,96100.81
21664958,,68751,96762.58
21666958,,68760,96847.55
21668958,,68783,97065.98
21670958,,68732,96575.12
21672958,,68697,96235.75
21674958,,68709,96351.92
21676958,,68767,96916.41
21678958,,68783,97068.07
21680958,,68779,97025.62
21682958,,68773,96975.82
21684958,,68766,96902.27
21686958,,68762,96866.64
21688958,,68735,96607.48
21690958,,68739,96643.15
21692958,,68729,96546.72
21694958,,68702,96288.55
21696958,,68706,96327.10
21698958,,68688,96151.56
21700958,,68688,96152.81
21702958,,68649,95773.31
21704958,,68642,95712.77
21706958,,68632,95610.76
21708958,,68659,95874.75
21710958,,68672,95997.90
21712958,,68668,95962.28
21714958,,68676,96034.29
21716958,,68658,95867.93
21718958,,68673,96009.76
21720958,,68696,96232.59
21722958,,68681,96083.37
21724958,,68696,96229.86
21726958,,68710,96365.00
21728958,,68732,96572.84
21730958,,68721,96466.64
21732958,,68717,96432.11
21734958,,68710,96362.65
21736958,,68707,96330.26
21738958,,68720,96457.86
21740958,,68728,96536.28
21742958,,68729,96544.00
21744958,,68696,96230.82
21746958,,68647,95758.96
21748958,,68619,95490.05
21750958,,68683,96101.22
21752958,,68708,96339.10
21754958,,68703,96297.02
21756958,,68707,96332.45
21758958,,68661,95889.01
21760958,,68612,95421.26
21762958,,68589,95208.51
21764958,,68598,95286.85
21766958,,68574,95065.38
21768958,,68576,95080.35
21770958,,68597,95277.49
21772958,,68597,95279.80
21774958,,68609,95396.70
21776958,,68604,95348.95
21778958,,68609,95398.65
21780958,,68615,95450.08
21782958,,68606,95362.60
21784958,,68615,95455.86
21786958,,68594,95250.89
21788958,,68595,95263.27
21790958,,68599,95298.46
21792958,,68590,95212.52
21794958,,68600,95305.81
21796958,,68583,95150.37
21798958,,68577,95093.68
21800958,,68616,95458.45
21802958,,68613,95432.31
21804958,,68615,95454.25
21806958,,68606,95362.24
21808958,,68617,95467.90
21810958,,68621,95511.32
21812958,,68617,95471.04
21814958,,68617,95471.14
21816958,,68602,95323.45
21818958,,68589,95201.64
21820958,,68592,95228.66
21822958,,68591,95226.58
21824958,,68598,95290.52
21826958,,68600,95307.77
21828958,,68594,95254.36
21830958,,68602,95331.68
21832958,,68571,95029.56
21834958,,68508,94435.50
21836958,,68525,94593.83
21838958,,68534,94684.02
21840958,,68526,94610.00
21842958,,68537,94710.61
21844958,,68555,94885.61
21846958,,68549,94824.07
21848958,,68539,94728.59
21850958,,68553,94857.18
21852958,,68555,94879.46
21854958,,68596,95266.52
21856958,,68592,95235.29
21858958,,68580,95120.50
21860958,,68582,95135.92
21862958,,68587,95188.52
21864958,,68591,95224.15
21866958,,68591,95226.16
21868958,,68586,95173.37
21870958,,68586,95177.69
21872958,,68584,95161.13
21874958,,68577,95087.50
21876958,,68577,95087.48
21878958,,68577,95087.48
21880958,,68577,95086.92
21882958,,68577,95086.92
21884958,,68577,95086.93
21886958,,68577,95086.93
21888958,,68573,95049.99
21890958,,68569,95012.89
21892958,,68568,95003.17
21894958,,68565,94972.67
21896958,,68568,95004.57
21898958,,68568,95006.96
21900958,,68576,95076.22
21902958,,68576,95076.22
21904958,,68572,95040.66
21906958,,68571,95033.86
21908958,,68577,95087.06
21910958,,68578,95099.56
21912958,,68579,95108.85
21914958,,68583,95144.35
21916958,,68585,95166.20
21918958,,68589,95202.77
21920958,,68602,95330.79
21922958,,68605,95355.99
21924958,,68592,95237.00
21926958,,68584,95154.53
21928958,,68592,95231.10
21930958,,68591,95219.20
21932958,,68591,95219.20
21934958,,68588,95198.99
21936958,,68588,95198.99
21938958,,68588,95192.79
21940958,,68590,95208.95
21942958,,68590,95215.87
21944958,,68590,95215.73
21946958,,68571,95028.20
21948958,,68575,95068.65
21950958,,68575,95068.65
21952958,,68575,95068.65
21954958,,68573,95051.96
21956958,,68558,94912.26
21958958,,68558,94912.27
21960958,,68556,94885.73
21962958,,68555,94884.46
21964958,,68566,94984.77
21966958,,68566,94984.89
21968958,,68562,94944.44
21970958,,68562,94944.32
21972958,,68566,94984.75
21974958,,68566,94983.90
21976958,,68566,94984.26
21978958,,68562,94948.97
21980958,,68562,94948.97
21982958,,68566,94984.27
21984958,,68560,94931.17
21986958,,68566,94982.41
21988958,,68564,94962.00
21990958,,68564,94965.20
21992958,,68564,94965.89
21994958,,68564,94965.89
21996958,,68564,94965.89
21998958,,68565,94973.82
22000958,,68569,95017.47
22002958,,68583,95151.39
22004958,,68570,95025.97
22006958,,68556,94893.09
22008958,,68559,94914.47
22010958,,68564,94969.80
22012958,,68564,94969.90
22014958,,68575,95069.33
22016958,,68575,95071.68
22018958,,68595,95258.19
22020958,,68603,95340.49
22022958,,68602,95327.30
22024958,,68592,95232.51
22026958,,68589,95205.12
22028958,,68589,95205.12
22030958,,68593,95243.16
22032958,,68597,95280.94
22034958,,68560,94929.89
22036958,,68514,94496.30
22038958,,68284,92342.24
22040958,,68324,92717.70
22042958,,68314,92624.07
22044958,,68277,92283.65
22046958,,68292,92418.14
22048958,,68298,92473.49
22050958,,68300,92493.37
22052958,,68312,92606.34
22054958,,68312,92606.35
22056958,,68311,92595.90
22058958,,68308,92563.42
22060958,,68294,92434.00
22062958,,68301,92503.42
22064958,,68299,92483.86
22066958,,68315,92631.99
22068958,,68346,92916.20
22070958,,68361,93060.88
22072958,,68349,92946.00
22074958,,68348,92937.04
22076958,,68348,92938.57
22078958,,68352,92977.27
22080958,,68363,93073.02
22082958,,68349,92945.71
22084958,,68354,92993.54
22086958,,68343,92890.26
22088958,,68332,92783.95
22090958,,68319,92670.99
22092958,,68338,92843.31
22094958,,68339,92855.11
22096958,,68347,92926.98
22098958,,68370,93138.54
22100958,,68370,93138.58
22102958,,68365,93093.43
22104958,,68343,92890.91
22106958,,68351,92968.96
22108958,,68354,92989.03
22110958,,68358,93034.33
22112958,,68362,93066.86
22114958,,68354,92992.41
22116958,,68353,92987.46
22118958,,68343,92893.79
22120958,,68310,92582.18
22122958,,68312,92601.56
22124958,,68321,92690.19
22126958,,68307,92555.83
22128958,,68313,92610.29
22130958,,68318,92663.19
22132958,,68286,92361.70
22134958,,68301,92500.58
22136958,,68285,92355.25
22138958,,68288,92383.30
22140958,,68281,92318.66
22142958,,68210,91662.95
22144958,,68194,91514.60
22146958,,68181,91396.44
22148958,,68128,90919.10
22150958,,68131,90945.11
22152958,,68157,91179.81
22154958,,68151,91126.39
22156958,,68134,90970.07
22158958,,68127,90910.27
22160958,,68137,90997.92
22162958,,68151,91120.69
22164958,,68171,91307.60
22166958,,68163,91232.66
22168958,,68143,91049.23
22170958,,68156,91165.84
22172958,,68127,90903.28
22174958,,68135,90974.47
22176958,,68131,90944.14
22178958,,68027,90000.99
22180958,,68086,90530.22
22182958,,68112,90766.31
22184958,,68034,90065.40
22186958,,68061,90307.41
22188958,,67993,89692.31
22190958,,67997,89732.87
22192958,,67978,89564.73
22194958,,67963,89423.09
22196958,,67970,89487.43
22198958,,67984,89619.64
22200958,,67999,89753.36
22202958,,67973,89516.71
22204958,,67978,89559.46
22206958,,67852,88441.38
22208958,,67823,88185.45
22210958,,67858,88490.70
22212958,,67881,88698.48
22214958,,67901,88870.28
22216958,,67915,89001.48
22218958,,67936,89183.07
22220958,,67921,89055.25
22222958,,67932,89154.05
22224958,,67955,89359.13
22226958,,67957,89374.80
22228958,,67957,89377.88
22230958,,67974,89525.28
22232958,,67999,89746.39
22234958,,67978,89562.47
22236958,,67967,89466.15
22238958,,67932,89150.38
22240958,,67945,89262.83
22242958,,67922,89060.18
22244958,,67952,89325.01
22246958,,67927,89110.09
22248958,,67939,89216.68
22250958,,67929,89122.98
22252958,,67939,89210.01
22254958,,67840,88333.76
22256958,,67859,88502.96
22258958,,67890,88779.27
22260958,,67883,88714.53
22262958,,67951,89319.81
22264958,,67985,89623.54
22266958,,68018,89919.34
22268958,,67999,89752.51
22270958,,67846,88390.81
22272958,,67728,87346.22
22274958,,67783,87832.44
22276958,,67796,87944.42
22278958,,67847,88396.71
22280958,,67955,89351.42
22282958,,68004,89794.03
22284958,,67985,89625.25
22286958,,68006,89808.76
22288958,,68014,89881.67
22290958,,68021,89947.61
22292958,,68001,89767.65
22294958,,67999,89749.63
22296958,,67945,89265.06
22298958,,67979,89566.50
22300958,,67991,89677.32
22302958,,68004,89792.18
22304958,,68010,89848.30
22306958,,68011,89857.11
22308958,,68010,89846.20
22310958,,67981,89592.71
22312958,,67991,89676.88
22314958,,68001,89766.63
22316958,,68001,89766.63
22318958,,68000,89756.50
22320958,,68004,89791.64
22322958,,68009,89835.50
22324958,,67991,89675.24
22326958,,67977,89548.98
22328958,,67980,89578.65
22330958,,67998,89737.91
22332958,,68003,89781.60
22334958,,68001,89771.81
22336958,,68005,89803.54
22338958,,67996,89718.99
22340958,,68001,89767.71
22342958,,67998,89737.50
22344958,,67998,89737.46
22346958,,67961,89410.05
22348958,,67949,89300.82
22350958,,67921,89050.86
22352958,,67859,88499.86
22354958,,67900,88865.09
22356958,,67873,88625.88
22358958,,67920,89047.27
22360958,,67906,88923.02
22362958,,67938,89201.88
22364958,,67954,89342.70
22366958,,67922,89065.29
22368958,,67959,89393.16
22370958,,67954,89346.26
22372958,,67943,89247.14
22374958,,67948,89290.33
22376958,,67916,89006.77
22378958,,67915,88996.31
22380958,,67915,88999.84
22382958,,67937,89194.02
22384958,,67943,89245.61
22386958,,67942,89236.63
22388958,,67950,89309.39
22390958,,67971,89498.03
22392958,,67969,89479.52
22394958,,67959,89394.39
22396958,,67968,89470.94
22398958,,67979,89574.64
22400958,,67987,89645.90
22402958,,67979,89568.08
22404958,,67952,89325.86
22406958,,67941,89226.94
22408958,,67945,89266.05
22410958,,67950,89314.24
22412958,,67948,89292.70
22414958,,67913,88980.89
22416958,,67905,88905.75
22418958,,67886,88738.62
22420958,,67890,88780.04
22422958,,67890,88781.18
22424958,,67905,88905.88
22426958,,67906,88920.23
22428958,,67903,88894.85
22430958,,67917,89018.98
22432958,,67916,89011.17
22434958,,67924,89079.80
22436958,,67864,88544.33
22438958,,67906,88916.43
22440958,,67954,89344.78
22442958,,67948,89292.31
22444958,,68003,89787.09
22446958,,68083,90508.20
22448958,,68086,90531.94
22450958,,68076,90446.88
22452958,,68003,89783.36
22454958,,67972,89505.95
22456958,,67994,89705.02
22458958,,67936,89189.02
22460958,,67952,89324.52
22462958,,67930,89131.90
22464958,,67956,89367.25
22466958,,67950,89307.89
22468958,,67948,89293.67
22470958,,67948,89296.78
22472958,,67941,89233.28
22474958,,67943,89246.66
22476958,,67943,89245.53
22478958,,67951,89319.21
22480958,,67955,89357.04
22482958,,67973,89512.51
22484958,,67970,89492.89
22486958,,67970,89488.28
22488958,,67972,89507.16
22490958,,67972,89507.16
22492958,,67961,89407.31
22494958,,67960,89401.67
22496958,,67957,89371.86
22498958,,67958,89382.07
22500958,,67958,89379.90
22502958,,67958,89379.90
22504958,,67958,89378.60
22506958,,67958,89378.60
22508958,,67958,89378.60
22510958,,67958,89378.60
22512958,,67958,89378.40
22514958,,67958,89378.75
22516958,,67952,89325.98
22518958,,67952,89325.65
22520958,,67937,89192.21
22522958,,67945,89262.82
22524958,,67944,89257.39
22526958,,67937,89194.00
22528958,,67925,89090.85
22530958,,67928,89113.94
22532958,,67933,89155.54
22534958,,67933,89155.54
22536958,,67938,89199.94
22538958,,67936,89183.85
22540958,,67936,89183.68
22542958,,67936,89189.71
22544958,,67936,89189.40
22546958,,67936,89183.37
22548958,,67941,89232.59
22550958,,67943,89251.36
22552958,,67943,89251.35
22554958,,67941,89231.74
22556958,,67933,89158.35
22558958,,67925,89090.79
22560958,,67927,89104.10
22562958,,67919,89034.12
22564958,,67920,89041.54
22566958,,67920,89041.54
22568958,,67909,88948.79
22570958,,67898,88848.82
22572958,,67900,88863.07
22574958,,67902,88884.71
22576958,,67893,88799.44
22578958,,67883,88715.44
22580958,,67886,88737.05
22582958,,67877,88661.58
22584958,,67875,88639.83
22586958,,67875,88639.83
22588958,,67829,88234.30
22590958,,67836,88296.42
22592958,,67836,88302.41
22594958,,67854,88459.44
22596958,,67858,88489.98
22598958,,67859,88498.77
22600958,,67856,88471.11
22602958,,67868,88578.07
22604958,,67869,88589.11
22606958,,67881,88693.18
22608958,,67866,88562.80
22610958,,67860,88511.30
22612958,,67861,88519.70
22614958,,67783,87828.66
22616958,,67774,87756.05
22618958,,67781,87813.84
22620958,,67777,87775.66
22622958,,67736,87424.06
22624958,,67724,87317.45
22626958,,67622,86431.84
22628958,,67627,86473.96
22630958,,67593,86183.16
22632958,,67649,86667.19
22634958,,67623,86437.05
22636958,,67592,86174.71
22638958,,67594,86188.14
22640958,,67617,86383.21
22642958,,67621,86421.27
22644958,,67641,86595.04
22646958,,67679,86920.44
22648958,,67722,87296.09
22650958,,67706,87162.32
22652958,,67728,87347.06
22654958,,67716,87245.10
22656958,,67677,86904.20
22658958,,67734,87401.38
22660958,,67741,87459.79
22662958,,67741,87463.36
22664958,,67744,87487.69
22666958,,67754,87573.71
22668958,,67757,87601.88
22670958,,67755,87584.49
22672958,,67763,87660.08
22674958,,67769,87706.95
22676958,,67742,87476.86
22678958,,67731,87374.18
22680958,,67750,87541.74
22682958,,67750,87541.82
22684958,,67747,87516.96
22686958,,67752,87556.45
22688958,,67743,87481.67
22690958,,67750,87538.28
22692958,,67759,87620.16
22694958,,67734,87399.65
22696958,,67778,87790.23
22698958,,67798,87960.79
22700958,,67704,87137.58
22702958,,67723,87308.16
22704958,,67715,87237.03
22706958,,67714,87226.93
22708958,,67758,87613.94
22710958,,67780,87801.80
22712958,,67785,87848.02
22714958,,67766,87681.44
22716958,,67751,87551.57
22718958,,67734,87401.20
22720958,,67778,87786.99
22722958,,67777,87779.74
22724958,,67785,87852.20
22726958,,67786,87854.01
22728958,,67814,88106.73
22730958,,67810,88068.14
22732958,,67799,87970.82
22734958,,67815,88109.87
22736958,,67822,88177.21
22738958,,67825,88199.68
22740958,,67835,88290.78
22742958,,67836,88298.26
22744958,,67837,88310.63
22746958,,67826,88214.25
22748958,,67811,88078.24
22750958,,67814,88104.23
22752958,,67802,87995.07
22754958,,67808,88048.75
22756958,,67814,88106.12
22758958,,67802,88001.65
22760958,,67789,87882.11
22762958,,67779,87798.18
22764958,,67773,87748.06
22766958,,67768,87699.23
22768958,,67755,87590.67
22770958,,67765,87671.38
22772958,,67772,87738.43
22774958,,67776,87774.63
22776958,,67769,87708.54
22778958,,67767,87687.66
22780958,,67798,87965.80
22782958,,67750,87540.10
22784958,,67740,87458.43
22786958,,67772,87734.97
22788958,,67821,88170.75
22790958,,67812,88087.73
22792958,,67716,87242.39
22794958,,67743,87482.90
22796958,,67756,87599.44
22798958,,67801,87989.41
22800958,,67812,88083.52
22802958,,67868,88581.72
22804958,,67902,88887.67
22806958,,67901,88871.30
22808958,,67892,88797.07
22810958,,67906,88916.63
22812958,,67905,88911.37
22814958,,67908,88932.84
22816958,,67899,88859.11
22818958,,67909,88944.72
22820958,,67912,88975.95
22822958,,67915,88997.82
22824958,,67901,88877.94
22826958,,67899,88858.08
22828958,,67885,88736.14
22830958,,67880,88684.09
22832958,,67881,88697.66
22834958,,67872,88617.41
22836958,,67880,88686.31
22838958,,67896,88833.76
22840958,,67904,88899.45
22842958,,67897,88838.71
22844958,,67895,88825.40
22846958,,67883,88714.97
22848958,,67873,88627.98
22850958,,67908,88939.20
22852958,,67916,89012.09
22854958,,67918,89027.86
22856958,,67915,88997.19
22858958,,67974,89523.49
22860958,,67972,89504.58
22862958,,67976,89544.80
22864958,,67996,89720.70
22866958,,67999,89752.24
22868958,,67940,89221.40
22870958,,67903,88892.67
22872958,,67930,89129.24
22874958,,67949,89301.16
22876958,,67949,89299.38
22878958,,67922,89064.68
22880958,,67953,89338.27
22882958,,67943,89245.76
22884958,,67922,89057.73
22886958,,67922,89058.07
22888958,,67941,89227.71
22890958,,67894,88815.50
22892958,,67899,88854.12
22894958,,67921,89048.26
22896958,,67908,88935.33
22898958,,67921,89048.59
22900958,,67911,88964.52
22902958,,67899,88858.05
22904958,,67889,88770.53
22906958,,67891,88785.30
22908958,,67843,88360.96
22910958,,67844,88367.66
22912958,,67770,87721.74
22914958,,67786,87858.11
22916958,,67785,87852.10
22918958,,67792,87910.53
22920958,,67811,88075.92
22922958,,67805,88029.04
22924958,,67802,87995.24
22926958,,67805,88025.54
22928958,,67809,88064.60
22930958,,67811,88080.00
22932958,,67806,88031.95
22934958,,67788,87873.74
22936958,,67789,87886.82
22938958,,67785,87849.14
22940958,,67779,87793.08
22942958,,67783,87828.55
22944958,,67767,87691.93
22946958,,67784,87845.18
22948958,,67789,87886.55
22950958,,67793,87918.45
22952958,,67782,87825.13
22954958,,67750,87539.99
22956958,,67578,86047.38
22958958,,67548,85788.07
22960958,,67472,85140.30
22962958,,67450,84957.06
22964958,,67466,85095.25
22966958,,67381,84369.04
22968958,,67341,84034.70
22970958,,67292,83622.26
22972958,,67349,84101.28
22974958,,67335,83985.61
22976958,,67343,84049.19
22978958,,67361,84199.55
22980958,,67380,84364.19
22982958,,67369,84273.54
22984958,,67368,84260.12
22986958,,67380,84359.36
22988958,,67387,84424.34
22990958,,67368,84261.47
22992958,,67341,84034.81
22994958,,67141,82372.42
22996958,,67101,82038.85
22998958,,67104,82066.31
23000958,,67127,82257.17
23002958,,67167,82583.51
23004958,,67208,82924.59
23006958,,67199,82850.33
23008958,,67171,82619.98
23010958,,67146,82414.22
23012958,,67089,81945.41
23014958,,67147,82422.99
23016958,,67136,82326.50
23018958,,67137,82339.57
23020958,,67129,82273.25
23022958,,67103,82057.44
23024958,,67093,81972.56
23026958,,67112,82131.99
23028958,,67130,82278.72
23030958,,67135,82320.56
23032958,,67153,82466.30
23034958,,67141,82366.89
23036958,,67138,82345.23
23038958,,67140,82365.04
23040958,,67160,82527.79
23042958,,67200,82857.81
23044958,,67188,82758.66
23046958,,67172,82628.69
23048958,,67198,82845.38
23050958,,67188,82755.37
23052958,,67181,82698.04
23054958,,67111,82123.42
23056958,,67265,83399.05
23058958,,67297,83669.65
23060958,,67276,83488.25
23062958,,67261,83364.48
23064958,,67293,83628.75
23066958,,67323,83882.84
23068958,,67298,83673.79
23070958,,67304,83725.23
23072958,,67307,83750.21
23074958,,67317,83833.46
23076958,,67316,83823.42
23078958,,67318,83839.21
23080958,,67300,83687.84
23082958,,67302,83710.60
23084958,,67307,83753.09
23086958,,67313,83795.44
23088958,,67308,83758.15
23090958,,67306,83737.21
23092958,,67297,83669.35
23094958,,67298,83678.07
23096958,,67297,83665.55
23098958,,67272,83459.18
23100958,,67272,83459.13
23102958,,67248,83255.04
23104958,,67214,82971.46
23106958,,67190,82776.21
23108958,,67186,82738.67
23110958,,67203,82880.37
23112958,,67199,82846.18
23114958,,67196,82823.39
23116958,,67193,82800.61
23118958,,67177,82670.86
23120958,,67174,82646.68
23122958,,67170,82609.29
23124958,,67155,82485.43
23126958,,67064,81742.44
23128958,,66989,81130.75
23130958,,66994,81168.03
23132958,,66958,80874.02
23134958,,66959,80883.74
23136958,,66829,79838.60
23138958,,66693,78762.30
23140958,,66644,78376.40
23142958,,66539,77561.37
23144958,,66568,77780.59
23146958,,66547,77618.69
23148958,,66481,77112.47
23150958,,66551,77653.06
23152958,,66575,77837.05
23154958,,66585,77912.52
23156958,,66570,77796.19
23158958,,66651,78434.57
23160958,,66654,78458.57
23162958,,66689,78727.60
23164958,,66661,78507.87
23166958,,66636,78317.10
23168958,,66616,78159.02
23170958,,66640,78344.62
23172958,,66658,78484.59
23174958,,66648,78406.23
23176958,,66679,78649.48
23178958,,66676,78631.55
23180958,,66661,78513.80
23182958,,66632,78280.92
23184958,,66643,78365.93
23186958,,66578,77864.01
23188958,,66632,78283.36
23190958,,66608,78097.08
23192958,,66647,78401.01
23194958,,66647,78401.44
23196958,,66655,78466.79
23198958,,66687,78717.65
23200958,,66600,78036.86
23202958,,66640,78347.92
23204958,,66629,78261.16
23206958,,66619,78180.09
23208958,,66638,78330.49
23210958,,66630,78264.78
23212958,,66575,77836.58
23214958,,66591,77960.74
23216958,,66440,76792.85
23218958,,66471,77036.05
23220958,,66520,77413.86
23222958,,66516,77378.73
23224958,,66498,77241.08
23226958,,66576,77849.83
23228958,,66553,77669.49
23230958,,66529,77479.82
23232958,,66469,77017.80
23234958,,66419,76632.80
23236958,,66460,76947.79
23238958,,66450,76868.96
23240958,,66449,76864.81
23242958,,66500,77257.68
23244958,,66392,76429.48
23246958,,66449,76866.11
23248958,,66538,77550.73
23250958,,66531,77493.35
23252958,,66531,77496.55
23254958,,66498,77244.98
23256958,,66420,76639.76
23258958,,66372,76276.18
23260958,,66277,75553.91
23262958,,66277,75553.69
23264958,,66333,75976.62
23266958,,66264,75453.13
23268958,,66261,75435.12
23270958,,66281,75579.70
23272958,,66371,76265.16
23274958,,66374,76291.55
23276958,,66407,76539.72
23278958,,66424,76668.56
23280958,,66406,76531.27
23282958,,66513,77358.30
23284958,,66505,77295.92
23286958,,66501,77263.65
23288958,,66511,77340.77
23290958,,66523,77431.76
23292958,,66543,77589.68
23294958,,66540,77563.93
23296958,,66545,77604.94
23298958,,66531,77496.74
23300958,,66591,77959.98
23302958,,66596,78001.14
23304958,,66648,78405.96
23306958,,66655,78464.58
23308958,,66643,78368.37
23310958,,66659,78495.27
23312958,,66638,78333.55
23314958,,66624,78222.73
23316958,,66613,78132.68
23318958,,66608,78092.53
23320958,,66607,78087.77
23322958,,66567,77775.87
23324958,,66586,77925.12
23326958,,66611,78120.01
23328958,,66629,78255.74
23330958,,66631,78273.65
23332958,,66639,78338.36
23334958,,66617,78167.61
23336958,,66640,78348.60
23338958,,66642,78360.76
23340958,,66655,78465.83
23342958,,66639,78336.14
23344958,,66543,77592.53
23346958,,66608,78095.53
23348958,,66626,78237.64
23350958,,66645,78383.85
23352958,,66616,78158.78
23354958,,66605,78074.79
23356958,,66596,78000.56
23358958,,66615,78149.46
23360958,,66628,78255.67
23362958,,66634,78297.55
23364958,,66641,78352.73
23366958,,66636,78312.64
23368958,,66595,77997.72
23370958,,66609,78101.31
23372958,,66584,77905.54
23374958,,66578,77863.99
23376958,,66582,77893.87
23378958,,66586,77924.82
23380958,,66589,77946.94
23382958,,66595,77996.65
23384958,,66595,77993.72
23386958,,66538,77551.13
23388958,,66463,76971.48
23390958,,66540,77568.43
23392958,,66462,76964.57
23394958,,66405,76528.40
23396958,,66311,75810.40
23398958,,66209,75043.60
23400958,,66128,74437.22
23402958,,66016,73608.63
23404958,,66192,74916.75
23406958,,66135,74485.69
23408958,,66338,76014.49
23410958,,66357,76163.53
23412958,,66330,75953.35
23414958,,66296,75694.26
23416958,,66262,75437.46
23418958,,66278,75560.90
23420958,,66257,75404.07
23422958,,66318,75864.69
23424958,,66357,76159.59
23426958,,66352,76122.22
23428958,,66353,76126.40
23430958,,66279,75571.72
23432958,,66357,76159.39
23434958,,66382,76351.83
23436958,,66382,76351.51
23438958,,66362,76199.96
23440958,,66341,76039.72
23442958,,66365,76218.32
23444958,,66383,76360.04
23446958,,66360,76185.83
23448958,,66366,76230.47
23450958,,66320,75874.91
23452958,,66366,76230.18
23454958,,66319,75869.63
23456958,,66313,75823.24
23458958,,66334,75987.08
23460958,,66285,75615.82
23462958,,66310,75800.02
23464958,,66317,75858.83
23466958,,66311,75812.72
23468958,,66272,75514.54
23470958,,66161,74680.04
23472958,,66205,75012.47
23474958,,66162,74688.10
23476958,,66119,74366.74
23478958,,66045,73822.60
23480958,,65960,73197.18
23482958,,65927,72957.38
23484958,,65863,72486.39
23486958,,65958,73177.93
23488958,,66002,73502.14
23490958,,65958,73179.66
23492958,,66007,73536.75
23494958,,65991,73426.26
23496958,,65986,73384.96
23498958,,65867,72521.54
23500958,,65933,72996.21
23502958,,65892,72699.96
23504958,,65941,73056.60
