block,tx_hash,log_index,event,sender,owner,tickLower,tickUpper,liquidity,amount0,amount1
23532067,0xae0fea4026c066d45520b93b0c59f9e0ce4d4c3b56bc5d863af8a4bf06837548,22,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65710,66710,298307375550,544499537,0
23532111,0xbe24caf2ce2fbca61458b8e2bababab5e86f6cc45b1f23ee137655be888088a6,40,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65740,66740,298755149423,544499536,0
23532151,0xf19ae35989008391ac8a2b7128411ebc33c7f55429a52a510176b60c8ee4504a,92,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65770,66770,299203595427,544499535,0
23532161,0x6021dc04a3b1a6893d18eb03cc2b76d9bcd7bfab9294ad2baa018c6cdbc94ae1,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64650,65650,370321872733,0,481079035822
23532468,0x9ab15769c6eab587165ab25acf5c3318afc419434f40cab248522a87c6b6de7e,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64620,65620,370877744548,0,481079035821
23532907,0x445d0dd8dbf394951d697ff890cda66c110c937cd15f181c67232f0c13100ba1,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65640,65650,14271190081,0,190020423
23532946,0xbfccfab3c273621ce1808aa7388c8676c278fecaa423b44b7efa33fa79ac469f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64600,65600,371248789231,0,481079035820
23533812,0xe10df4f0ac1a30fa8db043c5120fb0874112f2cbe51dbe2ae4b099e7051ab5c7,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65670,65680,14253220671,0,190066032
23534707,0x134372f4fcb7da8eafc32c60ab4a296e2e61c797f0c5efd1c79cd8f42f6e7e71,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65650,65660,14245066111,267303,0
23534749,0x92d2c30f32de06e26deed80eb93872b5f56902fe728f1676d2dc4a3346539515,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64920,66300,550050240,660693,524841303
23535342,0x6808f6884c8e98a736e63a84910f680954ae83f1ee5f8aa17a25a4120155a0bd,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64570,65570,371806052394,0,481079035819
23535398,0xb108b769562ee9a8fe4a1a909cf1ed5c93fc063329bc0080fdfe4975cf7fba0f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65650,66650,297413837435,544499534,0
23535430,0xd322795a5037fa0a71233533373857068fc305c477e3d901ed00dd1f0acbaa43,42,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64540,65540,372364152037,0,481079035817
23535618,0x32598d48c426fe47892e0071703fcb0f3453564fb05a118b36681ed08e0523b1,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65610,65620,14216765427,267306,0
23536042,0x674e400dab72f6ce88e7262339e2c4f2eaba98d8edbbc711928418a346c56cdd,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65680,66680,297860270064,544499533,0
23536506,0x45f1acad3eb1c8cd6bc3fc3f9e744b59aabeb691c921a8dd9d91dc347ae1fc77,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65620,65630,14217361530,0,189114498
23536748,0x231a85d99d5040e6becf843805cb14c517e0148c0a71a7b0d2a37c851ba7bbf5,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65700,66700,298158263860,544499532,0
23537111,0x2c5640e52e4eeea2c31b3a4d4688fdc376aa77b8439180123229cac6c9d68661,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65720,66720,298456555783,544499531,0
23537192,0xad84f112fa1e21d368e97c41060525e46665b72ff837a68211d0a7e9add7f67b,15,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65750,66750,298904553582,544499530,0
23537412,0x96b498e098f5758b3e8a65f75a48fa83fd638cf6a01c170e4a9b9f8490c469b7,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65660,65670,14188956491,0,189114496
23538418,0x6f4e9a42223a98cb2762989b0a62d6553d3499d17883530dbfaee0e2ea126ec8,29,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64800,66480,453477151,681328,510177757
23539217,0xddfc08ce60c383a988f6b2c39546b3ec4b61224c5f7b316c9ac6f67005b76b42,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65650,65660,14189162981,266254,0
23539680,0xaa24812da1feed0e7e2597045b6986d9d201453f242fb779c42c5430bf54b049,31,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65780,66780,299353223849,544499529,0
23539685,0x816b5f029a515310db4f745c7b1a8499af354c610821af1ece7eac1006bebd91,27,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64660,65660,370136767328,0,481079035817
23540078,0xbb08222f78ccd3820656b986dd4f3472c59326e7ca8577a791f7f3ddbff59690,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65800,66800,299652711267,544499528,0
23540108,0xb89dbfe94bfca48d9c99d6184db4120103f51bd1466bf18b50a8f892e048b651,32,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65710,65720,14151438215,0,189086544
23540788,0xe20834bc7a8903d5cc9340833d67f5899aaf0dad66681e9f1ac4bd2ddf57c2aa,3,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65930,70040,2229258890,15328962,0
23542055,0x8b9c2ef46ef55f3264407b2855a1847c498d11f0258e794bf006f94c49028f98,15,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65760,66760,299054034105,544499527,0
23542056,0x5977c4d3db803c9b6018a13398657c9dbd6f7fbc59c9f37a3da51b38c507bd63,14,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64660,65660,370136767327,0,481079035816
23542058,0xead9bf38578b8318ca6d837c192193db24310675a7667065c5b04caddedbee00,2,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1454383147,54450000,38847205502
23542066,0xd83a5537a01231b279cf8110f29f442de24f98a8780b2082b03e7aa5c911fbb0,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,65100,66240,664341009,657224,528183742
23542165,0x7ce6e3fbc696ef37c162e7ef3187631ae844f2be6eb4dc19e336c2cccdbbe6c8,30,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1454380007,54461927,38838530359
23542165,0xf28b2ec946182b49665ec29687e649e0a5945790280b36739689f31478534bcd,39,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65750,66750,298904551387,544499526,0
23542165,0x1e53d7313bf325f0201730953f5b9b077cceda8b140d83ab039f428698afe206,43,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64650,65650,370321872727,0,481079035814
23542279,0x36a0006d6675f5716f2b2003263c996da6d9a4b11b27b67537983d455ad1ef1b,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64660,65660,370136767325,0,481079035813
23542279,0xd0431d26fe68c0573665bca40c9603512b8aa4dbf77d25d0c89659951cb7e77c,16,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1454382824,54451422,38846173733
23542279,0x5195210f964c08a0063ffd072df6256a508cacb0ff81f3c6739d744467fac6ce,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65780,66780,299353221650,544499525,0
23542440,0xcae270564598e25961f5417f246a58a7eb640e58d769ef811f0888dafd85bc9b,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64660,65660,370136767325,0,481079035813
23542440,0x9be011518b0777b25985af6a890b5dffb841d5acf803e980e3649ee3f5330445,32,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65790,66790,299502927649,544499524,0
23542441,0xd46c2ff04c992e3355577a7551e9b7664cbbc06b633e7c438e3c79b446e54a1c,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1454872151,54451421,38872318427
23543706,0xaaa456556a2c9ee99bc52a30a493576c3401e1e2277857843b0f9c80e47fdcce,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65690,65700,14144091925,264878,0
23545672,0xeafca5fa4d78f168145e60abc65f9b34b37c9bdc77918fab4b8d88f29232da07,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64630,65630,370692361287,0,481079035812
23545729,0x979d54606b6c560070c0a266ab3ddadf498bc8f7d0f7b8ce26ee1a5c4bfc8e12,29,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64860,66420,482622006,675187,504323064
23545877,0xd4d51da7671b59abd6cd65a19d75570ef293195de7a321a1a0082eea6d2caedf,18,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64600,65600,371248789224,0,481079035811
23545936,0x33c7093dff992508e6dc6455ed554c6caf539b78fed67b443b6137a36149a41f,38,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64580,65580,371620205119,0,481079035810
23545938,0xfeadcde40828fa2150c09bfb9059ac5ce2b2640398bb25eb326170a44a6d89b4,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65670,66670,297711379130,544499523,0
23546133,0x93110e048645967865ca0e685db4136aaad233b355bca0d98df4fe4328a86428,37,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64550,65550,372178025796,0,481079035809
23546419,0xa2a482c75d9f160edfc949bea13f8916ea98582ddae63d5e60ee8f25b5ab6185,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65620,65630,14099359254,264966,0
23547308,0x0fa2824109f336beaa49af90477c4b4e03b010f3d37d799263a344691c1c2857,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65610,65620,14099491712,265101,0
23547747,0xb5b2728ed2e6c7ffc053c11734ba11abf737e084e35b550dd18415ada7c6715f,26,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64510,65510,372923089410,0,481079035808
23547757,0x16ff1c10677df4bbe826f19037be1666ff4a6f83080fe18e2310a16712c4107f,39,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64480,65480,373482865782,0,481079035807
23547892,0xfba72e8eaa538e34b7da1e22f3539ab57cbeb343b6da17535744dd80a094f996,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64460,65460,373856516759,0,481079035806
23549107,0x79f27dd033b31f927a51dcff295aed713636b6823ad613fa6b09bd1908cb4ab2,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65580,65590,14082873364,265186,0
23549387,0x9a4de6f4e6fe9fdbea2c96b28de3432bfa7361450ed26e298ef91d475cf644aa,16,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64500,66540,375217024,669373,518666105
23550020,0x1d61ec52e43966571f0cdaf050f71952d2e5a5be5fa0125ba9c95329dff3666f,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65550,65560,14061659892,265184,0
23550872,0x6e8459fc96fd2e6e9a67d0db14479be869639139295dd19746cc5da60db54203,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65550,66550,295930547189,544499522,0
23550908,0xa8bbf127ff5b1e31012c8711b2619951663694a2949e12d0eaffde6cf9b039c5,30,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65510,65520,14038223049,265272,0
23550916,0x9b4c5993794411892e21e5101edc9ed2314c130b373702cb60c9dd0abfb3aae4,22,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64440,65440,374230541555,0,481079035804
23550974,0x36e0a0cb4b0883e2808049c54654ed6f578beb70ed8fe480ee5a07c308e52304,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64410,65410,374792280479,0,481079035803
23551171,0x9694e39030bc6fec44163caf4b2c03901d389b593a5ab6fe1e790e078c6102ac,37,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64390,65390,375167241460,0,481079035802
23551239,0x94ba6a3a74cbc30e00e1f79f0ac4cafff38fab4695898cce42b509a7911c7942,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64360,65360,375730386418,0,481079035802
23551491,0x80dca9f111fae0a25cb18a921f3169555f1e300f906d3e7634c27fbe16cb3f94,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64340,65340,376106285928,0,481079035801
23551812,0x60ceda82a4c131bda05e59f2114715c961e4fa503e96f01ea9beadce3049732f,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65460,65470,14003067499,265270,0
23552998,0xcb3a5879fe953815a94be1958a121bcf245f9f382f21bc5a1406b2cfe75bd598,15,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64380,66360,386433953,666465,520643980
23553271,0x540f9392dee19e269c1437a3e565cdaa9f5153c4ab8fad978e5f2d195b76db6d,16,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64010,66970,8626892132,24366598,15506970904
23553335,0xb1dd3254df524de3774bb6d187c2f90eddc3740a7f7685228a04bfcd5f2e6641,2,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65400,67250,70111605,234283,811428
23553593,0x6a4b87d089d2c1ec1c90595ed3fd3343fd24f5b80c232cb1c585cb429f352a33,16,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64010,66970,51147682,142423,93358269
23553618,0x5fcf6a0d3380b84845e65789b48be1128ff02ee35413e182e12a4f5ca8d6150f,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65450,65460,14001185940,265367,0
23554508,0x4b80261321979762ece36542b2727b9b544ce8b2ed2187ffad6ec6c15a9b9c28,22,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65440,65450,13999460968,265467,0
23555412,0x1fc9c35dc9a2b1fdd4da7edde80dd198071098443913e3ad10673886f7953d31,23,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65420,65430,13985363839,265465,0
23556028,0x1983078142aca333e16f6f2f9b1e62cbba87be7927bc223fef775e7a2c6f8d3a,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65140,69520,538502,3788,198652
23556672,0x6f6c69cd49a83d7b602805875dc2f3b51a65a7e03614ed87b5d414f6a81c14dd,21,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64140,66540,320535181,666133,521003089
23557217,0x88fad1f0acd63ae9870c5740513df66aec9ce44004923fb646a719cd376845c2,13,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65440,65450,13984459348,0,184349958
23557279,0x6c2b7517c97935d8b0cfa951dbe3795910792640f529b023f3a3b73a921e8d89,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64460,65460,373856516754,0,481079035799
23557345,0xd429f9379efcdd8d57857d095523ee822f3a1014d3031d5cbfc4cdc107520d4b,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65570,66570,296226610396,544499521,0
23557749,0xc088c192342e91daef3c17141308a78a245184f2660589cd1df3dfc139e0fb0e,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64430,65430,374417694249,0,481079035800
23558108,0x5c282b754717197e00d3b328a5bf7ea6414b0488eec26f74d98e6d9c8b405832,23,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65450,65460,13977469064,0,184349956
23558144,0xad5f60453c72b4b4fef7bb2a45461b484a502313ca09d9abd6b1e2dce3c1e59b,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64400,65400,374979714099,0,481079035799
23559084,0x349a653ff049bd49f7f600df86d66964911c06d63573406e8707c102916b7e93,19,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65600,66600,296671260940,544499520,0
23559301,0x77accfa08a4533a694b7aae25cd4000221ca0461be7814020c6e39d8478a9af7,50,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65630,66630,297116578925,544499519,0
23559314,0x8a26b43f4609e58a0b4e1b36d3824cd29ac82b6f27f73ffff2dc93253f124623,14,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64520,65520,372736683783,0,481079035798
23559417,0x0696750000dd300f7d72f41c06c12dfd26705927581a409a8faa9f9b8c6f2346,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64490,65490,373296180351,0,481079035797
23559538,0xd1c7ea53d93290f54c080646e2713c621f68387d7343dc719f6bf796e401ec72,31,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65660,66660,297562565355,544499518,0
23560303,0x79cd7c89ff5a669e0e14e0b8ee6884133372783d6dd835754f3afafbd5e5938b,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64460,65460,373856516751,0,481079035795
23560312,0x9c50fa1bc2abf27a0c0c8be5310d1bd6c1bb028f2ad6293f7b0b7bff9d85b4ad,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64560,66360,420025057,671561,507774613
23560340,0x8fa88e50cabd1386163891a2e8676a179fc4cd005d34af61bfd239759aad7261,42,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65540,66540,295782623578,544499517,0
23560398,0x8a6312727b1c9f275c09b943552bf816e767b1f80f59c90171d127fb49fb07f8,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65570,66570,296226607676,544499516,0
23560513,0x1f51917d360d0f91a0ce4c177990d5c5c962ccc98cd4e23a692c3083e187df2d,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64430,65430,374417694245,0,481079035795
23560556,0xb1a63c0c6d2fe25664918cc191134d311826471e14aa41170ea737f13d249583,18,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64400,65400,374979714095,0,481079035794
23560629,0x98325f063ff5a7fa11dbd3717633b3a3c7a41248691bf11392c270d9618c9656,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64370,65370,375542577564,0,481079035792
23560704,0x4ee451551501089ba2f226fbe82ef8eb381aadb33c0b6c75ed4ed7ce62160e52,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65460,66460,294601914027,544499515,0
23560796,0x80fa53ddc67ca1235c2e7a455e2f0a61f091478deef6db426344509ec3ebdcad,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65480,66480,294896648006,544499514,0
23560858,0xe877aa88685bc6817e0d0c95816d366710e1ef7af38439e64016803c6fd8b5db,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64350,65350,375918289180,0,481079035791
23560899,0x83a10ef8a360977aba326c89b3c1aafcdc658a2f9ef4ea404ffd9712c6397017,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64330,65330,376294376677,0,481079035791
23561005,0x1c66095454483437f69aadf22b50d5a188df043d9cae5582636807a7aa5429c7,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64300,65300,376859213522,0,481079035790
23561113,0x74b1091b6898c7440861b999d073ae6bd9bdb78f07cb5e6e3c02fbd4baf3da99,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64280,65280,377236242366,0,481079035788
23561235,0xe6474aa227e06c90287c71733ecc1a15ef432bc742e7d8ab5d96047d9224477f,16,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64250,65250,377802492999,0,481079035788
23561409,0x0a3c504db0ff70f695aefdb6d49446f8e567f70d356ab0ded99d2a370575f93a,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65370,66370,293279248696,544499513,0
23561434,0xa41cbcc45c30ff1909a73e19a2883fe51434df6bbf8373c195e5ffab7a7161c2,24,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64230,65230,378180465548,0,481079035787
23561506,0xed0afcec0dfd336a795ed1c66dc85dd9a94f7a69732610546018b3f3584200f0,15,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64200,65200,378748133507,0,481079035786
23561675,0x034a4962a4ce29b9f274b01bb7427b0a6c023d7aebc8c129a94d8e52bab36339,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64180,65180,379127052122,0,481079035785
23562058,0x0cd920ac960f5b6dff44a9a503d2bbc80f5cb94d6ab2010b4c47875c3088ab4c,44,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64150,65150,379696140955,0,481079035784
23562068,0xf62c8d6521e4f167a776e0bb67272f5fdf8fe92f483cef5a964e74f99992d3c0,23,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64130,65130,380076008004,0,481079035783
23562103,0x362223d180b6b5aa4e636414ff54ec54fa24982bfef86c2fac45a1a711bc7840,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64120,65120,380266084019,0,481079035782
23562122,0xbed863af6d91f33df84494329c032038032d5b3c7db2350df69ddfc7045f3802,25,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64090,65090,380836882596,0,481079035781
23562192,0x36ac3bda4e0ede004b5cab104efc1f113fd996826c20c1a13eefbfcec7ce49e7,34,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64060,65060,381408537971,0,481079035779
23562210,0xb360eb7401903cf094eafbb96fae48aef7a95afad934fe8d38f7514a02a50d13,38,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64030,65030,381981051430,0,481079035779
23562316,0xaf90782498c5e7dbfd527501b8c1347ad24910fc2c54ac9405925e8af7cf2e75,22,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64140,65140,379886026994,0,481079035778
23562335,0xceb11fe8f4feed913f3a463ccf115e8947a376bade7b24a384a9d6ca252c13be,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64110,65110,380456255087,0,481079035777
23562362,0xe834e1312c58b3a1937597f96a8d3e6cedbf412b072da8b3b67ab46a2cab3121,52,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65080,381027339121,0,481079035776
23562516,0xfa1b36fd5fb1bfcbde6f14f6c76db970db90f45d30efb200858b5adb8eb39b25,60,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64050,65050,381599280381,0,481079035775
23562545,0x3b78b86295dba380b7e8449aef4ff1bcef7e225f7a066fdb3a9d0fcba8c2d895,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64030,65030,381981051426,0,481079035774
23562568,0xdb39fc797da36c86d24f81718d64eac634703ad5ca04fd4a373b90692142f265,98,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64010,65010,382363204414,0,481079035773
23562591,0x7782c09d6f0385e08d66ae7d7a788132e3c8c82ecb767284e5f2dfa26e152b63,38,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64000,65000,382554424256,0,481079035772
