block,tx_hash,log_index,event,sender,owner,tickLower,tickUpper,liquidity,amount0,amount1
25743171,0x37dd47969cb799b3cfe751d6aa42da44fe746da58617ddbc2c5a7ac24bc02439,24,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65610,2961900,1474,4770737
25743283,0x58199f624a04a6f6c50fe12cb08ea6fd4545b7c93563512390c2a68da6e5082f,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64860,65820,2077405716,1768384,1367696171
25743306,0xa9be74f77f07a55ace34376926ad8a6fe926840457c66bbe8e7530263b12e052,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65350,65360,4455564570,0,58471721
25744210,0x42cfa21816ca0928a98a3568753549fa7bf63a05963cc426ad01628c3cee8341,12,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65370,65380,4451111303,0,58471719
25744939,0x115fe19514f47b1aba3d4c6d94fd59e083dcd5cfcc99f147d6017e8364c7ac08,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64350,65350,491411626099,0,628880897963
25746922,0xd68e14e093616352c0b51404d22f7f91f8a0a9d6a5113292b9cf4b4c1dd4b00b,2,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64320,65320,492149259743,0,628880897962
25746949,0xaa7c4d3a2ba2e25bcd8a79ba079baeafa2a0821e78b12a4dff4aa6329b626b25,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64500,66240,1157676934,1901009,1277112757
25747645,0x25325cd7bec84790abdee35d55eef177ae8702e8b9f74e3c0544d49fea60c618,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362489772,51888547,35776264448
25747645,0xfc303d26be1e85518d037c45fb4089d5975b4d31c169cb7b55d9e44f2ccdbf63,34,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65460,66460,348168720616,643504643,0
25747645,0xd5d3a9e18d03ad18fb833ea776d96e62978bbc1821ebb8653c52b57a68eac24b,43,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64320,65320,492149259742,0,628880897961
25748432,0xc9a688de1c0facf956a6555ca223e280e79620e14a02bde7fc12f4b92b894d06,6,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65470,66470,348342839255,643504642,0
25748432,0x74a595cef141b3f207af237f9aa9b04bbfdf06a3bae6ac365da6b796b6709958,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362497623,51859738,35796551328
25748432,0x016aeccd109808cd977e0d6d461d4c72a3e070b13c5a1cfab334f79fd929f1e1,46,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64330,65330,491903258917,0,628880897960
25750610,0xbae20ec81744375f021ab796674b2348bebda7caf2f8839cc40705e7d4e11cd1,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64260,66360,973377054,1806835,1368381627
25750979,0x8bb87bb007b42df0fc5d39376d703c303dea36e2937221a22c84c97005278814,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64290,65290,492888000611,0,628880897959
25751412,0xefb9b1803d405f059c9390ccfaf0230fb49e1fe5634e5fe6f93c9b1a48d8a21f,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65340,65350,4448961804,84787,0
25751733,0xd859c826dc094cf45a558a7414d8acfc2fc210a6abc6ac32d7a0edf5e6996c0a,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64260,65260,493627850368,0,628880897958
25752308,0x9b1e3007a97a0e028b1b89d4e31dfa7babee0a755ea1023d8c82b0fc34d6bfa7,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65310,65320,4442188910,84785,0
25753321,0x7df89d9425860c79a02518fec118fa6dd0392189adb5ef9876441d54e46b819c,2,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362453061,52039254,35670733171
25753321,0xfae3952ca7e2f0b76c32cd9274bdf11c00473e4057e03287341bc6313289e4fa,28,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65390,66390,346952319775,643504641,0
25753322,0x8eaf396a6554d613c799119e5bd7b99a1965121742a12881eb0c009943431749,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64260,65260,493627850367,0,628880897957
25754270,0x3995108b23bc284ee5642f467a9cc707db3d64c0b48ef70060f22b1b381d214d,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64560,66000,1408221648,1832968,1350752622
25755241,0xea5c847151e487eb024bcd75a985865d412bc540b504a52e8c7c09c30db90e1d,6,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,62140,75910,11935245,187189,46013756
25755391,0x37c9e07c7b9044a63749e2140802a7d33078f704868fe1fad4c51442e6371ca9,13,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65420,66420,347473112173,643504640,0
25755908,0x2caf0c47b5354de8ce4cf7f5c28b0b3b739af0d94aea618e3ba45c6e0f71e873,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65340,65350,4440024134,0,58238654
25757543,0xd1eb5d175b3c5f385270e7c75fbe1bffb222f257a89afb39ec0f3cf5bb48b77d,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65450,66450,347994686305,643504639,0
25758611,0x323a7f6039b925355a3ba8806ac534649a78651efa2c4f0ad69e84573d32c16c,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65330,65340,4442070297,84698,0
25760418,0x24abd4f3ecd349e4c2467b437b669855ab3e95360903e389679f7cc78259082a,12,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65300,65310,4437088276,84730,0
25760529,0x998b62474e142324c83f11d329643571453f2958e5b4e246e68524ce58dfbc7a,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64230,65230,494368810676,0,628880897956
25760561,0x73616dbfe94612634df473a4d8268ccb2444643ada346254cab5bf0aeb6155c2,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65340,66340,346086063943,643504638,0
25760840,0xcfca9245e8a6913e1219ddb35d89bf2194f8a9b52e758db2e06b7f2f931475b9,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65360,66360,346432305249,643504637,0
25761308,0xf64bc4d372a82890c2ce7358974ab028891d23a24b00a4a9f9a6342e3f92b191,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65290,65300,4434765715,84728,0
25761689,0xb5c2792aa0042c7512240ea1946c052e7d4059e314efe91380a86f1ff9d65c5d,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64200,65200,495110883203,0,628880897955
25762210,0xe6c25abbead72db6d36a541e9e3b394c01a75d782542e13251361594aede04fa,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65250,65260,4425801016,84726,0
25765253,0xba5a72e66c314c6125af3ec43256c7ed845699f1ac6219af96b9f1d7b52cc790,24,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64740,65700,2100537919,1863987,1330281623
25768906,0x0f8196a5f50736292faa215c41399a16c54f6aa7c10801567e912f0f85b76f07,15,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64560,65880,1527612605,1834664,1338554797
25769409,0x6faede50defd4e3604b129f52ad5d5ee5e2db002f48c043935a0ff8eb77eeee1,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65240,65250,4427504568,84801,0
25770026,0xc1183dcaa6be83beedf2955ff41ea2612c2e544379ab26e63511c87c00ff4dfd,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64170,65170,495854069619,0,628880897954
25770308,0x6b2d65473e1a7432bc2fb52eb9ec20e713c6450176e2d3d900f92d77033ca9ae,36,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65220,65230,4422975181,84799,0
25770880,0x2c6e2a1d29ed5bbe73e080dc68ae37593c3e07811fa9c7aed64c7a8b8355967d,14,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65200,887270,312,12,2
25770880,0x2c6e2a1d29ed5bbe73e080dc68ae37593c3e07811fa9c7aed64c7a8b8355967d,16,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60090,65200,12789,0,75100
25771218,0x28b2fda70946cb41884bf0486f9ebdd7bce98a657000badd5ef586051bf7ba37,19,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65210,65220,4420660093,84797,0
25772108,0xeded966bec6739c0eeed8fbd9794ddf602ca8911bb594dbcb00a4c8e7a4374e2,30,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65220,65230,4420119851,0,57630768
25772565,0xd43d60c26a56454ad931fb0f253427616c5a95f0c36856bed259dbb95d699e03,22,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64200,66180,1028034058,1793625,1369532828
25773009,0x472524b7aace7c88fc84063ea74d5aec264d54bdd06c4d271ce32ffe5fa730ca,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65230,65240,4417910301,0,57630766
25774090,0x2256726253e01df169d36ad59bd93af2ca65d396dc27a7cfd5bb9153b6d720a9,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64140,65140,496598371595,0,628880897953
25774206,0x4d3d508be5365846b975e873caf00c58f43c6d6d76ab681c22e4807a97a8a020,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65250,66250,344532251971,643504636,0
25774818,0x05f282403d34697f33a50b8da01b32b4844b97edd1ed717595e0f8947724d769,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65180,65190,4408256395,84686,0
25776234,0xcd4a536d91f327dda94550c7821049a9b74e96beb15cd343b7749eb3feb843ce,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64320,66000,1211496709,1871976,1325545531
25778112,0x4b10770205bf25ed58a212c5c84dab246a8f61e8715681dce15513661f73974f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65280,66280,345049411728,643504635,0
25778418,0x19329fa8a5848252fd9cad03d2bfbd17ccaa3840f2ec23606d863a0e5b1588ef,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65190,65200,4408648928,0,57395054
25779360,0x67825bd3c29a1cd7dcc8b0e8228f9c9e8571c33a4c57ca89e25cbbc240067535,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65300,66300,345394615917,643504634,0
25779891,0x673057f152737d0f9facd33eccc63976267aa16b679cd9a71f90668fd6a20d0b,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64140,66240,974215084,1865912,1329640435
25780210,0xe4ac953915710b2060d1568dd24490d5ef96956dd77b6161c96db9d964dfa23e,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65200,65210,4408742111,0,57424971
25783549,0x7ae65ab38e00a91ee3c9e6feae12d106239711c26d359e47ace5a7e5e3c81c9d,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64110,65110,497343790806,0,628880897952
25783555,0x04bf84659b3eddfc9b06823bc315f312caedc37c4946792d9350b656da2522e7,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64500,65820,1521016765,1904260,1280064583
25783812,0xadfe5b965eb06bd986a19107befb126d9fd0a1130b98ca643c700cdcd8b9170c,19,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65160,65170,4403070531,84671,0
25784325,0xae6498aa3000bfcc86570401d5db05c7d02ab4774759e628b03bbc617d7d0aed,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65080,498090328929,0,628880897951
25784399,0xdc18d93d9efa2402c07eacd63b281ebde2ec962a39817869377efcedb9896c05,13,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65190,66190,343500253981,643504633,0
25784651,0xf061fc9cb5a62c4456d133074fa107aa1017ab7fa68566f81cb623b55b40f3f3,3,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64050,65050,498837987643,0,628880897950
25784709,0x25c7e0275f504c269e364a96f4f91a9a5e7a80e81d786b37d133f788432c05df,27,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65100,65110,4389778079,84669,0
25784739,0xc7cc0dec38e5e52a185d04af6f35ea8676f1203268ff82bdde4789275fe074fc,32,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,59990,65350,12568,7,73343
25784739,0xc7cc0dec38e5e52a185d04af6f35ea8676f1203268ff82bdde4789275fe074fc,34,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65350,887270,157,6,0
25785007,0xafce6e8bba20095a74d3a3d0f55bc29b6fdc85bcf78d7567d74df731ebea35a1,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64020,65020,499586768631,0,628880897949
25785380,0x2b030d3a58f2a12bc279d169ee7f12da47f7b64e2b6ada0d057a305165de9d10,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,63990,64990,500336673576,0,628880897948
25785619,0xe51cae35f2f99fefc40ed5061300eb87970669f942cf01c277eab93ca597a1ac,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65050,65060,4378714454,84667,0
25787217,0x0c13201d5205f8aee171fcdce68e5178a10d79f1c885bba477b959438cbec0de,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64200,65820,1246862409,1899915,1288852711
25787218,0x6c6d7ddfef19cc82007588e03607fe4fa9a8b7a1763ecb6f4ebcc0a50e413eee,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65080,66080,341616281921,643504632,0
25787285,0x8dc3330df40ef4e9a7e79679c2a6eb2175ddd386606fd218c9ff8ff1cf661d68,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,63960,64960,501087704167,0,628880897947
25787412,0xbe4d1a310229a3b27a1924d3d3303d2f09227c425f69e23a8bd463e9f54b294e,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65000,65010,4369896985,84708,0
25787489,0x24feced7502764855ffe23c7435f34b5e6f87d790a7d4ac779b5e48fbd6302eb,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,63930,64930,501839862093,0,628880897946
25788307,0x304ce996014e4e64c01920d62bd768676bbab77c17b1aa868a38c501a22914f4,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64990,65000,4367609567,84706,0
25790109,0x4f2ec1ceda27352fdc897429ea1f1c00b93cddfd7ec9e9a9a11bea83600af6aa,23,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64980,64990,4365323345,84704,0
25792124,0xabf7ff6b8401241cfac6ea13a4dcfb824d995fcd63f94ccbb0ccca78c731a08c,6,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65110,66110,342129064664,643504631,0
25792818,0x338f64551c0d85e5d3e32d1165acda1f1225e5283f4c39886880d7003ee99734,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65000,65010,4363902785,0,56275379
25793708,0xa7b80e83bfaaf958fc97d4826dbf65094c7ae2e2ccf78b832595e55600278c18,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65030,65040,4357362010,0,56275377
25794533,0xa92b5055d61649d1e49849c3f1df156c24c50e71c820c4523efa5d19c99b64c5,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64440,65580,1802740208,1895505,1351875458
25795118,0xd2bd6d0b7f44f46bc95c49ba6d3fb69de2327f390f812df280e7fe6bb2efb0e6,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,63590,65040,551388404,0,996280611
25795233,0x979523cd651edaafa954abe131440a1a8ea0403d387ded9a32a7f91ec1acdd39,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65130,66130,342471347196,643504630,0
25796081,0x179ec46252c0bd6f485d5d66773245aea2104fee498b770b4fa82ce3791287cf,2,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,63920,68250,3166341,18124,4486484
25796416,0xa28cf934d0466b4c979e66ca42eee9e759e073641ecbc3ca6784573a1ccadfc7,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65040,65050,4357963929,0,56311298
25796573,0xc5673d49bc46431ee0ed750402ad61081c472ea2906f93b0d602bc3f906ab5a1,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362641903,52679681,35246852695
25796619,0xe29b90f2fc528ad9b54ea6bfbfee2982bbfc43d2fa741a6a18996c4201f3f168,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65150,66150,342813972164,643504629,0
25796779,0x6612b2a42b3e2a0953e8468b15b9e33d5f2525a4a7ff246eb9925b8171f0c8c6,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65180,66180,343328552699,643504628,0
25796784,0x156b8f70868c036a2b0af1b165b0501b4eaa63358db5524f1255a24ca3be2b28,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64050,65050,498837987639,0,628880897945
25797065,0x0f8f343b5a598cd2db0184e354fdc756c72b7ee672baa6612dfb9825e9b57171,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65210,66210,343843905645,643504627,0
25797126,0xa58c6a595afd1e074380aec03316c9662f43f5a1652b46f09e8b4bc8b6c9090b,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65240,66240,344360032161,643504626,0
25797148,0x17d2700b764f445d14722dae7e6e9da1e3b2fc0e2df3cecf7604433c9ea74e77,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65260,66260,344704546661,643504625,0
25798191,0x186a30786abf06c3127055119809bfa09f8c3cfddd2e9d00e203d1d95f08a241,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64260,65880,1274818957,1826706,1395578243
25798212,0x7b2058d2773eae8a6cb129dcaaf82b5de2df7af2675676bb3f2a4855b7171352,23,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65110,65120,4342738323,0,56311296
25799109,0x04f9469e0f6d2cfb55203649008be07557ded8e9235667bc4d0c672d3e4397ec,19,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65100,65110,4341923904,83746,0
25800297,0x0f41d4e110a0b8f37d74cad6a51057a5b727deefa4da17bf53da5dce716b63b8,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65140,66140,342642613925,643504624,0
25800303,0x2a37e61b8e24a0ca6123cd9274a406b26a64d351f1638b0404263d262946f5b9,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64020,65020,499586768627,0,628880897944
25800909,0x1cfe101234789d77ec4e1adc7049c8d5f1ce6ee18acc4790c084fa130bc2a627,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65050,65060,4331445211,83753,0
25801851,0x5535156b456e5138ae35de44090a1d9b0b9630a06593ae083a214e57d8c5a463,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64380,65700,1554675643,1911092,1331974815
25801874,0x86db9cc7d6d22ac9bd420c3dfe2d9e7bb42f528e9688ffa78fb4a7a0967652b4,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,63980,64980,500586891948,0,628880897943
25802708,0xd914594f03d7dca50f0a60f195f0684c1d9078c753ede69edb44c8c5ef0705b1,128,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65030,65040,4330732712,83823,0
25804508,0xd202a0beddc3c0561a986e6797821d46147d04fa3da310862a3bc94a45190372,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65050,65060,4327868993,0,55950394
25805522,0x457330dabf74f4a503e516af2ccbd8eafbc00f5a548a5e68c2ee01b417ad1903,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64200,65820,1273713088,1802059,1409301391
25806308,0xb207cf345f0d19fbcf5ff667a69388ead94c09dca65025769a1041e4e1599ff1,12,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64980,64990,4317652349,83779,0
25808107,0xac2dde89b9a5d89298c591d353d20a42beb9cac81edcd28dc7dee997f9d6f0b9,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65010,65020,4317525824,0,55705162
25809908,0x0b980283aa76b54e0b64c96c21257ac0857d400684e75fa2292264c311e3734d,22,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65110,65120,4298291484,0,55734964
25810076,0xa823200975c653e325f0e4b35a4f310cad3af603efe6acbf574c5798eae508b8,6,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64110,65110,497352719451,0,628892188038
25810077,0xd9b3252fc1d013cf28ad5c7e9ce94bea3aac0508c48cfa6377a8773818edfe7b,11,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65240,66240,341284985001,637758294,0
25810079,0xbd2f9d991ef88a8f56afd245e86b1c313060677eeffafcd190b4d4086fe2ad2b,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362888472,52455441,35410339763
25810213,0x1519ba4d340eddd3316a980785968859952732130ea71627e1e2ce6684ae710e,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65080,498099270976,0,628892188037
25810818,0x9f6c44c5a4a77c122b8b76dff74c7dbc1386eda7876477a2a65b197739fbfccd,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65130,65140,4294044941,0,55735605
25811093,0x2e77e68273d23752cc0d51f2d6f0943a2101d493e987050f8c945e2deb043d09,13,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65270,66270,341797270448,637758293,0
25811147,0x896d6e7cfdbbe290bff4ef1e704e07de87afe990cf49de5d71a6c56504053402,17,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65290,66290,342139221031,637758292,0
25811319,0xd3e4bef97522bf3df10d6e9ffbf0668aa6d89b16c85b8fa00b567fe2b6ba5d3b,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65320,66320,342652788728,637758291,0
25811376,0x36facd9cda7a29c53614a804d03495bd184bc8901060918fbb5732c10d0a269e,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65340,66340,342995595213,637758290,0
25811392,0xb147c0ecf350aae833f792708728f41ae1cd53ef426a90fa188598a917e66b5f,86,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64200,65200,495119771758,0,628892188036
25812252,0xfc75c524c21ae53ff746514f83fdc8320ce806d9851021dc5bd2b00138c94ef7,24,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65370,66370,343510448369,637758289,0
25812281,0x61257b3b6f32b9c2db18072f02010bdf535d285005f6247b54c1bd8604c7a88c,27,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65390,66390,343854112899,637758288,0
