block,tx_hash,log_index,event,owner,tickLower,tickUpper,liquidity,amount0,amount1
23106737,0xf8474de297253ae33d0144a8e5267661e036139d4cc743757467279fedbece47,15,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66070,69290,0,0,0
23107219,0xac7d45548b38ff48327127a9db8dfd12a9def554ca8d20acc09acfb9f8bd5cfa,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67170,67180,10681484050,0,153530107
23108108,0x291021b43e2e83cdfae0b92f019d991678730d1fd01de01066e51090c5181cdb,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67180,67190,10680040059,0,153586121
23108510,0x2173df4e03f7a7bac09b780813a2547b817126bc78df24417b5b10238ca763a2,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,66420,68040,475648852,685711,518614318
23111319,0x7750fe6717aab0d3e0d65b78d529dc3c90449ad4b21a8e05f0c613c8e3f74de5,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67170,68070,1241564921,1852888,39564807
23112094,0x3b9778c5b1848fbbea8d94e280da3a10ee943ffa0e40c640d0e971c9336b24e4,2,Burn,0x5977767ef6324864f170318681eccb82315f8761,66360,67980,475927932,641918,555539016
23115877,0xe6e34c19b6ce316378d033d09690ebff527527aa1faf81204526890f609ac1dd,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,66600,67740,672320348,629693,565691536
23117511,0x2d6ddf633e3befcd59169440bf2c69f3c505d4002938ef99029632df4ff04657,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67190,67200,37153083926,645498,0
23118318,0xb8c3d82782bc65efd4f04022fa332b0f1b39f85bdbc638680bfdac722f2355f8,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1471442154,51153230,42326593523
23118908,0xf1a8dfa47d1cde0593563d87a92186fbdf9da3356d9cd2d4cef10b2874675422,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67190,67200,10674701502,185462,0
23120306,0xb154b98257c3350bee4ef027f0c3df4a7b2ebcfee525f39bb38e1d3201dee42f,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67180,67200,16280673264,565863,0
23121619,0xc416f19c62fe822c1c871b0b022bc5504db5b5757d437c3b46ba977afb94ae6c,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67180,67190,10682913927,185697,0
23123723,0xbecd552897cc52ceb13e1173939b62bd49772bec52a6cab0e808a0ca8142e4d3,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67160,67190,9735567755,507945,0
23124308,0xdd6dc8cd21ae2867159b18a0e5fdc3e35f04a084d13943055c996c1f253b0ed8,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67170,67180,10680679055,185751,0
23126068,0x9a8c8b0edb8ac9e3e76db73eeb935f732d17086c36f6c314f0837104d8c9abe9,33,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66110,67110,344252776872,0,481079036053
23126109,0x1d14fb3150bd01de4798128579bae392910f263352d2ce3e1096fda5afaac5e7,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67160,67170,10675397788,185752,0
23126548,0x5cd0f9e160f1c791fd2e32b5f38fb223eb7cb07014c6601e968050397dc66127,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67280,68280,322667055655,544499815,0
23126584,0xf5970aae8103010cbbe09a3379b08fd95e154fa519f5582c79096d5e1e091258,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66080,67080,344769517658,0,481079036051
23126648,0xbef9b3b10d1d2a17656c8eb5323c36c0960680e6ec4793997aff4f17287a6a4f,42,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66060,67060,345114442363,0,481079036051
23126759,0x2bb9c91c8a7187f700d388c69702d04b667656745e8f135ebd33abcc875d7c70,2,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,-887270,887270,43546870,1520281,1247354444
23126759,0x2bb9c91c8a7187f700d388c69702d04b667656745e8f135ebd33abcc875d7c70,7,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,65360,68970,4535739382,14117993,10838024880
23126759,0x2bb9c91c8a7187f700d388c69702d04b667656745e8f135ebd33abcc875d7c70,12,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,67170,67950,13621185893,18126415,0
23126788,0xe28bc44f223c003d0208cf791f4063536f8fb670f4a2ddf3217c72804eb363b0,47,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66030,67030,345632476553,0,481079036050
23126794,0x00e4e7c49f787faa093efdb383b6d09b0e57390e38f116f461f169b51794a0c3,50,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66010,67010,345978264605,0,481079036049
23126798,0x4ab399135d9ae60b4e33331c45d1fb923c978f6e580acb36ed86ef3530f8c2ff,36,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65980,66980,346497595436,0,481079036048
23127012,0x472119be186d880b00e6eff96d6f39784dcf2b9e7802cc652ce8dacc1ac83c81,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67140,67150,10668230482,185813,0
23127066,0x90c25ecf258d66115792cc2b490dceba8a0e89dde307780ac64d2d6624cd317d,29,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65970,66970,346670878886,0,481079036047
23127102,0x90c912dba6b24cdf87312769df29e1763d01450e9a2326195e6ab98c1e3a030f,26,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65960,66960,346844248995,0,481079036046
23127505,0x6d9377aa5abce8384e22a2922197351634047862258f2f2e366ecddbe125ff3c,32,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65940,66940,347191249365,0,481079036045
23127510,0x27318e88f860fbbbce8d73373209f18e9f2624931257ce1311fd708a94aab69a,9,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67160,68160,320736945355,544499814,0
23127909,0xe2dbad8c61e9e20a39a1589de8b372199cba1ce91e6d4cfb483436b2fe05f0a7,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67060,67070,10625587733,185812,0
23127931,0x1cfe8f93b0afff79c1136628f3c138885b8edd53d9dab1351a3722a8385b257c,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67190,68590,0,0,0
23128158,0xed6d18282cdd2b63e786ca50c3322f4cb5af9861e008a93c23038445570dfdfe,6,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,-887270,887270,36627195,1285794,1043363435
23128158,0xed6d18282cdd2b63e786ca50c3322f4cb5af9861e008a93c23038445570dfdfe,11,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,65360,68970,3815002406,12612978,8513377864
23128158,0xed6d18282cdd2b63e786ca50c3322f4cb5af9861e008a93c23038445570dfdfe,16,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,67170,67950,11456755467,15246095,0
23128507,0x8dbe133fdacf7950fb85f370bc05fc9f3a5e914babc2cfdbfbe1509330a00811,5,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67040,68040,318818380472,544499813,0
23129143,0x250b5ed62eb716b26f52300d0782dedb37f3b9a24a889bd040e912649c51bc63,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67070,68070,319296942361,544499812,0
23131196,0x25cb97f7259180084a036e6543ba650ba9bf87b300e8a54f46af3b528194f2b2,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,66480,67860,557055528,832361,399545602
23132989,0x745cd3992c4d588ca570c922bde71b634cf17dc456f074469c5ac81e651c1323,42,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65910,66910,347712400947,0,481079036044
23133309,0x19a7459422b1b33379bfdbb573efc6585e7950fe29062f8f5233edba437456a4,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67000,67010,10593646300,185810,0
23133410,0x79036e9100f1ebcd179a02044544f10c6ad83aaafa090e2a0c1388e2755e95f8,69,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65900,66900,347886291922,0,481079036043
23133420,0x12ec5758ecb32ffc987901dcf772fc7f516bfd285f34d5f41e5abf000f769014,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67080,68080,319456622178,544499811,0
23133430,0xf613f99208ee1ad4bea774129772d36e9a5dcd9007437b45ec3990afd624ca28,16,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65890,66890,348060269859,0,481079036042
23133450,0xfd370ee92c40c1ff8c1f0e2b135ccaa99aedebcebc884dd09953a9b7f5f473d0,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66970,67970,317704520471,544499810,0
23133457,0xf65af81ed388efa514674bdc9d308457afa5cee1331e2d802685e09a6419dc5b,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67000,68000,318181410402,544499809,0
23133479,0x348e236d3d6ab27262063725a1685ad3175dfd43cece93a00c09b53d977620ab,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67010,68010,318340532344,544499808,0
23133490,0x189ab037b969dc2988f02b321dfadc92d7fde1524476563c58848882ba90f84f,61,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67040,68040,318818376959,544499807,0
23133646,0x0f0daecb4ad123ae59ccb7118ebb6192ad37be4dc0a99570342f9d28f69caddb,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65860,66860,348582725885,0,481079036041
23133649,0x15e832a816720ffd1de07e935ce2dfebaa0987814ec123e67a58ef23057557ed,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67070,68070,319296938843,544499806,0
23133654,0xf24ab03fc1ea5d9080516a9855750f9ad8a3eb100f48ec36c2e93ebc3b94de14,23,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67100,68100,319776219071,544499805,0
23134017,0xdaed3633e99d83ee38cc2c0a61b342b7a7d7d6c1e721f1cafefde31638d55356,9,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65980,66980,346497595430,0,481079036040
23134082,0x8aed0c3de1c6c0e787d3df78c887d1f77a5c14401aa6c6136d2799592cb7fd83,7,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67140,68140,320416378860,544499804,0
23134203,0xb23f765d85faa12f98ae286261b9745c1e5c05e5b1856ea7704360fc450dfae2,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65950,66950,347017705803,0,481079036039
23134893,0x8e017d6a0e6738a8567075f9ecab049d7b686c20e0d32fd62cd5945a1df08121,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67710,68610,58353823,86955,0
23134971,0x8dab2737dea857e39be9f480927787f54b1f13c7e3b027d33afa04d7f1ae3ab0,4,Burn,0x5977767ef6324864f170318681eccb82315f8761,66300,67680,556452338,690507,514743886
23135209,0x5e47c5e4758bdfacd15f0be0558aa5324fc14891fee736a6ffb7fb3845fa9799,7,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65920,66920,347538596887,0,481079036038
23135230,0xca8ebece21556ce01682aa02b3172a597f0c79e36ce875ed2ad938dbfeff73eb,25,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65890,66890,348060269855,0,481079036036
23135244,0x67974ae817f8b471e3c6a48545c65edcf8d3037af382b84483e2c9534aa9a3e7,35,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65870,66870,348408486793,0,481079036035
23135261,0x420f1d7464ea9ddd8f6bb43e85db1db7d2a8d2d27394dd6f0a9f1d68bf48036f,30,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65850,66850,348757052105,0,481079036035
23136021,0x3e91d21d7a89e4d3648a46d320392b92b98b4e772eb61ba7d747a07729558f2d,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66960,66970,10585055942,186031,0
23136226,0xd9efcaedc5b8a00e2b1a64c8a48be86a226312a8adbacea7764078da55bea578,49,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,-887270,887270,572598660,20193589,16236302043
23136226,0xd9efcaedc5b8a00e2b1a64c8a48be86a226312a8adbacea7764078da55bea578,54,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,65360,68970,59640526978,206821179,125303981266
23136226,0xd9efcaedc5b8a00e2b1a64c8a48be86a226312a8adbacea7764078da55bea578,59,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,67170,67950,179105243121,238344591,0
23136479,0xed24918bf82a09862492cc0969b4a508d3922fbadeaf481c86bcee75cf042b3d,22,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65820,66820,349280554036,0,481079036034
23136494,0xee527b3c022cf827f9d510caba5781ed4e64d7f4a45a2bbd59973e985c3dd8b8,7,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65800,66800,349629991808,0,481079036033
23136522,0x23bd2ebd95436ea0787832ac24f7ed58301b995030758198d2c4f3f64e508dc1,39,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65770,66770,350154804065,0,481079036031
23136598,0xaba5555ce8c71b738951ab5bb45b0fe019744b17d3a3b20ba793e73ddff54462,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65740,66740,350680404093,0,481079036031
23136610,0x2e91bb4dbde5d45b072ff87d79895bbb6dbfa0d4cf5113e11a4e0dde621aca51,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67020,68020,318499731522,544499803,0
23136631,0xc6688d1872184842e0f0baf97b810f84634f56b6b9ad30f5782df3479556b5c2,50,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65710,66710,351206793072,0,481079036030
23136704,0x172b46a578774ac03ad35b42f7a5279142ee6f58c0d5c20b8238872bb20ecf98,40,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65690,66690,351558157950,0,481079036029
23136727,0x43a33b5d6483a7905b139b325ec3344eb830b5df2dc05053919ba72a33656d92,38,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65660,66660,352085864482,0,481079036028
23136732,0xc9cd6e1a4d303da7b30d025343f02aaea9ffb54cd2e39a6906d7002bd6bc5120,58,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65630,66630,352614363128,0,481079036027
23136739,0x9c10052f068cf5c1d596743fde0b20e968a9268882c3dc361efa97a5a57bcade,7,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65590,66590,353320262223,0,481079036026
23136796,0xc86a9df5a0489b553be802f28e96e8e597b20a60134cb18e7d27432f47228b9c,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65580,66580,353496957689,0,481079036025
23136803,0x471751b4a521aa393993da97c314dd8b1c6779abca56a5a4b00b073ef6023f53,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65700,66700,351382431588,0,481079036023
23136888,0x45de2209a963c7edd1c5d95f28940cc4b7f1420489576513c73eae7bbd95d0ad,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65680,66680,351733972183,0,481079036022
23136909,0xfe0ca5c27d0b719105fd1564660e6a551e6a669e8a812cdb7f11cce4ce859644,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66890,66900,10554538687,186145,0
23137209,0xf5c2cf5433ec74cc58f5ec21a5e45d3201b9d974dacd97b4a001072958edc26d,14,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65650,66650,352261942622,0,481079036022
23138024,0x19342cf9537eef15054a0b4b6e1cd8e02077b0bc3face25dbb6bbfe69e8e0ce6,39,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65630,66630,352614363124,0,481079036021
23138119,0xd207a2df3aa8099cc30974c8c4a53451d18b50ab55df723992514bb96948fb23,20,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66900,67900,316594549070,544499802,0
23138708,0x61f15201bd3ebf288c6fcfd3c4396701a2bf4ad609670b135824e897de6ac7b1,1,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66840,66850,10534521193,186257,0
23138752,0x55e27c580c64ccf3ef48bf7f369d3eb2b6cfb06c91b6bd68ba299a385c76549c,4,Burn,0x5977767ef6324864f170318681eccb82315f8761,66480,67440,794001796,984505,277610353
23138917,0xa28a5365a477220d419fe1fa05ecb6067b225cc7364aea9afe431e838216038f,4,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67170,67190,0,0,0
23138917,0xa28a5365a477220d419fe1fa05ecb6067b225cc7364aea9afe431e838216038f,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67170,67190,41940920843,1458458,0
23140508,0x9dcd004bd8f50fee66920507057c4979a3b489b27e87f03f28d2f143f6fe0971,20,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66730,66740,10476630753,186255,0
23140697,0xf4e661ad7995bcc72ff110c24b3acb11320b708f4146923b4adb920f157d2ed6,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65610,66610,352967136205,0,481079036020
23140838,0x6b0b9b7a89db28d21f7c0da672e6c7971f9b58a01b93d78ff3f8b740a2dc50a6,19,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65590,66590,353320262218,0,481079036019
23140898,0x083ec446d2a0dc0f33c3f2f2a23470909e5c262710c01c151987fcacb038fc88,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66780,67780,314700762923,544499801,0
23140902,0xddec22497b3342be2c704c4036a414646b909fbb2c68af23bf7d65a7d37d2d00,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65570,66570,353673741516,0,481079036018
23140918,0x645fb2a485844aac961aba6710a96472db54db05212778c738eb5f4d9d219095,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66660,67660,312818305486,544499801,0
23140965,0x539fd2e462d18779a7ffb52c93eb1ebe6edb34854becb4dd591e60358f5d2895,2,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66950,66960,4220523222,74212,0
23141413,0x292ad21644387a85282780aa2d9845de064a0ccc0310e8869c81286cbd73da78,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66680,66690,10450417086,186254,0
23141425,0x2887c89bfb007191ee0e243ca5c643aa3dbc759688eb145b1c3bb5f3277d9cf8,20,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66690,67690,313287860971,544499800,0
23141715,0x4cb0dcff431b023c5eb4abf90570469d930a62042aecb29c0f0f00842d239728,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,67800,24318496,48833,680761846
23141790,0x44dca3752f8ea37ef33a3dcaa5ff7af0a5a1e777c3b1816e1151bc2542e5786f,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67220,67510,178666577,89259,0
23141790,0x44dca3752f8ea37ef33a3dcaa5ff7af0a5a1e777c3b1816e1151bc2542e5786f,2,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67220,67510,0,0,0
23141858,0xdd7e571a3df0b367b92af7d757e6ba42a0cd2339109493638afb66f35cfafa37,34,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65550,66550,354027574452,0,481079036016
23141894,0x814c43c40c2a36fe34bb919e143447fc98aced6d1407f27b14bd91f005a44aa5,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65520,66520,354558987703,0,481079036015
23141901,0xaa2a20bf5abe9e7701207e1df5f5c2b0fa2c473102cfdd906c0e82f15d09a6d3,42,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65500,66500,354913706285,0,481079036015
23142042,0xaba0e8737ecf1bd2f556bdc9b01433e36091fe0a749ac8416a75828d83fc0457,27,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65470,66470,355446449664,0,481079036014
23142088,0xcc3d4ba03e6eba180642835add354cb352f0499df446fa5354d1e057a633a09d,32,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66710,67710,313601289273,544499799,0
23142184,0xf7b4890d8a9d7559118be0c54f0e99d4e945a54e3ee76301caef44a4c527862f,31,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65440,66440,355979992718,0,481079036012
23142198,0x26bc7e23fabab12864d2373b030862108b17cada2a3ad117bb8909d3031cd868,72,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65410,66410,356514336648,0,481079036012
23142203,0xd7e79fb3459d9b6561377279e68e616e659ba644be4f93829762f86b4cdb4556,64,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65380,66380,357049482654,0,481079036010
23142207,0x9397d28a3acbbc3473431309960a6d78a1925214c88ded23d49befc5fc46dd41,34,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65340,66340,357764260420,0,481079036010
23142220,0x3e9e91e5061c807c8243038140c7007ef9c1cf0dea2bb077174ac23532c8deb2,34,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65310,66310,358301282625,0,481079036008
23142226,0xd864808c489a08ed91cac3d83474ce38f580d05830570216211b769069b272c9,56,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65290,66290,358659745186,0,481079036008
23142230,0x2f055b557c86ae803703c25768ee99aa46c0dfeff7fe5947cc0c4b5da9b2b408,93,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66580,67580,311569592071,544499798,0
23142240,0x7a25fb61024ec257716738b4dfca4857e64481669ce0e85f22bda5df664d7e22,26,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66420,67420,309087102086,544499797,0
23142251,0xb9b0275d9c096a1e761d640f92063800acb43b37bf7a8da8c6ce05c475c62e3d,58,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66440,67440,309396327746,544499796,0
23142255,0xe7fda1526fab8286de570f7dd8e6736f700f3d7cf60818bff9093e823a027943,38,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65260,66260,359198111559,0,481079036007
23142259,0xf86a762691ce0ee13066fd84ceb1f8c97d8055748c7a3de7200731468d8c528f,42,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66490,67490,310170746897,544499795,0
23142281,0x4438216b8a79883ab5bfbca68a2a6d59c2a5064025224302a7c317cea80344a5,9,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66510,67510,310481056687,544499794,0
23142286,0x68d50dd5aa0afe678d5aaf324391841590fdd92247f4225f9e0fb0c41dcdc0f7,42,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66540,67540,310947103848,544499793,0
23142289,0x679928fd42493889cce97386fdc1f72ac053f879d1ca5a384f60a6f34a94c98d,77,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66560,67560,311258190343,544499792,0
23142309,0x9f83333f09322ca7994f938f692938a87ad88860d6d8420a9c34a6dae74ef8a9,21,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66660,66670,10439860311,186252,0
23142334,0xe51bca0306dd73e9035461820ec552feac757889cf0e5d9275a6a5c142a31f73,52,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66580,67580,311569588065,544499791,0
23142349,0x1928a74b97d0d52b6ffc186785d9c88cfb313ab8d6ab9e9a32ca76ba4e29a72b,25,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65390,66390,356871011454,0,481079036006
23142351,0x4bed79536685e5e71c1b4c59622ba234dd8b2604eef73d6fba1d541737e05173,50,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66610,67610,312037269164,544499790,0
23142361,0xa6cac5fc82a7280e1319a753ba45cc7931a27f33cfbb403d8300ded9b4366cd7,26,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66630,67630,312349446314,544499789,0
23143197,0xe98bd83f624a83976844c0763f5f78c82ad4a9af87df24e4ec04d3f74cb306ad,79,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66600,69180,0,0,0
23143222,0xd28d605b73fb7d3a0c6840d497fbbd1ab08251d6c58913b80af8a3f526340009,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66600,69180,548595133,2376742,0
23143577,0x87846aac5a4dfaed87482ad591c066de20770c5eac9a258415a398e1d1e1f06e,4,Burn,0x5977767ef6324864f170318681eccb82315f8761,66120,67320,635360003,826551,403456840
23143793,0xe0735bed8afcbd615de088b1a5cf530119c54ba5e12afb35213230b2cff0b7f9,50,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66660,67660,312818298018,544499788,0
23144108,0x9704f7096d6e1aeb0b0f7b375c0b199f4c367e27c81ac6a236bb586d5a2aa991,5,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66510,66520,10365251760,0,144148726
23145151,0x37e730372eff48598569e9bba1f8e4ceda9660c85c3308ccc172d3572e21b108,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66690,67690,313287853491,544499787,0
23145151,0xb9864c8ef7dacc3f02f4bf2fb90fbf73098d7faa254a92673412888e34cc4263,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65510,66510,354736302649,0,481079036005
23145450,0xc05b8bc39ffb4f319770dfaf67c306c39ce5f1bb19699390c5cb13361a345be1,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65480,66480,355268779736,0,481079036003
23146045,0xfa0292008d44deeceb8cdec04ecdf5ebec1e665b6aa3bfd435e3425754eebe94,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66580,67580,311569585204,544499786,0
23146818,0x2b6c8b3ed4ec4f2a7d3fe1660a929bfb8f83a62835482eb838f6de710a313b52,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66580,66590,10333935198,185102,0
23147708,0x18f6c69598fa6dbdcff4c85fb562d3d97d7c9c5ccf4e39e9e99dbcc975877cb7,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66550,66560,10325351829,185225,0
23148149,0xc2a43f1354309668871603716cfbfcdf8f4d7ff9896744fd8cebb80c8d37cea7,29,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66610,67610,312037266299,544499785,0
23148610,0xf8a8b7d600fac4d42dc583c3566c9b76544f280c4b4d41dd2a9af615ce70bb87,7,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66520,66530,10310711101,185240,0
23148725,0x473f690d3c67c5faa81f1c5a95b4c8fcbb62df05f556e69c5c4f67172b5d0c5b,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66650,67650,312661933484,544499784,0
23148759,0x34b229db88206bba6c59c642888cf74dc8b9611d56e2c9bac8a8cb9987ad8cd9,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65450,66450,355802056099,0,481079036003
23148770,0x1d03a58c19f5a6119a2966d7b005ee66aaa3a651bb6300416cc5275232057166,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67100,71480,1717327648,11792476,0
23149276,0x91b4b093663a093386c2a23d01b79ba475347f2de8bc0b3dbfd6f91bbebd1552,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66530,67530,310791671219,544499783,0
23150045,0x9682917ac36209552b18fc27560d316272db3b125737c8620d6cdd2797b5c0e0,42,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66560,67560,311258184627,544499782,0
23150074,0x5a2f03cc1ae3b8af271d56999e9d70d1bed82319f87ef72f7443f97f98151b56,15,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,67090,69000,62856694911,199983276,0
23150142,0xc29bad4643062fa47c85e029724bcea4e05e9ca526cb859b7bca9b7f8b21954e,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66580,67580,311569582343,544499781,0
23150315,0x290654c47bd1d1e3fbc1b9e50b319cede9d92b3b97b046c4c27df1a9a7856d21,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66610,67610,312037263433,544499780,0
23150420,0x1f8dcfd8b679bfc2953ebea4f42dfb611837dafddfc7a87cb90fb8b9f9ca5ade,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66500,66510,10303797990,0,143222468
23151307,0x618c909a9ef2a7509fbae20f4a063d79312ddcb2ee12b1675c7894c1bc9b0406,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66550,66560,10286160111,184522,0
