block,amount0,amount1,totalSupply,price,share_price_usd,vault_value_usd
23298958,684952,512631414,581844224,77496.74,1.7933440738e-06,1043.45
23308958,645204,543519906,581844224,78368.37,1.8031557998e-06,1049.16
23318958,695245,504373276,581844224,78092.53,1.7999795354e-06,1047.31
23328958,604921,574746360,581844224,78255.74,1.8013957969e-06,1048.13
23338958,626937,557497276,581844224,78360.76,1.8024925600e-06,1048.77
23348958,678911,516914115,581844224,78237.64,1.8013035159e-06,1048.08
23358958,648923,540452677,581844224,78149.46,1.8004518248e-06,1047.58
23368958,655684,535240886,581844224,77997.72,1.7988654496e-06,1046.66
23378958,653871,536698680,581844224,77924.82,1.7981213236e-06,1046.23
23388958,688544,509775701,581844224,76971.48,1.7870044632e-06,1039.76
23398958,885045,361231319,581844224,75043.60,1.7623289547e-06,1025.40
23408958,516209,636874654,581844224,76014.49,1.7689756807e-06,1029.27
23418958,623485,554012115,581844224,75560.90,1.7618512601e-06,1025.12
23428958,628267,550463957,581844224,76126.40,1.7680694514e-06,1028.74
23438958,710865,487493505,581844224,76199.96,1.7688107512e-06,1029.17
23448958,668916,519440193,581844224,76230.47,1.7691299212e-06,1029.36
23458958,635130,545171892,581844224,75987.08,1.7664326902e-06,1027.79
23468958,677024,513512070,581844224,75514.54,1.7612336468e-06,1024.76
23478958,753480,456617837,581844224,73822.60,1.7407689539e-06,1012.86
23488958,642377,539035006,581844224,73502.14,1.7379150896e-06,1011.20
23498958,721246,481695712,581844224,72521.54,1.7268443467e-06,1004.75
23508958,717106,484781011,581844224,72852.45,1.7310652290e-06,1007.21
23518958,788922,433580143,581844224,71489.01,1.7145012380e-06,997.57
23528958,660511,525557223,581844224,70554.38,1.7041961226e-06,991.58
23538958,686734,507164017,581844224,71001.75,1.7096623922e-06,994.76
23548958,759867,455406023,581844224,70489.69,1.7032632594e-06,991.03
23558958,612908,558094882,581844224,69918.12,1.6956920282e-06,986.63
23568958,778542,443327106,581844224,67797.07,1.6690992447e-06,971.16
23578958,774159,446403941,581844224,65373.10,1.6370286108e-06,952.50
23588958,585556,563742147,581844224,63756.81,1.6105238099e-06,937.07
23598958,528574,601831376,581844224,64354.92,1.6189810237e-06,941.99
23608958,626015,538884910,581844224,64693.74,1.6222166945e-06,943.88
23618958,726935,469879470,581844224,64439.97,1.6126587771e-06,938.32
23628958,534677,595204034,581844224,65730.76,1.6269840628e-06,946.65
23638958,714898,477273749,581844224,65985.55,1.6310260922e-06,949.00
23648958,417809,675976065,581844224,67792.88,1.6485869699e-06,959.22
23658958,696626,483123509,581844224,69610.45,1.6637580130e-06,968.05
23668958,689330,488389600,581844224,69857.21,1.6670033728e-06,969.94
23678958,644093,520209039,581844224,70420.51,1.6736139781e-06,973.78
23688958,598589,551763580,581844224,70191.88,1.6704203897e-06,971.92
23698958,661242,507498196,581844224,70788.49,1.6767055096e-06,975.58
23708958,729402,458448660,581844224,67987.29,1.6402144770e-06,954.35
23718958,679707,492465335,581844224,67919.76,1.6398214933e-06,954.12
23728958,767304,430780806,581844224,68758.30,1.6471178656e-06,958.37
23738958,637545,519948209,581844224,69114.41,1.6509292891e-06,960.58
23748958,710554,469909237,581844224,69096.67,1.6514358743e-06,960.88
23758958,693751,481565315,581844224,69181.60,1.6525270726e-06,961.51
23768958,645681,514695623,581844224,68843.56,1.6485605586e-06,959.21
23778958,675808,493865748,581844224,69133.25,1.6517716344e-06,961.07
23788958,653726,509139649,581844224,69143.68,1.6519024311e-06,961.15
23798958,672436,495635140,581844224,70188.54,1.6630020870e-06,967.61
23808958,485873,637864810,588493629,70661.39,1.6672898355e-06,981.19
23818958,661337,514099952,588493629,70883.50,1.6701604333e-06,982.88
23828958,663126,512817287,588493629,70327.84,1.6638743899e-06,979.18
23838958,680722,500280316,588493629,70784.88,1.6688856223e-06,982.13
23848958,628452,537246750,588493629,70796.55,1.6689544920e-06,982.17
23858958,698318,488430832,588493629,69833.96,1.6586313431e-06,976.09
23868958,680104,501130793,588493629,70783.70,1.6695737908e-06,982.53
23878958,652642,520550129,588493629,70450.04,1.6658407447e-06,980.34
23888958,687868,495697825,588493629,69286.64,1.6521818016e-06,972.30
23898958,678314,502004002,588493629,68809.04,1.6461442149e-06,968.75
23908958,619720,542635530,588493629,69259.22,1.6514176375e-06,971.85
23918958,579393,570914920,588493629,69966.48,1.6589742809e-06,976.30
23928958,670421,507418891,588493629,70215.92,1.6621440152e-06,978.16
23938958,711137,478951810,588493629,69913.38,1.6586955409e-06,976.13
23948958,660269,514551017,588493629,69871.97,1.6582914409e-06,975.89
23958958,717666,474321227,588493629,69296.93,1.6510658392e-06,971.64
23968958,669706,507173951,588493629,68673.92,1.6433267662e-06,967.09
23978958,690992,492598393,588493629,68683.51,1.6435112989e-06,967.20
23988958,659208,514396249,588493629,68724.14,1.6439112022e-06,967.43
23998958,508222,617333052,588493629,69342.61,1.6478469808e-06,969.75
24008958,666435,506285203,588209201,68551.96,1.6374097082e-06,963.14
24018958,678573,497971336,588209201,68430.93,1.6360253617e-06,962.33
24028958,657366,512657128,588209201,69012.71,1.6428223625e-06,966.32
24038958,738320,457098241,588209201,68248.38,1.6337549336e-06,960.99
24048958,1636157,1034127395,1315859079,66894.37,1.6176689068e-06,2128.62
24058958,1571596,1077248842,1315859079,66626.85,1.6144234169e-06,2124.35
24068958,1425162,1175055450,1315859079,67035.39,1.6190323531e-06,2130.42
24078958,1603891,1054699691,1315859079,66712.28,1.6146804726e-06,2124.69
24088958,1668493,1011689568,1315859079,66443.84,1.6113430955e-06,2120.30
24098958,1680095,1002514823,1315859079,67082.05,1.6183777118e-06,2129.56
24108958,1592704,1061614927,1315859079,67132.60,1.6193516443e-06,2130.84
24118958,1525229,1107044449,1315859079,67420.69,1.6227910639e-06,2135.36
24128958,1530509,1103608800,1315859079,67013.39,1.6181480588e-06,2129.25
24138958,1580303,1070342910,1315859079,66988.17,1.6179232539e-06,2128.96
24148958,1445882,1160607669,1315859079,67301.00,1.6215267958e-06,2133.70
24158958,1540744,1096495626,1315859079,67535.99,1.6240738592e-06,2137.05
24168958,1768017,943682614,1315859079,66984.42,1.6171781235e-06,2127.98
24178958,1482435,1131457625,1315859079,65319.46,1.5957455132e-06,2099.78
24188958,1655761,1017102601,1315859079,65408.06,1.5959943593e-06,2100.10
24198958,1395225,1188579240,1315859079,66228.20,1.6054998865e-06,2112.61
24208958,1464190,1143562379,1315859079,66501.40,1.6090395277e-06,2117.27
24218958,1623392,1037835403,1315859079,66261.91,1.6061947075e-06,2113.53
24228958,1485283,1129084259,1315859079,66253.60,1.6058997528e-06,2113.14
24238958,1543554,1090261512,1315859079,66681.96,1.6107603594e-06,2119.53
24248958,1581667,1064685436,1315859079,66974.93,1.6141590765e-06,2124.01
24258958,1341959,1227629525,1315859079,68791.17,1.6345054743e-06,2150.78
24268958,1562877,1076175512,1315859079,68597.79,1.6326022932e-06,2148.27
24278958,1492498,1124539443,1315859079,68466.07,1.6311733188e-06,2146.39
24288958,1493187,1124029770,1315859079,68651.43,1.6332478278e-06,2149.12
24298958,1437811,1162011582,1315859079,68669.79,1.6334221400e-06,2149.35
24308958,1517081,1107669706,1315859079,68552.21,1.6321370135e-06,2147.66
24318958,1315369,1246632558,1315859079,69232.49,1.6394576768e-06,2157.30
24328958,1093310,1401211528,1315859079,69993.16,1.6464177486e-06,2166.45
24338958,1513457,1110213316,1315859079,69347.69,1.6413314152e-06,2159.76
24348958,1559099,1078278927,1315859079,69406.22,1.6418100689e-06,2160.39
24358958,1488337,1127613837,1315859079,69602.38,1.6441972313e-06,2163.53
24368958,1536535,1094145499,1315859079,69468.72,1.6426961598e-06,2161.56
24378958,1556348,1080498030,1315859079,69213.31,1.6397637436e-06,2157.70
24388958,1499838,1118958225,1315859079,69823.36,1.6462215004e-06,2166.20
24398958,1489083,1126502256,1315859079,70349.75,1.6522046023e-06,2174.07
24408958,1555376,1079923911,1315859079,70023.95,1.6483981452e-06,2169.06
24418958,1787027,919028739,1315859079,69118.22,1.6370978112e-06,2154.19
24428958,1633283,1024248057,1315859079,68576.24,1.6295758392e-06,2144.29
24438958,1785890,919956428,1315859079,68104.46,1.6234467024e-06,2136.23
24448958,1691114,984641498,1315859079,68396.88,1.6273100698e-06,2141.31
24458958,1674993,995671380,1315859079,68446.81,1.6279483432e-06,2142.15
24468958,1788458,918207626,1315859079,68096.56,1.6233394584e-06,2136.09
24478958,1770810,930229965,1315859079,68150.86,1.6240737325e-06,2137.05
24488958,1679056,992890538,1315859079,68434.22,1.6277878209e-06,2141.94
24498958,1689814,985530357,1315859079,68400.90,1.6273615004e-06,2141.38
24508958,1719609,965164282,1315859079,68308.76,1.6261679973e-06,2139.81
24518958,1960795,801306930,1315859079,67569.70,1.6158342559e-06,2126.21
24528958,1903634,839979662,1315859079,67743.77,1.6183898749e-06,2129.57
24538958,1393170,1188100330,1315859079,68339.68,1.6264570465e-06,2140.19
24548958,1502794,1113040662,1315859079,68622.10,1.6295738118e-06,2144.29
24558958,1720597,963632418,1315859079,68290.88,1.6252829061e-06,2138.64
24568958,1505452,1110329911,1315859079,68136.05,1.6233391050e-06,2136.09
24578958,1482222,1125929001,1315859079,67867.35,1.6201383569e-06,2131.87
24588958,1372994,1199884583,1315859079,67956.27,1.6209335668e-06,2132.92
24598958,1864244,868666561,1315859079,66819.94,1.6068234494e-06,2114.35
24608958,1403847,1175896499,1315859079,66949.82,1.6078998166e-06,2115.77
24618958,1234883,1289482458,1315859079,67500.83,1.6134240731e-06,2123.04
24628958,1493186,1116117944,1315859079,67251.94,1.6113537515e-06,2120.31
24638958,1698600,977996484,1315859079,67036.73,1.6085935235e-06,2116.68
24648958,1504373,1108698357,1315859079,67551.16,1.6148536141e-06,2124.92
24658958,1443028,1150467357,1315859079,67813.64,1.6179827058e-06,2129.04
24668958,1657022,1005536575,1315859079,67514.90,1.6143623278e-06,2124.27
24678958,1528407,1091666171,1315859079,67189.31,1.6100449931e-06,2118.59
24688958,1493820,1114771949,1315859079,67064.99,1.6085325705e-06,2116.60
24698958,1696036,980594538,1315859079,66246.40,1.5990749649e-06,2104.16
24708958,1516667,1099177919,1315859079,66182.70,1.5981567866e-06,2102.95
24718958,1450533,1143028461,1315859079,66343.24,1.5999882159e-06,2105.36
24728958,1452968,1141405173,1315859079,66679.46,1.6036947680e-06,2110.24
24738958,1438817,1150745587,1315859079,66725.29,1.6041234775e-06,2110.80
24748958,1518936,1097065194,1315859079,66759.33,1.6043485759e-06,2111.10
24758958,1518304,1097405755,1315859079,66460.07,1.6008337656e-06,2106.47
24768958,1765954,933948729,1315859079,65662.25,1.5909864259e-06,2093.51
24778958,1370794,1195565301,1315859079,66719.91,1.6036350792e-06,2110.16
24788958,1564463,1066661770,1315859079,66809.14,1.6049332797e-06,2111.87
24798958,1529934,1089752888,1315859079,66711.88,1.6038196343e-06,2110.40
24808958,1409467,1170389156,1315859079,67101.19,1.6081952144e-06,2116.16
24818958,1577990,1057444981,1315859079,66961.83,1.6066279380e-06,2114.10
24828958,1479034,1123786256,1315859079,67478.61,1.6124962273e-06,2121.82
24838958,1466581,1132133162,1315859079,67833.31,1.6164067994e-06,2126.96
24848958,1792656,911592317,1315859079,67154.72,1.6076534282e-06,2115.45
24858958,1484077,1116961249,1315859079,66721.33,1.6013547476e-06,2107.16
24868958,1472763,1124302690,1315859079,67333.87,1.6080529149e-06,2115.97
24878958,1455811,1135858968,1315859079,67450.14,1.6094470953e-06,2117.81
24888958,1523826,1089845779,1315859079,67656.74,1.6117355309e-06,2120.82
24898958,1492975,1110713209,1315859079,67719.52,1.6124436951e-06,2121.75
24908958,1496138,1108326330,1315859079,67507.66,1.6098487390e-06,2118.33
24918958,1513286,1096728336,1315859079,67558.41,1.6104158737e-06,2119.08
24928958,1543083,1076263263,1315859079,67846.05,1.6135345277e-06,2123.18
24938958,1530450,1084837357,1315859079,67889.55,1.6140429230e-06,2123.85
24948958,1527986,1086532392,1315859079,67906.22,1.6142533854e-06,2124.13
24958958,1455813,1135735867,1315859079,68275.97,1.6184911831e-06,2129.71
24968958,1595978,1040098247,1315859079,68054.26,1.6158487041e-06,2126.23
24978958,1567916,1058761251,1315859079,67563.04,1.6096655320e-06,2118.09
24988958,1551278,1070038908,1315859079,67614.44,1.6102991592e-06,2118.93
24998958,1448241,1139755818,1315859079,67778.74,1.6121447647e-06,2121.36
25008958,1519176,1091621398,1315859079,67700.23,1.6111960844e-06,2120.11
25018958,1500830,1104013489,1315859079,67850.91,1.6128933153e-06,2122.34
25028958,1548538,1071800884,1315859079,67097.95,1.6041520782e-06,2110.84
25038958,1629670,1017267174,1315859079,67001.75,1.6028879353e-06,2109.17
25048958,1531598,1083054542,1315859079,67104.46,1.6041422214e-06,2110.83
25058958,1439240,1145112792,1315859079,67342.43,1.6068073580e-06,2114.33
25068958,1826125,882212779,1315859079,64689.89,1.5682005943e-06,2063.53
25078958,1585457,1038382286,1315859079,64811.42,1.5700309665e-06,2065.94
25088958,1321890,1210374384,1315859079,65702.73,1.5798744713e-06,2078.89
25098958,1337452,1200529850,1315859079,66132.92,1.5845358284e-06,2085.03
25108958,1439375,1133321514,1315859079,66070.20,1.5839990090e-06,2084.32
25118958,1520790,1079761863,1315859079,65741.07,1.5803709216e-06,2079.55
25128958,1424668,1141673791,1315859079,64900.53,1.5702979691e-06,2066.29
25138958,1377835,1171019550,1315859079,64653.54,1.5669145009e-06,2061.84
25148958,1618641,1015093900,1315859079,64712.15,1.5674560059e-06,2062.55
25158958,1798884,898919580,1315859079,64197.61,1.5607750687e-06,2053.76
25168958,1628399,1008094150,1315859079,63019.97,1.5459943099e-06,2034.31
25178958,1547772,1059181786,1315859079,63317.08,1.5496992368e-06,2039.19
25188958,1548761,1058548707,1315859079,63267.34,1.5491085718e-06,2038.41
25198958,1668011,983410041,1315859079,62905.03,1.5447496896e-06,2032.67
25208958,1530015,1070923421,1315859079,63996.47,1.5579776817e-06,2050.08
25218958,1565957,1047789560,1315859079,64295.87,1.5614401953e-06,2054.64
25228958,1643539,998024324,1315859079,64058.83,1.5585682663e-06,2050.86
25238958,1526731,1073008321,1315859079,64242.45,1.5608189307e-06,2053.82
25248958,1693291,961140006,1315859079,65235.35,1.5698978638e-06,2065.76
25258958,2246753,1563605116,1930162278,64808.88,1.5644801600e-06,3019.70
25268958,2078825,1672589313,1930162278,65319.47,1.5700580553e-06,3030.47
25278958,2101995,1657466916,1930162278,65272.62,1.5695541187e-06,3029.49
25288958,1988688,1732427515,1930162278,66759.07,1.5853885486e-06,3060.06
25298958,1874775,1811478473,1930162278,68227.44,1.6012070968e-06,3090.59
25308958,2085655,1667686047,1930162278,68747.98,1.6068761022e-06,3101.53
25318958,2240808,1562054627,1930162278,68031.78,1.5990967887e-06,3086.52
25328958,2301177,1521777428,1930162278,67686.69,1.5953933049e-06,3079.37
25338958,2218611,1874703742,2115556022,68349.61,1.6029430015e-06,3391.12
25348958,2526798,1569853501,2056024876,67778.40,1.5965160727e-06,3282.48
25358958,2358632,1684115608,2056024876,68114.13,1.6005045501e-06,3290.68
25368958,2415559,1645619460,2055947006,67796.44,1.5969684464e-06,3283.28
25378958,1827924,1064158947,1441643807,67068.38,1.5885463373e-06,2290.12
25388958,1578264,1231485615,1441643807,66976.63,1.5874612230e-06,2288.55
25398958,1759406,1109228078,1441643807,67200.15,1.5895407178e-06,2291.55
25408958,1811581,1074267136,1441643807,67084.52,1.5881575577e-06,2289.56
25418958,1715339,1138417051,1441643807,66940.32,1.5861549797e-06,2286.67
25428958,1720224,1134777241,1441643807,67507.77,1.5926694569e-06,2296.06
25438958,1706542,1144016039,1441643807,67546.19,1.5931259460e-06,2296.72
25448958,1667094,1168443265,1441643807,66359.35,1.5778627585e-06,2274.72
25458958,1638391,1286963853,1505124934,66039.51,1.5739219905e-06,2368.95
25468958,1717947,1234811897,1505124934,65323.69,1.5660083316e-06,2357.04
25478958,1764073,1204816374,1505094695,65099.79,1.5635057893e-06,2353.22
25488958,1948452,1084900634,1505094695,64933.79,1.5614329330e-06,2350.10
25498958,1588435,1320036870,1505094695,65683.14,1.5702472710e-06,2363.37
25508958,1798060,1182419368,1505094695,65575.43,1.5690075433e-06,2361.50
25518958,2698902,601957222,1505094695,63315.35,1.5353030814e-06,2310.78
25528958,1793249,1177939883,1505094695,63568.80,1.5400271390e-06,2317.89
25538958,1787352,1181298550,1505094695,63924.71,1.5439946243e-06,2323.86
25548958,1959657,1069661537,1505094695,64217.40,1.5468145126e-06,2328.10
25558958,1707348,1443051211,1640167886,65231.06,1.5588479456e-06,2556.77
25568958,1841151,1354157914,1640167886,66813.81,1.5756320710e-06,2584.30
25578958,1714805,1437785465,1640167886,66658.08,1.5735228386e-06,2580.84
25588958,1501266,1580720432,1640167886,67474.46,1.5813573242e-06,2593.69
25598958,1897880,1314970589,1640167886,67052.90,1.5776154281e-06,2587.55
25608958,1945170,1283292500,1640167886,66922.58,1.5760889662e-06,2585.05
25618958,1821153,1364891906,1640167886,66284.09,1.5681483192e-06,2572.03
25628958,1861453,1338382373,1640167886,66147.28,1.5667194182e-06,2569.68
25638958,1593035,1516733650,1640167886,66744.72,1.5730099683e-06,2580.00
25648958,1890669,1319066445,1640167886,66082.74,1.5659812962e-06,2568.47
25658958,2200694,1115248669,1640167886,65403.60,1.5575124318e-06,2554.58
25668958,2010966,1239729815,1640167886,65817.96,1.5628319089e-06,2563.31
25678958,1732214,1424055819,1640167886,66433.93,1.5698598525e-06,2574.83
25688958,1784718,1389205906,1640167886,66317.25,1.5686088624e-06,2572.78
25698958,1929156,1293649601,1640167886,65997.85,1.5649929343e-06,2566.85
25708958,1853310,1347885665,1640167886,66021.79,1.5678115708e-06,2571.47
25718958,2082764,1197102118,1640167886,65407.88,1.5604462354e-06,2559.39
25728958,676497,2143954816,1640167886,69310.55,1.5930311865e-06,2612.84
25738958,865445,2013509351,1640167886,68766.17,1.5904729982e-06,2608.64
25748958,1904242,1303246588,1640167886,69038.94,1.5961262582e-06,2617.92
25758958,1784100,1385831700,1640167886,68686.35,1.5920716998e-06,2611.26
25768958,1834663,1351011985,1640167886,68127.87,1.5857698910e-06,2600.93
25778958,1834007,1351426139,1640167886,67805.93,1.5821499972e-06,2594.99
25788958,2044947,1252379452,1668338827,66370.59,1.5642043129e-06,2609.62
25798958,1892339,1353300892,1668338827,67131.05,1.5726110112e-06,2623.65
25808958,1954304,1312289151,1668338827,66572.98,1.5664249836e-06,2613.33
25818958,1494249,1621442758,1668338827,67831.39,1.5794229068e-06,2635.01
25828958,1971909,1296496350,1668338827,67867.15,1.5792804049e-06,2634.77
25838958,1864012,1370165443,1668338827,68128.76,1.5824685170e-06,2640.09
25848958,1934875,1322287382,1668338827,67780.02,1.5786637806e-06,2633.75
25858958,1813197,1403918235,1668338827,67513.96,1.5752671165e-06,2628.08
25868958,1489617,1626156299,1668338827,69276.93,1.5932718476e-06,2658.12
25878958,1850298,1368856613,1668338827,71009.82,1.6080366043e-06,2682.75
25888958,1715625,1472643355,1673377627,71060.51,1.6085879944e-06,2691.78
25898958,1825953,1393492962,1673377627,72522.52,1.6240924992e-06,2717.72
25908958,1501732,1630014522,1673377627,73381.40,1.6326300263e-06,2732.01
25918958,1730447,1461519820,1673377627,72995.42,1.6282438276e-06,2724.67
25928958,1739646,1454753103,1673377627,72566.36,1.6237523820e-06,2717.15
25938958,1998131,1268053013,1673377627,72124.76,1.6190011364e-06,2709.20
25948958,1732553,1459601655,1673377627,72112.74,1.6188772800e-06,2708.99
25958958,1877515,1354957879,1673377627,72190.88,1.6196897102e-06,2710.35
25968958,2015614,1254497207,1673377627,72515.08,1.6231371018e-06,2716.12
25978958,1909784,1331936345,1673377627,71840.45,1.6158538993e-06,2703.93
25988958,1870956,1357363804,1673377627,70737.49,1.6020479322e-06,2680.83
25998958,1931062,1314244403,1673377627,70793.46,1.6023340880e-06,2681.31
26008958,1872219,1356338974,1673377627,70928.02,1.6041010767e-06,2684.27
26018958,1608969,1541637198,1673377627,70835.33,1.6023613668e-06,2681.36
26028958,1848734,1370914860,1673377627,70622.87,1.5994858436e-06,2676.54
26038958,1922293,1319037569,1673377627,70428.18,1.5972924505e-06,2672.87
26048958,1990367,1328727200,1709210689,70350.27,1.5966175500e-06,2728.96
26058958,1796299,1463411663,1709210689,69733.55,1.5890579190e-06,2716.03
26068958,1854620,1420826331,1709210689,68576.59,1.5753830022e-06,2692.66
26078958,1768016,1479281548,1709210689,68067.29,1.5695678246e-06,2682.72
26088958,1851545,1422308725,1709210689,67896.72,1.5676517484e-06,2679.45
26098958,1935166,1365324280,1709210689,67899.41,1.5675601185e-06,2679.29
26108958,1862879,1414527323,1709210689,67935.87,1.5680280768e-06,2680.09
26118958,1983434,1332671258,1709210689,67745.25,1.5658418254e-06,2676.35
26128958,1763750,1481474701,1709210689,67735.05,1.5657237009e-06,2676.15
26138958,1835379,1432945972,1709210689,67690.48,1.5652388170e-06,2675.32
26148958,1866671,1411762689,1709210689,67695.12,1.5652885288e-06,2675.41
26158958,1924431,1372737711,1709210689,67538.32,1.5635673234e-06,2672.47
26168958,1985922,1331259180,1709210689,67104.90,1.5585615558e-06,2663.91
26178958,1865096,1412410981,1709210689,67166.90,1.5592800192e-06,2665.14
26188958,1958784,1349536568,1709210689,67046.97,1.5579365550e-06,2662.84
26198958,1921497,1374610752,1709210689,66858.91,1.5558659298e-06,2659.30
26208958,1905787,1385296551,1709210689,66926.44,1.5567254987e-06,2660.77
26218958,1745975,1492918562,1709210689,67562.00,1.5636072668e-06,2672.53
26228958,2171939,1205324517,1709210689,67205.69,1.5591940342e-06,2664.99
26238958,1903524,1385129577,1709210689,66996.90,1.5565263999e-06,2660.43
26248958,1931876,1437635192,1755081183,66824.88,1.5546910841e-06,2728.61
26258958,2003211,1389812415,1755081183,66848.32,1.5548713032e-06,2728.93
26268958,1825258,1505112974,1755081183,66093.72,1.5449392475e-06,2711.49
26278958,2215621,1247585786,1755081183,66008.69,1.5441383902e-06,2710.09
26288958,1940280,1430134863,1755081183,67233.83,1.5581384105e-06,2734.66
26298958,1957628,1418656053,1755081183,67123.76,1.5570160146e-06,2732.69
26308958,2195219,1256513018,1755081183,67696.93,1.5626678141e-06,2742.61
26318958,1881488,1467578161,1755081183,68021.53,1.5653948998e-06,2747.40
26328958,1905523,1450626249,1755081183,68682.46,1.5722271731e-06,2759.39
26338958,1924906,1437274400,1755081183,68270.38,1.5676853311e-06,2751.42
26348958,1772517,1541646312,1755081183,68660.87,1.5718200696e-06,2758.67
26358958,1928531,1434867191,1755081183,68224.47,1.5672193876e-06,2750.60
26368958,1307641,1863900720,1755081183,69986.32,1.5834427300e-06,2779.07
26378958,1778743,1532957770,1755081183,69671.89,1.5795517707e-06,2772.24
26388958,1521661,1713134251,1755081183,70500.66,1.5873426729e-06,2785.92
26398958,1936149,1420673200,1755081183,70378.12,1.5858516908e-06,2783.30
26408958,2422282,1080935364,1755081183,69286.61,1.5721509301e-06,2759.25
26418958,1302158,1861847907,1755081183,70955.66,1.5872785519e-06,2785.80
26428958,1931800,1419567866,1755081183,69728.93,1.5763324141e-06,2766.59
26438958,2105064,1299175348,1755081183,69351.13,1.5720417876e-06,2759.06
26448958,1957472,1401598165,1755081183,69675.29,1.5756949458e-06,2765.47
26458958,1935326,1416855261,1755081183,69320.04,1.5716789108e-06,2758.42
26468958,1900573,1441166267,1755081183,69466.08,1.5733857837e-06,2761.42
26478958,1969978,1393098663,1755081183,69250.15,1.5710449316e-06,2757.31
26488958,1997765,1374123311,1755081183,68978.25,1.5681022327e-06,2752.15
26498958,1925953,1422619039,1755081183,70002.19,1.5787465356e-06,2770.83
26508958,1852800,1474446403,1755081183,70376.61,1.5830516857e-06,2778.38
26518958,1920352,1426963731,1755081183,70206.02,1.5812182673e-06,2775.17
26528958,1891996,1447198730,1755081183,70085.34,1.5801038603e-06,2773.21
26538958,2135284,1277477643,1755081183,69529.41,1.5737892870e-06,2762.13
26548958,1895313,1443201907,1755081183,69119.69,1.5687230672e-06,2753.24
26558958,1818125,1496812976,1755081183,69483.22,1.5726365575e-06,2760.10
26568958,1832678,1486951608,1755081183,69836.71,1.5764704149e-06,2766.83
26578958,2110389,1292383561,1755081183,69765.40,1.5752575226e-06,2764.70
26588958,2061931,1325723994,1755081183,69653.18,1.5736733124e-06,2761.92
26598958,2056319,1329752147,1755081183,69619.26,1.5733438392e-06,2761.35
26608958,1979748,1381715138,1755081183,70012.57,1.5770139914e-06,2767.79
26618958,1459268,1749140089,1755081183,71137.33,1.5880885993e-06,2787.22
26628958,1884358,1445794561,1755081183,70937.60,1.5854041110e-06,2782.51
26638958,1842027,1475880392,1755081183,71219.83,1.5883988421e-06,2787.77
26648958,1792440,1511546184,1755081183,71476.95,1.5912241872e-06,2792.73
26658958,1650736,1613396990,1755081183,71996.73,1.5964349472e-06,2801.87
26668958,1795140,1507994890,1755081183,73223.28,1.6081622462e-06,2822.46
26678958,2095864,1290046435,1755081183,71679.41,1.5910086960e-06,2792.35
26688958,1854675,1462173915,1755081183,70859.67,1.5819157187e-06,2776.39
26698958,1836463,1474551241,1755081183,70462.30,1.5774570726e-06,2768.57
26708958,1973663,1377704988,1755081183,70454.58,1.5772723108e-06,2768.24
26718958,1891440,1435401455,1755081183,70817.12,1.5810463739e-06,2774.86
26728958,1820214,1485426081,1755081183,70359.72,1.5760659078e-06,2766.12
26738958,1921065,1414625720,1755081183,70165.45,1.5740295395e-06,2762.55
26748958,1796395,1502154648,1755081183,70367.59,1.5761290984e-06,2766.23
26758958,2005386,1354648243,1755081183,70376.22,1.5759744546e-06,2765.96
26768958,1946352,1395922117,1755081183,70305.73,1.5750377472e-06,2764.32
26778958,1842475,1469072271,1755081183,70529.90,1.5774586951e-06,2768.57
26788958,1739121,1542193766,1755081183,70852.26,1.5807817087e-06,2774.40
26798958,1812761,1490255090,1755081183,70942.50,1.5818488162e-06,2776.27
26808958,1727000,1551213209,1755081183,71216.92,1.5846157998e-06,2781.13
26818958,1871789,1448127091,1755081183,71159.70,1.5840216037e-06,2780.09
26828958,1833551,1475336877,1755081183,71500.40,1.5875807513e-06,2786.33
26838958,2007782,1351022072,1755081183,71131.77,1.5835125298e-06,2779.19
26848958,1890685,1434532951,1755081183,71098.79,1.5832812145e-06,2778.79
26858958,2025990,1337844740,1755081183,71120.91,1.5832585406e-06,2778.75
26868958,1630773,1619499921,1755081183,71729.91,1.5892438153e-06,2789.25
26878958,1929271,1402380566,1755081183,72178.84,1.5924653738e-06,2794.91
26888958,1819566,1481541455,1755081183,72482.51,1.5956005913e-06,2800.41
26898958,1858399,1450937957,1755081183,73360.24,1.6034950196e-06,2814.26
26908958,1996844,1349847019,1755081183,72838.68,1.5978302247e-06,2804.32
26918958,1829025,1472555246,1755081183,73255.73,1.6024449343e-06,2812.42
26928958,1890777,1427243843,1755081183,73117.42,1.6009123870e-06,2809.73
26938958,1714886,1555659953,1755081183,73461.65,1.6041670772e-06,2815.44
26948958,1951117,1381986333,1755081183,73581.48,1.6054227000e-06,2817.65
26958958,1846996,1457685214,1755081183,74294.61,1.6124061184e-06,2829.90
26968958,1621750,1626365447,1755081183,75227.41,1.6217859428e-06,2846.37
26978958,1857074,1448498169,1755081183,74043.59,1.6087816252e-06,2823.54
26988958,1682971,1576733583,1755081183,73959.72,1.6075918320e-06,2821.45
26998958,1970939,1364082836,1755081183,73550.22,1.6031809496e-06,2813.71
27008958,2028046,1321572029,1755081183,73452.77,1.6017652703e-06,2811.23
27018958,1896369,1417130141,1755081183,73541.06,1.6020569730e-06,2811.74
27028958,1669249,1585134209,1755081183,74202.90,1.6089086588e-06,2823.77
27038958,1840560,1457979633,1755081183,74151.73,1.6083510519e-06,2822.79
